ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD18953,Navaldia,Yes,,,3.234,0.183,,,,0.02167,,Uncontrolled,03/10/2022,5.0,,High,Fair,16/02/2023,0.0887,6.4,827.7,
SOAD02260,Navaldia,Yes,Other,Earth,3.844,0.053,,1980.0,,0.06107,7.98987,Uncontrolled,11/08/2022,5.0,,Significant,Fair,16/02/2023,0.1067,26.3,473.8,
SOAD02426,Navaldia,Yes,,,5.107,0.06,,2003.0,,0.00788,0.0,Uncontrolled,02/06/2022,5.0,,Significant,Fair,12/04/2023,0.0978,7.0,106.8,
SOAD03198,Navaldia,Yes,Recreation,Earth,7.737,0.087,,1886.0,,0.01379,2.66329,,05/12/2019,1.0,,High,Fair,,0.0935,16.7,579.3,6.7
SOAD08315,Navaldia,Yes,Flood Risk Reduction,Earth,5.768,0.033,,2001.0,,0.00394,2.66329,Uncontrolled,24/05/2019,2.0,,Significant,Not Rated,,0.1646,15.1,465.8,
SOAD14643,Navaldia,Yes,,Earth,2.899,0.0,,,,0.0,0.0,Uncontrolled,30/01/2018,5.0,2.96,High,Not Rated,30/01/2023,0.0697,11.0,943.9,
SOAD15493,Navaldia,Yes,Recreation,Earth,7.259,0.05,,,,0.00788,2.66329,,17/11/2017,2.0,,Significant,Fair,,0.1287,25.8,384.0,8.9
SOAD15721,Navaldia,Yes,Recreation,Earth,3.34,0.092,,,,0.02167,2.66329,,,2.0,,Significant,Unsatisfactory,,0.166,47.1,308.9,7.5
SOAD16484,Navaldia,Yes,Flood Risk Reduction,Earth,1.775,0.25,,1990.0,,0.00788,0.0,,26/03/2019,2.0,,Significant,Fair,,0.1485,15.2,259.5,
SOAD17280,Navaldia,Yes,Flood Risk Reduction,Earth,5.731,0.157,,1988.0,,0.00788,2.66329,,17/11/2015,2.0,,Significant,Fair,,0.1396,33.6,463.7,
SOAD17404,Navaldia,Yes,Recreation,Earth,7.149,0.103,,1992.0,,,0.0,,26/03/2019,2.0,,Significant,Poor,,0.153,369.0,339.1,5.3
SOAD18309,Navaldia,Yes,Recreation,Earth,15.943,0.08,,1934.0,,0.00394,2.66329,Uncontrolled,25/11/2019,1.0,,High,Fair,,0.0991,15.0,927.6,8.2
SOAD20514,Navaldia,Yes,Recreation,Concrete,4.016,0.027,,,,0.01379,7.98987,Uncontrolled,08/08/2018,2.0,,Significant,Satisfactory,,0.1239,36.0,167.3,7.8
SOAD01103,Navaldia,Yes,Recreation,Earth,9.308,0.119,21280.0,1955.0,2005S,0.00591,0.0,Uncontrolled,31/05/2023,5.0,4.75,High,Fair,28/08/2023,0.0597,20.6,382.0,8.1
SOAD05612,Navaldia,Yes,,Earth,8.192,0.117,,,2016H,0.01576,0.0,Uncontrolled,03/05/2017,5.0,,High,Not Rated,03/05/2022,0.103,31.9,884.7,
SOAD06989,Navaldia,Yes,Flood Risk Reduction,Earth,9.677,0.117,,1934.0,,0.0,2.66329,Uncontrolled,12/02/2020,5.0,0.16,High,Fair,28/08/2020,0.0813,32.0,224.1,
SOAD07069,Navaldia,Yes,Other,Earth,11.062,0.058,,1982.0,,0.00394,0.0,,15/11/2017,2.0,,Significant,Fair,,0.1318,27.8,452.5,
SOAD10319,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.331,0.167,,1990.0,,0.01379,0.0,Uncontrolled,23/03/2011,5.0,,Significant,Not Rated,23/03/2016,0.0986,18.5,176.5,
SOAD10791,Navaldia,Yes,,,4.832,0.09,,,,0.01379,0.0,Uncontrolled,09/08/2021,5.0,,High,Fair,09/12/2021,0.0869,12.8,818.5,
SOAD13594,Navaldia,Yes,Flood Risk Reduction,Earth,5.431,0.067,,,,,2.66329,,29/01/2021,1.0,,High,Poor,,0.1252,496.4,707.3,
SOAD13834,Navaldia,No,,Earth,4.727,0.15,,,,0.01379,,Uncontrolled,06/05/2014,,,Significant,Not Rated,06/05/2019,0.1706,30.1,307.9,
SOAD17371,Navaldia,Yes,Recreation,Arch,5.356,0.037,,1927.0,,0.03349,13.31645,,29/06/2017,2.0,,Significant,Fair,,0.1163,33.9,252.4,5.4
SOAD02236,Navaldia,Yes,Debris Control,Earth,10.437,0.133,,1959.0,,,7.98987,Uncontrolled,02/09/2020,1.0,,High,Satisfactory,,0.1016,721.2,807.1,
SOAD03922,Navaldia,Yes,Water Supply,Buttress,3.958,0.047,,,,0.02955,,Uncontrolled,19/12/2016,5.0,0.16,Significant,Not Rated,19/12/2021,0.1305,14.5,311.2,48.5
SOAD04924,Navaldia,Yes,,Earth,6.356,0.093,,2003.0,,0.00788,0.0,Uncontrolled,02/06/2022,5.0,,Significant,Satisfactory,12/04/2023,0.1111,32.5,436.1,
SOAD11226,Navaldia,Yes,Flood Risk Reduction,Earth,6.142,0.09,,1988.0,,,2.66329,,19/07/2019,2.0,,Significant,Satisfactory,,0.1185,336.9,192.2,
SOAD14453,Navaldia,No,,Earth,3.548,0.133,,,,0.02561,,Uncontrolled,10/03/2015,,,Significant,Not Rated,10/03/2020,0.1422,21.4,70.1,
SOAD15938,Navaldia,No,Recreation,Earth,3.964,0.05,,1970.0,,0.01182,0.0,Uncontrolled,21/07/2010,,,Significant,Not Rated,21/07/2015,0.1387,45.0,431.7,8.3
SOAD18293,Navaldia,Yes,Irrigation,Earth,4.836,0.158,,1987.0,,0.01379,2.66329,,25/03/2021,1.0,,High,Fair,,0.1046,10.7,613.5,18.3
SOAD01060,Navaldia,Yes,Recreation,Earth,4.802,0.1,,,,0.02167,2.66329,Uncontrolled,27/09/2019,5.0,,High,Fair,29/05/2020,0.0752,9.6,915.9,6.2
SOAD02990,Navaldia,Yes,Flood Risk Reduction,Earth,7.524,0.047,,1989.0,,,2.66329,,05/03/2021,1.0,,High,Fair,,0.1191,918.0,861.2,
SOAD08929,Navaldia,Yes,Recreation,Earth,2.789,0.093,,,2003H,0.03349,23.96961,Uncontrolled,18/10/2019,2.0,,Significant,Fair,,0.1218,15.8,372.5,6.3
SOAD14502,Navaldia,Yes,Recreation,Earth,3.413,0.05,,2005.0,,0.01182,2.66329,Uncontrolled,12/03/2021,2.0,,Significant,Satisfactory,,0.1276,28.6,397.8,4.5
SOAD14830,Navaldia,Yes,Recreation,Earth,3.355,0.133,,1982.0,2016H,0.01576,5.32658,,10/03/2020,2.0,,Significant,Poor,,0.1463,27.5,271.9,3.4
SOAD16585,Navaldia,Yes,,Earth,4.415,0.127,,1966.0,,0.02167,2.66329,Uncontrolled,29/10/2020,5.0,,High,Fair,18/06/2014,0.0828,15.2,796.2,
SOAD18689,Navaldia,Yes,Flood Risk Reduction,Earth,4.56,0.197,,2005.0,,,2.66329,,25/04/2019,2.0,,Significant,Fair,,0.155,66.0,247.2,
SOAD19237,Navaldia,Yes,,Earth,3.434,0.035,,2000.0,,0.00788,119.84805,Uncontrolled,18/10/2018,,,Significant,Fair,03/09/2019,0.1319,43.3,340.0,
SOAD04037,Navaldia,Yes,Flood Risk Reduction,Earth,4.026,0.1,,1993.0,,0.01576,0.0,Uncontrolled,19/10/2018,5.0,0.0,High,Satisfactory,22/08/2019,0.0608,43.4,124.7,
SOAD05573,Navaldia,Yes,Flood Risk Reduction,Earth,8.4,0.068,,1986.0,2014S,,2.66329,,04/11/2020,1.0,,High,Satisfactory,,0.0839,779.0,840.8,
SOAD06120,Navaldia,No,,Earth,6.792,0.105,,,,0.01379,90.55186,Uncontrolled,03/06/2015,,,Significant,Not Rated,03/06/2020,0.1704,19.3,39.0,
SOAD13066,Navaldia,Yes,,,3.844,0.453,,,,0.01773,0.0,,26/02/2019,5.0,,High,Fair,12/02/2020,0.1005,19.8,694.2,
SOAD15736,Navaldia,Yes,Recreation,Earth,8.337,0.072,,1914.0,,0.01576,2.66329,,17/11/2017,2.0,,Significant,Poor,,0.1459,35.9,92.3,8.5
SOAD20087,Navaldia,Yes,Flood Risk Reduction,Earth,8.197,0.098,,,,0.00985,2.66329,,19/10/2018,2.0,,Significant,Fair,,0.1534,43.3,397.0,
SOAD00195,Navaldia,Yes,,Earth,6.562,0.098,,1966.0,,0.02364,2.66329,Uncontrolled,29/10/2020,2.0,,High,Unsatisfactory,23/05/2022,0.1339,42.9,626.6,
SOAD00368,Navaldia,Yes,Flood Risk Reduction,Earth,9.16,0.06,,1990.0,,,2.66329,,31/12/2019,1.0,,High,Satisfactory,,0.1008,849.0,693.6,
SOAD03479,Navaldia,Yes,Recreation,Earth,10.136,0.108,,1957.0,,0.01773,2.66329,,01/06/2016,5.0,,Low,Not Rated,,0.0332,8.4,19.5,8.8
SOAD03755,Navaldia,Yes,Recreation,Earth,3.47,0.077,,,,0.00591,5.32658,Uncontrolled,16/03/2023,2.0,,High,Poor,01/10/2019,0.1284,11.7,706.5,4.0
SOAD05175,Navaldia,Yes,Flood Risk Reduction,Earth,3.762,0.127,,2004.0,2011H,,2.66329,,16/10/2020,1.0,,High,Satisfactory,,0.0764,905.6,853.3,
SOAD08505,Navaldia,Yes,Flood Risk Reduction,Earth,2.78,0.167,,1986.0,,0.00788,5.32658,,11/04/2019,2.0,,Significant,Fair,,0.1426,30.8,57.2,
SOAD09636,Navaldia,Yes,Water Supply,Earth,10.192,0.063,,1926.0,,0.00788,10.65316,,26/12/2019,1.0,,High,Fair,,0.1095,5.2,568.4,25.4
SOAD10902,Navaldia,Yes,Recreation,Earth,5.346,0.08,,,,0.02167,2.66329,,26/02/2019,2.0,,Significant,Fair,,0.1572,9.1,273.8,4.7
SOAD13575,Navaldia,Yes,Flood Risk Reduction,Earth,7.119,0.043,,,,,2.66329,,28/12/2020,1.0,,High,Fair,,0.0961,793.5,928.7,
SOAD14755,Navaldia,Yes,Other,Earth,8.556,0.037,,,,0.00394,0.0,,13/12/2017,2.0,,Significant,Satisfactory,,0.1385,11.7,43.4,
SOAD15283,Navaldia,Yes,Recreation,Earth,7.514,0.067,,1931.0,,0.01773,5.32658,,28/12/2020,1.0,,High,Fair,,0.1177,28.3,551.7,9.1
SOAD15911,Navaldia,Yes,Recreation,Earth,4.349,0.115,,1938.0,,0.02364,2.66329,,23/09/2020,2.0,,Significant,Fair,,0.1379,34.5,314.4,4.2
SOAD16757,Navaldia,Yes,Flood Risk Reduction,Earth,5.569,0.333,,,,,2.66329,,28/04/2020,1.0,,High,Fair,,0.0982,788.0,667.3,
SOAD17127,Navaldia,Yes,Flood Risk Reduction,Earth,3.422,0.067,,1999.0,,,5.32658,,23/03/2021,2.0,,Significant,Satisfactory,,0.1119,125.5,397.9,
SOAD00910,Navaldia,Yes,,Earth,3.985,0.158,,,,0.02955,0.0,Uncontrolled,28/05/2019,2.0,,High,Poor,25/11/2019,0.1359,35.3,511.3,
SOAD04257,Navaldia,No,,,3.08,,,,,0.03349,,,20/03/2012,,,Significant,Not Rated,18/06/2014,0.1372,32.7,334.3,
SOAD05038,Navaldia,Yes,Recreation,Earth,3.49,0.017,,,,0.04925,10.65316,,27/08/2020,2.0,,Significant,Fair,,0.1358,41.2,80.1,4.0
SOAD06797,Navaldia,No,Recreation,Earth,0.0,0.0,,,,0.01576,0.0,,04/05/2009,5.0,,Significant,Not Rated,18/06/2014,0.1492,29.2,178.4,4.1
SOAD07781,Navaldia,Yes,Recreation,Earth,1.784,,,2002.0,,0.0197,2.66329,,10/10/2017,2.0,,Significant,Not Rated,,0.1246,20.6,261.4,7.7
SOAD09660,Navaldia,Yes,Water Supply,Earth,6.302,0.293,,1993.0,2014S,0.01379,2.66329,,30/08/2019,2.0,,Significant,Not Rated,,0.1701,16.2,124.8,64.1
SOAD10274,Navaldia,Yes,Recreation,Earth,5.35,,,2002.0,,0.02167,2.66329,,10/10/2017,2.0,,Significant,Not Rated,,0.1157,15.2,407.3,5.5
SOAD11672,Navaldia,Yes,,Earth,7.312,0.133,,,,0.01576,0.0,Uncontrolled,07/08/2018,5.0,,High,Not Rated,07/08/2023,0.0969,46.5,867.3,
SOAD13606,Navaldia,Yes,Irrigation,Earth,7.459,0.117,,1987.0,,0.00788,2.66329,,25/03/2021,1.0,,High,Fair,,0.0957,21.6,665.9,7.3
SOAD13959,Navaldia,Yes,Recreation,Earth,9.452,0.107,,1852.0,,0.00788,2.66329,,14/06/2019,2.0,,Significant,Fair,,0.1285,43.1,290.6,6.8
SOAD19292,Navaldia,Yes,Flood Risk Reduction,Earth,8.455,0.075,,1984.0,,0.0,2.66329,Uncontrolled,02/05/2023,2.0,0.0,High,Not Rated,15/02/2023,0.0811,26.3,360.7,
SOAD19595,Navaldia,Yes,Recreation,Earth,3.887,0.167,,,,0.02364,0.0,,27/09/2019,2.0,,Significant,Satisfactory,,0.1495,29.5,406.3,3.3
SOAD19983,Navaldia,Yes,Recreation,Earth,7.284,0.102,,1987.0,,0.01576,0.0,,20/02/2018,2.0,,Significant,Not Rated,,0.1392,25.9,122.4,8.8
SOAD01763,Navaldia,Yes,Flood Risk Reduction,Earth,4.393,0.133,,1982.0,2010H,,2.66329,,10/10/2012,2.0,,Significant,Fair,,0.1259,151.1,110.4,
