,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Total Loss Given Failure,Expected Loss Value
2656,SOAD08194,Lyndrassia,No,Flood Risk Reduction,Earth,8.635,0.147,14449.0,2003.0,1973.0,0.01576,90.55186,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2015.4,0.048203506,20.0,4.9,20.98,45.88,2.211576835811138
2581,SOAD14141,Lyndrassia,No,Flood Risk Reduction,Gravity,7.367,0.675,53000.0,1972.0,1972.0,0.1832099999999999,5.32658,Uncontrolled,5.0,76.506,Low,Satisfactory,2018.0,0.044822972,14.5,17.7,17.32,49.52,2.219633586704731
1152,SOAD19845,Lyndrassia,No,Flood Risk Reduction,Earth,9.379,0.253,23650.0,2004.0,2006.0,0.01182,95.87844,Uncontrolled,1.0,34.092,Low,Not Rated,2016.2,0.06455372,10.2,6.8,17.84,34.84,2.2490517002344133
4061,SOAD04280,Lyndrassia,No,Flood Risk Reduction,Earth,12.366,0.17,24049.0,2002.0,1981.0,0.02561,625.87315,Uncontrolled,5.0,48.05,Low,Not Rated,2015.6,0.058716662,11.6,14.8,12.04,38.44,2.25706849604845
332,SOAD07255,Lyndrassia,No,Grade Stabilization,Earth,9.158,0.09,5492.0,1991.0,2008.0,0.04137,1701.84231,Uncontrolled,0.0,34.092,Low,Not Rated,2014.8,0.069176264,10.2,5.1,17.5,32.8,2.268981462717056
5480,SOAD00955,Lyndrassia,No,Flood Risk Reduction,Earth,10.434,0.14,22519.0,1995.0,2008.0,0.04137,1230.43998,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.06935006,9.6,11.4,11.74,32.74,2.2705208449065686
3003,SOAD14742,Lyndrassia,No,Grade Stabilization,Earth,9.848,0.143,17550.0,1995.0,2009.0,0.04137,1403.55383,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.0679945,6.3,10.7,16.6,33.6,2.284615123271942
4130,SOAD06681,Lyndrassia,No,Flood Risk Reduction,Earth,11.56,0.16,26498.0,2003.0,1972.0,0.04334,4005.58816,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2017.6,0.04881784,20.3,9.0,17.6,46.900000000000006,2.289556671306491
1066,SOAD06807,Lyndrassia,No,Fish and Wildlife Pond,Other,6.797,0.239,19806.0,1946.0,1979.0,0.22064,2.66329,Missing,5.0,18.156,Low,Not Rated,2015.8,0.027084693,36.1,7.6,41.34,85.04,2.3032823193073275
4341,SOAD15625,Lyndrassia,No,Flood Risk Reduction,Earth,12.049,0.147,25562.0,2002.0,1972.0,0.0591,1150.54128,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2017.2,0.046951115,28.9,5.0,15.919999999999998,49.81999999999999,2.3391045558452603
4733,SOAD07479,Lyndrassia,No,Flood Risk Reduction,Earth,9.733,0.142,16415.0,2003.0,1972.0,0.0985,2828.41398,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2017.2,0.049258217,15.5,16.5,15.919999999999998,47.92,2.3604537689685823
5366,SOAD05556,Lyndrassia,No,Flood Risk Reduction,Earth,11.889,0.137,23914.0,2004.0,1973.0,0.04925,1059.98942,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2016.6,0.04757396,26.5,5.8,17.6,49.9,2.3739406697452066
6171,SOAD19260,Lyndrassia,No,Irrigation,Earth,6.82,0.697,26693.0,1975.0,2005.0,0.01182,426.1264,Uncontrolled,0.0,37.794,Low,Not Rated,2016.8,0.0691067,4.9,10.8,18.7,34.4,2.377270412445068
2610,SOAD08086,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.056,0.151,15445.0,2002.0,2008.0,0.02561,921.49834,Uncontrolled,0.0,34.092,Low,Not Rated,2014.4,0.06629282,8.1,11.2,16.6,35.9,2.3799123227596284
5444,SOAD11363,Lyndrassia,No,Fish and Wildlife Pond,Earth,5.841,0.72,15066.0,1970.0,2000.0,0.01576,1105.26535,Uncontrolled,0.0,39.738,Low,Not Rated,2014.0,0.060204882,7.8,10.3,21.52,39.620000000000005,2.385317431762815
275,SOAD05917,Lyndrassia,No,Grade Stabilization,Earth,11.608,0.091,8857.0,1992.0,2008.0,0.07289,2370.3281,Uncontrolled,0.0,34.092,Low,Not Rated,2017.2,0.06732238,9.6,14.4,11.74,35.74,2.4061018912494183
6122,SOAD06656,Lyndrassia,No,Flood Risk Reduction,Earth,8.751,0.18,21627.0,1991.0,2008.0,0.0394,921.49834,Uncontrolled,0.0,34.092,Low,Not Rated,2014.8,0.071695976,10.3,6.7,16.6,33.6,2.4089847922325136
3469,SOAD13678,Lyndrassia,No,Flood Risk Reduction,Earth,8.732,0.16,13507.0,1999.0,1972.0,0.03349,809.6401599999999,Uncontrolled,5.0,52.528000000000006,Low,Not Rated,2016.4,0.043283153,26.1,14.3,15.4,55.8,2.4151999555528163
1809,SOAD12097,Lyndrassia,No,Flood Risk Reduction,Earth,9.014,0.185,15260.0,1987.0,2002.0,0.01773,3185.29484,Uncontrolled,0.0,36.278000000000006,Low,Not Rated,2015.0,0.068862416,9.3,14.1,11.74,35.14,2.4198252929747106
3339,SOAD17258,Lyndrassia,No,Flood Risk Reduction,Earth,9.064,0.167,18545.0,2004.0,1998.0,0.08471,950.79453,Uncontrolled,5.0,48.05,Low,Not Rated,2015.6,0.061250754,16.3,14.6,8.980000000000002,39.88,2.4426800575852394
5707,SOAD07454,Lyndrassia,No,Flood Risk Reduction,Earth,11.167,0.303,33975.0,2009.0,2006.0,0.0453099999999999,1107.92864,Uncontrolled,0.0,29.76,Low,Not Rated,2016.0,0.07198936,11.9,5.5,16.6,34.0,2.447638154029846
2811,SOAD06538,Lyndrassia,No,Flood Risk Reduction,Earth,10.557,0.183,228770.0,1998.0,2008.0,0.05122,561.95419,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.07284342,15.1,6.8,11.74,33.64,2.4504525655508043
7283,SOAD15170,Lyndrassia,No,Grade Stabilization,Earth,9.401,0.27,22994.0,1976.0,2004.0,0.08668,1225.1134,Uncontrolled,0.0,39.738,Low,Not Rated,2015.2,0.0675613,8.2,8.0,20.12,36.32,2.4538263654708863
2529,SOAD15220,Lyndrassia,No,Other,Earth,9.706,0.113,13929.0,1999.0,2007.0,0.03152,2058.72317,Uncontrolled,1.0,40.292,Low,Not Rated,2014.0,0.085095584,10.2,11.8,6.840000000000002,28.840000000000003,2.454156653881073
3479,SOAD20342,Lyndrassia,No,Flood Risk Reduction,Earth,8.862,0.183,19945.0,2005.0,2009.0,0.02955,1193.15392,Uncontrolled,0.0,29.76,Low,Not Rated,2015.6,0.07603349,11.0,4.9,16.52,32.42,2.465005678236485
101,SOAD06955,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,11.837,0.108,8200.0,2001.0,2002.0,0.07683,3086.75311,Uncontrolled,0.0,34.092,Low,Not Rated,2015.4,0.069480106,6.7,12.3,16.6,35.6,2.473491781949997
4178,SOAD07784,Lyndrassia,No,Grade Stabilization,Earth,10.324,0.177,12000.0,1982.0,2004.0,0.00788,846.92622,Uncontrolled,0.0,33.882,Low,Not Rated,2016.0,0.07124482,12.6,5.3,16.82,34.72,2.473620183467865
1862,SOAD00489,Lyndrassia,No,Flood Risk Reduction,Earth,9.179,0.123,12220.0,2003.0,2005.0,0.08077,3787.19838,Uncontrolled,1.0,34.092,Low,Not Rated,2014.4,0.065436296,7.7,18.7,11.74,38.14,2.4957403357326986
391,SOAD04788,Lyndrassia,No,Grade Stabilization,Earth,12.7,0.078,7550.0,2004.0,2008.0,0.05713,961.44769,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.06606767,7.6,18.5,11.74,37.84,2.5000007563829425
72,SOAD06864,Lyndrassia,No,Grade Stabilization,Earth,12.755,0.072,4515.0,1994.0,1972.0,0.0788,3129.36575,Uncontrolled,5.0,31.858,Low,Not Rated,2017.4,0.06892215,6.1,17.5,12.7,36.3,2.501873941719532
6102,SOAD00722,Lyndrassia,No,Flood Risk Reduction,Earth,11.465,0.173,26543.0,2004.0,1972.0,0.03152,711.09843,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2017.6,0.045590606,20.9,18.1,15.919999999999998,54.92,2.5038360588252546
259,SOAD16015,Lyndrassia,No,Grade Stabilization,Earth,9.496,0.114,7448.0,1995.0,2009.0,0.07683,2474.19641,Uncontrolled,0.0,34.092,Low,Not Rated,2017.0,0.06751344,8.5,12.0,16.6,37.1,2.504748754948378
108,SOAD15245,Lyndrassia,No,Grade Stabilization,Earth,13.099,0.103,8022.0,1980.0,1966.0,0.00788,404.82008,Uncontrolled,5.0,99.602,Low,Not Rated,2017.6,0.05656765,24.4,6.3,13.72,44.42,2.5127350258082157
2518,SOAD10796,Lyndrassia,No,Flood Risk Reduction,Earth,6.909,0.19,12570.0,1999.0,2007.0,0.01182,229.04294,Uncontrolled,1.0,34.092,Low,Not Rated,2014.4,0.066067,20.0,6.4,11.74,38.14,2.5197954834997653
3850,SOAD19908,Lyndrassia,No,Flood Risk Reduction,Earth,12.723,0.133,22378.0,2005.0,2011.0,0.0591,189.09359,Uncontrolled,0.0,30.416,Low,Not Rated,2016.8,0.07669903,5.2,6.4,21.46,33.06,2.5356700435280803
4103,SOAD13451,Lyndrassia,No,Flood Risk Reduction,Earth,9.821,0.157,19789.0,1999.0,1972.0,0.04137,980.09072,Uncontrolled,5.0,37.936,Low,Not Rated,2016.4,0.036445778,43.9,11.4,14.3,69.6,2.53662613928318
530,SOAD09862,Lyndrassia,No,Grade Stabilization,Earth,11.674,0.11,9745.0,1989.0,2007.0,0.00788,237.03281,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.06992287,12.8,6.2,17.5,36.5,2.552184823900461
5317,SOAD16532,Lyndrassia,No,Flood Risk Reduction,Earth,11.28,0.175,28941.0,2000.0,1972.0,0.03546,375.52389,Uncontrolled,5.0,69.35,Low,Not Rated,2016.4,0.039670017,43.8,5.2,15.4,64.4,2.554749070107937
5459,SOAD04977,Lyndrassia,No,Flood Risk Reduction,Earth,12.018,0.17,30868.0,1999.0,1973.0,0.0788,2708.56593,Uncontrolled,5.0,48.05,Low,Not Rated,2015.2,0.060027666,21.1,6.0,15.64,42.74,2.5655824615061285
1652,SOAD09720,Lyndrassia,No,Missing,Gravity,7.287,0.244,22000.0,1966.0,1953.0,0.09456,29.29619,Missing,5.0,61.782,Low,Not Rated,2014.4,0.046989083,18.7,10.6,25.3,54.6,2.5656039476394654
2850,SOAD07974,Lyndrassia,No,Flood Risk Reduction,Earth,9.429,0.18,21558.0,2003.0,1997.0,0.05122,1885.60932,Uncontrolled,5.0,33.489999999999995,Low,Not Rated,2014.4,0.055085465,22.5,15.1,8.980000000000002,46.580000000000005,2.565880974233151
1008,SOAD13195,Lyndrassia,No,Flood Risk Reduction,Earth,8.257,0.178,9132.0,1987.0,2008.0,0.05713,1347.62474,Uncontrolled,0.0,34.092,Low,Not Rated,2014.8,0.07047968,6.3,18.4,11.74,36.44,2.568279669582844
1101,SOAD01261,Lyndrassia,No,Flood Risk Reduction,Earth,8.864,0.14,14267.0,1999.0,1972.0,0.05516,1320.99184,Uncontrolled,5.0,53.014,Low,Not Rated,2016.4,0.04099254,26.1,21.3,15.4,62.8,2.574331472814083
4956,SOAD10203,Lyndrassia,No,Flood Risk Reduction,Earth,10.491,0.21,27049.0,2005.0,1972.0,0.0394,1017.37678,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2017.2,0.04506234,24.4,17.0,15.919999999999998,57.31999999999999,2.5829733744263645
5960,SOAD09699,Lyndrassia,No,Fish and Wildlife Pond,Earth,7.697,0.245,26000.0,1969.0,1991.0,0.05713,3046.80376,Uncontrolled,0.0,39.738,Low,Not Rated,2014.0,0.07082784,7.8,7.8,20.88,36.48,2.5837996673583983
93,SOAD18712,Lyndrassia,No,Grade Stabilization,Earth,10.397,0.088,5645.0,1998.0,2009.0,0.05319,945.46795,Uncontrolled,0.0,30.416,Low,Not Rated,2015.2,0.08201898,5.4,5.0,21.14,31.54,2.5868785943090917
269,SOAD02307,Lyndrassia,No,Grade Stabilization,Earth,8.86,0.167,5384.0,2002.0,2007.0,0.00788,956.12111,Uncontrolled,0.0,34.092,Low,Not Rated,2017.0,0.06281652,12.8,11.8,16.6,41.2,2.588040748238564
7314,SOAD00897,Lyndrassia,No,Flood Risk Reduction,Earth,10.027,0.18,22109.0,1999.0,1990.0,0.04925,455.42259,Uncontrolled,5.0,48.05,Low,Not Rated,2014.4,0.062071826,6.5,23.3,12.04,41.84,2.597085212767124
3538,SOAD09975,Lyndrassia,Yes,Other,Earth,17.499,0.13,90000.0,1980.0,1992.0,0.03349,0.0,Uncontrolled,5.0,39.52,Low,Satisfactory,2007.0,0.025408927,31.2,65.3,6.1,102.6,2.606955946236849
2061,SOAD00260,Lyndrassia,No,Flood Risk Reduction,Earth,10.445,0.18,15623.0,1994.0,1999.0,0.20094,892.20215,Uncontrolled,1.0,33.882,Low,Not Rated,2015.0,0.071936846,14.6,9.9,11.74,36.24,2.6069912910461426
4823,SOAD16533,Lyndrassia,No,Flood Risk Reduction,Earth,10.801,0.172,23364.0,2002.0,1972.0,0.07683,3267.85683,Uncontrolled,5.0,57.06400000000001,Low,Not Rated,2016.0,0.038254634,30.1,23.4,14.72,68.22,2.60973110049963
4624,SOAD02398,Lyndrassia,No,Flood Risk Reduction,Earth,11.668,0.22,17615.0,2001.0,1980.0,0.06501,2772.48489,Uncontrolled,1.0,34.092,Low,Not Rated,2017.0,0.06389622,9.3,15.0,16.6,40.900000000000006,2.6133552528917794
4661,SOAD05543,Lyndrassia,No,Flood Risk Reduction,Earth,10.39,0.167,24603.0,2004.0,1972.0,0.05122,1278.3792,Uncontrolled,5.0,39.764,Low,Not Rated,2016.4,0.039324835,43.5,8.4,14.72,66.62,2.6198205038905145
2297,SOAD06767,Lyndrassia,No,Flood Risk Reduction,Earth,11.953,0.13,19775.0,2000.0,1973.0,0.02561,713.76172,Uncontrolled,5.0,48.05,Low,Not Rated,2014.8,0.05640445,9.9,21.0,15.64,46.54,2.6250630585849284
