,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Total Loss Given Failure,Expected Loss Value
6885,SOAD05251,Lyndrassia,No,Recreation,Earth,5.851,0.2377999999999999,0.0,1956.0,1995.0,0.2561,8533.18116,Missing,0.0,0.0,High,Not Rated,2014.0,0.1529,679.3,489.4,4.3,1172.9999999999998,179.35169999999997
7904,SOAD17865,Lyndrassia,Yes,Tailings,Other,16.787,1.233,75000.0,1943.0,1990.0,0.4708299999999999,0.0,Uncontrolled,2.0,0.0,High,Unsatisfactory,2007.0,0.149,254.9,910.3,16.44,1181.64,176.06436
7170,SOAD19249,Lyndrassia,No,Irrigation,Earth,5.406,0.903,0.0,1977.0,2004.0,0.33293,2479.52299,Missing,0.0,0.0,Low,Not Rated,2014.0,0.1206,568.2,875.6,14.1,1457.9,175.82274
7134,SOAD16942,Lyndrassia,Yes,Irrigation,Earth,6.462,0.067,0.0,1976.0,2001.0,0.1422340000000002,61.78832799999964,Missing,2.0,0.0,Significant,Missing,2018.0,0.1802,245.1,685.5,44.9,975.5,175.7851
8366,SOAD18147,Lyndrassia,No,Flood Risk Reduction,Earth,28.693,1.267,1708600.0,1976.0,1984.0,21.10855,804.31358,Uncontrolled,5.0,2.274000000000001,High,Not Available,2022.6,0.0902,935.3,920.2,63.88,1919.38,173.12807600000002
8234,SOAD06243,Lyndrassia,No,Hydroelectric,Gravity,21.568,0.13,171700.0,1963.0,1978.0,3.33127,612.5567,Uncontrolled,1.0,4.75,High,Satisfactory,2023.0,0.108,804.3,704.1,89.1,1597.5,172.53
8242,SOAD09625,Lyndrassia,Yes,Missing,Earth,18.563,0.25,190500.0,1999.0,1996.0,0.68359,111.85818,Uncontrolled,3.0,0.0,High,Satisfactory,2017.0,0.1107,662.4,889.4,4.879999999999999,1556.68,172.324476
8141,SOAD10606,Lyndrassia,No,Recreation,Earth,2.853,0.3586,0.0,1953.0,1998.0,6.30006,5225.37498,Missing,0.0,1.64,High,Not Rated,2015.6,0.1085,715.3,861.2,8.4,1584.9,171.96165000000002
7807,SOAD15984,Lyndrassia,No,Recreation,Earth,11.602,0.2377999999999999,0.0,1974.0,1991.0,0.35657,8860.76583,Missing,0.0,4.73,High,Not Rated,2015.6,0.1238,702.9,674.2,8.4,1385.5,171.5249
7196,SOAD12954,Lyndrassia,Yes,Irrigation,Earth,9.506,0.1,20101.0,1949.0,2001.0,0.1532659999999999,255.67584,Missing,2.0,0.0,Significant,Missing,2018.6,0.1691,134.8,860.9,18.0,1013.7,171.41667
760,SOAD13766,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.453,0.104,0.0,1914.0,1996.0,0.1772999999999998,6338.097542,Controlled,0.0,0.0,Significant,Not Available,2017.4,0.1569,172.0,896.8,21.78,1090.58,171.112002
8327,SOAD17113,Lyndrassia,No,Recreation,Earth,11.748,0.1714,0.0,1955.0,1993.0,14.51693,634699.2930599999,Missing,0.0,3.35,Low,Not Rated,2017.8,0.1216,843.8,523.1,4.0,1370.9,166.70144000000002
28,SOAD00979,Lyndrassia,Yes,Recreation,Earth,14.781,0.108,0.0,1996.0,2007.0,1.263952,2695.782138,Missing,1.0,1.69,High,Missing,2018.8,0.1556,479.6,579.1,6.2,1064.9,165.69844
8379,SOAD01426,Lyndrassia,No,Flood Risk Reduction,Earth,35.419,1.333,4090851.0,1979.0,1982.0,61.79299,1499.43227,Uncontrolled,5.0,17.172,High,Not Available,2023.0,0.1163,666.9,689.9,50.84,1407.64,163.708532
5537,SOAD16494,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.645,0.3356,0.0,1989.0,1999.0,0.08077,6443.5638260000005,Missing,0.0,0.0,Significant,Not Rated,2014.8,0.1659,22.2,946.2,10.419999999999998,978.82,162.386238
8354,SOAD17304,Lyndrassia,Yes,Tailings,Rockfill,45.329,0.977,0.0,1965.0,1997.0,8.36068,37.28606,Uncontrolled,2.0,1.64,High,Satisfactory,2007.0,0.0972,923.4,712.0,30.76,1666.16,161.950752
3353,SOAD03724,Lyndrassia,No,Tailings,Rockfill,11.946,1.333,30000.0,1950.0,1991.0,0.31717,266.329,Uncontrolled,3.0,0.0,High,Not Rated,2008.8,0.1345,401.8,795.1,6.24,1203.14,161.82233000000002
4592,SOAD05255,Lyndrassia,Yes,Other,Missing,4.701,0.1727999999999999,0.0,1950.0,2008.0,2.035404,0.0,Missing,5.0,4.790000000000001,High,Not Rated,2019.2,0.1206,552.5,765.2,23.96,1341.66,161.80419600000002
7708,SOAD16555,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.584,0.375,0.0,1994.0,2002.0,0.34278,6310.399326000001,Missing,0.0,0.0,Significant,Not Rated,2017.4,0.1572,341.9,662.1,25.1,1029.1,161.77452
993,SOAD04341,Lyndrassia,No,Missing,Missing,0.0,0.4362,0.0,1988.0,1993.0,0.11032,351.0216220000002,Missing,0.0,0.0,Significant,Not Rated,2017.2,0.1833,32.1,845.8,4.180000000000003,882.0799999999999,161.685264
7563,SOAD04503,Lyndrassia,No,Irrigation,Earth,10.305,0.2522,0.0,1955.0,2007.0,0.26595,7097.66785,Missing,0.0,0.0,Low,Not Rated,2014.0,0.1192,497.2,823.0,33.0,1353.2,161.30144
7364,SOAD15345,Lyndrassia,No,Flood Risk Reduction,Earth,7.774,0.3036,0.0,1954.0,2004.0,0.27777,10485.37273,Missing,0.0,1.54,High,Not Rated,2014.0,0.1132,492.2,902.5,7.58,1402.28,158.73809599999998
8371,SOAD05024,Lyndrassia,No,Irrigation,Concrete,69.45,0.32,167500.0,1928.0,1998.0,12.10565,4002.92487,Controlled,1.0,80.72,High,Not Available,2023.0,0.1448,842.2,211.4,38.2,1091.8000000000002,158.09264000000005
7399,SOAD15815,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.024,0.3356,0.0,1993.0,1999.0,0.20685,6549.03011,Missing,0.0,0.0,Significant,Not Rated,2014.8,0.1665,25.0,903.7,10.419999999999998,939.12,156.36348
7950,SOAD06810,Lyndrassia,No,Recreation,Earth,11.88,0.4248,0.0,1950.0,2009.0,0.54766,2077.3662,Missing,0.0,0.0,High,Not Rated,2015.6,0.1153,438.7,906.0,8.2,1352.9,155.98937
7984,SOAD11339,Lyndrassia,No,Tailings,Rockfill,10.359,1.744,530000.0,1968.0,1991.0,0.35657,316.93151,Uncontrolled,2.0,0.0,High,Not Rated,2010.8,0.1229,374.5,888.0,6.540000000000001,1269.04,155.965016
8377,SOAD06484,Lyndrassia,No,Navigation,Concrete,25.444,8.8,0.0,1939.0,1992.0,111.36213,1071430.91384,Missing,5.0,4.92,Significant,Not Available,2016.4,0.1323,819.6,345.0,13.06,1177.66,155.80441799999997
6606,SOAD13121,Lyndrassia,No,Recreation,Earth,4.637,0.4288,0.0,1939.0,1969.0,0.26792,5339.89645,Missing,0.0,0.0,High,Not Rated,2014.0,0.1187,448.5,853.0,8.0,1309.5,155.43765
7585,SOAD01441,Lyndrassia,No,Recreation,Earth,12.078,0.2378,0.0,1980.0,1990.0,0.24428,3869.76037,Missing,0.0,20.26,High,Not Rated,2014.0,0.1553,673.0,320.0,5.9,998.9,155.12917
4373,SOAD14507,Lyndrassia,No,Recreation,Earth,7.307,0.24,0.0,1975.0,1998.0,0.08471,918.83505,Missing,0.0,1.64,High,Not Rated,2014.6,0.1595,32.2,932.4,3.1,967.7,154.34815
4931,SOAD03558,Lyndrassia,Yes,Other,Earth,13.448,0.333,22.20000000001164,1989.0,2007.0,1.5366,137.95842199999993,Missing,2.0,0.0,Low,Missing,2016.6,0.1125,647.3,710.2,11.400000000000002,1368.9,154.00125000000003
7346,SOAD13100,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.239,0.889,0.0,1991.0,2005.0,0.51811,2081.094806,Missing,0.0,0.0,Low,Not Rated,2012.6,0.1041,623.8,831.3,12.42,1467.52,152.768832
7804,SOAD10737,Lyndrassia,Yes,Irrigation,Earth,7.27,0.167,127607.6,1950.0,2007.0,0.4905299999999999,359.54415,Missing,3.0,19.44,Low,Missing,2015.8,0.1316,690.4,468.0,2.0,1160.4,152.70864
7920,SOAD09768,Lyndrassia,Yes,Recreation,Earth,17.054,0.25,155000.0,1950.0,1989.0,0.30338,5.32658,Uncontrolled,3.0,0.0,High,Satisfactory,2007.0,0.1079,519.8,889.1,5.3,1414.2,152.59218
8340,SOAD07532,Lyndrassia,No,Irrigation,Earth,8.425,0.14,275000.0,1940.0,1975.0,7.891819999999999,6607.089832000001,Uncontrolled,1.0,94.42,High,Not Available,2017.6,0.1542,815.0,152.0,17.5,984.5,151.8099
476,SOAD03174,Lyndrassia,Yes,Irrigation,Earth,5.023,0.2,5440.0,1915.0,1996.0,0.7269300000000001,19.70834600000012,Missing,1.0,6.42,Significant,Missing,2021.0,0.1665,454.4,449.1,7.7,911.2,151.71480000000005
8128,SOAD07763,Lyndrassia,No,Missing,Earth,14.519,0.667,0.0,1940.0,2001.0,4.029832,13462.398292,Controlled,5.0,0.0,High,Not Available,2018.2,0.0953,873.2,681.5,26.92,1581.62,150.728386
8213,SOAD00634,Lyndrassia,No,Irrigation,Earth,26.213,0.181,0.0,1967.0,1989.0,12.214787999999997,34440.068306,Controlled,5.0,28.27,High,Not Available,2018.0,0.1124,865.6,433.9,39.8,1339.3,150.53732
8221,SOAD08715,Lyndrassia,Yes,Recreation,Earth,28.973,0.433,1000000.0,1971.0,1986.0,1.9503,26.6329,Uncontrolled,2.0,1.59,High,Satisfactory,2007.0,0.1089,432.7,929.7,5.7,1368.1,148.98609000000002
8285,SOAD10898,Lyndrassia,Yes,Flood Risk Reduction,Earth,21.746,0.384,0.0,1962.0,1999.0,4.64723,191.75688,Missing,2.0,1.54,High,Satisfactory,2007.0,0.1094,935.5,401.0,21.26,1357.76,148.538944
7660,SOAD11417,Lyndrassia,No,Recreation,Earth,11.188,0.3612,0.0,1965.0,2007.0,0.29747,207.73662,Missing,0.0,0.0,High,Not Rated,2015.6,0.1032,572.0,858.7,7.2,1437.9,148.39128000000002
7799,SOAD05104,Lyndrassia,Yes,Recreation,Earth,13.079,0.233,54500.0,1957.0,1988.0,0.28171,7.98987,Uncontrolled,2.0,19.21,Significant,Satisfactory,2007.0,0.1324,688.7,426.1,3.7,1118.5000000000002,148.0894
7956,SOAD08265,Lyndrassia,No,Recreation,Other,10.262,0.2158,0.0,1911.0,1983.0,0.51417,239690.77342,Missing,0.0,3.33,High,Not Rated,2018.8,0.1141,451.3,824.7,8.7,1284.7,146.58427
8401,SOAD12164,Lyndrassia,No,Flood Risk Reduction,Concrete,204.692,0.705,0.0,1952.0,1993.0,210.77227,12070.03028,Missing,1.0,6.21,High,Not Available,2023.0,0.1235,849.4,255.8,80.28,1185.48,146.40678
1828,SOAD03366,Lyndrassia,No,Recreation,Earth,9.011,0.24,0.0,1960.0,1966.0,0.03152,474.06562,Missing,0.0,0.0,High,Not Rated,2014.0,0.1473,41.6,937.1,5.2,983.9,144.92847
7767,SOAD00510,Lyndrassia,Yes,Missing,Earth,17.858,0.083,65000.0,1988.0,1996.0,0.31126,0.0,Uncontrolled,3.0,2.1739999999999995,High,Satisfactory,2017.0,0.0881,694.9,936.8,13.34,1645.0399999999995,144.92802399999997
1650,SOAD08603,Lyndrassia,No,Missing,Earth,16.881,0.117,0.0,1998.0,1997.0,0.02561,231.70623,Missing,0.0,0.0,Significant,Not Rated,2014.0,0.1488,41.2,926.7,5.700000000000003,973.6,144.87168
7967,SOAD13154,Lyndrassia,Yes,Tailings,Other,25.872,0.567,400000.0,1979.0,1986.0,0.52993,2.66329,Uncontrolled,2.0,0.0,High,Satisfactory,2013.0,0.1082,412.6,913.6,11.179999999999998,1337.38,144.704516
8350,SOAD01057,Lyndrassia,No,Irrigation,Earth,5.438,0.153,599000.0,1931.0,1988.0,13.03746,8845.318748,Missing,1.0,33.23,High,Not Available,2020.6,0.1195,945.0,218.3,34.6,1197.9,143.14905
7897,SOAD12702,Lyndrassia,No,Recreation,Earth,12.049,0.197,0.0,1977.0,1999.0,0.41173,13228.56143,Missing,0.0,3.31,High,Not Rated,2014.0,0.1452,418.2,563.9,3.5,985.6,143.10912
8041,SOAD20520,Lyndrassia,No,Hydroelectric,Gravity,14.805,0.557,479200.00000000006,1891.0,1968.0,3.44553,155392.31834,Controlled,1.0,66.85,High,Poor,2023.0,0.1324,838.5,187.0,54.7,1080.2,143.01847999999998
7522,SOAD13475,Lyndrassia,No,Irrigation,Earth,9.698,0.433,0.0,1906.0,2011.0,0.42355,4442.36772,Missing,0.0,4.67,High,Not Rated,2015.4,0.1178,305.0,871.5,36.2,1212.7,142.85606
8389,SOAD11289,Lyndrassia,No,Flood Risk Reduction,Earth,41.551,0.127,2710000.0,1941.0,2001.0,189.11606,9470.65924,Missing,5.0,1.67,Significant,Not Available,2017.6,0.1061,762.6,542.2,34.22,1339.0200000000002,142.07002200000002
7856,SOAD04435,Lyndrassia,No,Recreation,Earth,12.3,0.2518,0.0,1965.0,1967.0,0.4137,4351.81586,Missing,0.0,0.0,High,Not Rated,2014.0,0.1151,404.2,810.5,8.6,1223.3,140.80183
7789,SOAD18159,Lyndrassia,No,Recreation,Earth,10.329,0.2699999999999999,0.0,1925.0,1971.0,0.40188,12317.71625,Missing,0.0,0.0,Low,Not Rated,2014.0,0.1145,399.2,821.9,6.9,1228.0,140.606
11,SOAD12360,Lyndrassia,Yes,Recreation,Earth,16.119,0.4,89060.00000000001,1982.0,1998.0,0.04728,4.261263999999983,Uncontrolled,2.0,0.0,High,Unsatisfactory,2019.6,0.1421,30.9,948.3,6.5,985.7,140.06797
3233,SOAD20622,Lyndrassia,No,Flood Risk Reduction,Earth,10.349,0.1412,0.0,1971.0,2006.0,0.04334,348.89099,Missing,0.0,0.0,High,Not Rated,2016.8,0.1546,24.5,855.9,19.540000000000003,899.9399999999999,139.130724
7763,SOAD18420,Lyndrassia,Yes,Recreation,Earth,14.093,0.3,100000.0,1973.0,1989.0,0.5003799999999999,50.60251,Uncontrolled,3.0,1.63,Low,Unsatisfactory,2007.0,0.115,311.0,888.3,8.1,1207.4,138.851
8398,SOAD20288,Lyndrassia,No,Flood Risk Reduction,Concrete,80.878,0.333,414400.0,1953.0,2001.0,277.77394,109597.04679,Controlled,1.0,1.63,High,Not Available,2021.4,0.1259,921.2,142.1,36.68,1099.98,138.48748200000003
8097,SOAD01450,Lyndrassia,Yes,Missing,Earth,25.935,0.267,51100.0,2012.0,1993.0,0.75845,13.31645,Uncontrolled,2.0,3.7,High,Satisfactory,2012.0,0.092,670.1,823.7,6.119999999999999,1499.92,137.99264
5448,SOAD16725,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.871,0.227,5440.0,1930.0,1995.0,0.4578279999999999,19.708345999999665,Missing,1.0,17.54,Significant,Missing,2020.6,0.1618,453.9,378.6,20.0,852.5,137.9345
7864,SOAD00466,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.525,0.3796,0.0,1992.0,1994.0,0.51023,29810.20497,Missing,0.0,0.0,Significant,Not Rated,2014.2,0.1732,199.7,568.6,26.58,794.88,137.673216
8334,SOAD08343,Lyndrassia,Yes,Recreation,Earth,25.627,0.517,1060000.0,1956.0,1991.0,10.55329,186.4303,Uncontrolled,2.0,0.0,High,Satisfactory,2007.0,0.0896,607.5,916.7,7.4,1531.6,137.23136000000002
8107,SOAD14801,Lyndrassia,Yes,Water Supply,Earth,14.37,0.4,108800.0,1927.0,1997.0,1.78285,47.93922,Uncontrolled,2.0,1.69,High,Satisfactory,2007.0,0.0904,655.3,842.5,15.6,1513.4,136.81135999999998
8298,SOAD18322,Lyndrassia,No,Irrigation,Earth,12.947,0.933,0.0,1911.0,1985.0,21.400504,312.6702460000004,Controlled,5.0,3.38,High,Not Available,2018.6,0.1242,842.3,244.3,14.3,1100.9,136.73178
6857,SOAD00971,Lyndrassia,Yes,Irrigation,Earth,8.716,0.158,0.0,1922.0,2002.0,0.3270200000000001,84.6926219999998,Missing,1.0,0.0,Significant,Missing,2019.8,0.1661,146.9,643.7,30.9,821.5,136.45114999999998
6419,SOAD12933,Lyndrassia,Yes,Missing,Earth,55.173,0.2298,0.0,1961.0,1993.0,1.441252,0.0,Missing,0.0,6.48,Significant,Missing,2016.6,0.151,395.9,466.5,39.16,901.56,136.13556
8378,SOAD13857,Lyndrassia,No,Irrigation,Earth,38.966,0.69,2105000.0,1938.0,1980.0,78.02382,20030.60409,Uncontrolled,1.0,25.42,High,Not Available,2018.2,0.1163,784.9,368.7,13.6,1167.1999999999998,135.74535999999998
7479,SOAD20501,Lyndrassia,No,Recreation,Earth,8.715,0.3656,0.0,1960.0,2007.0,0.28959,1944.2017,Missing,0.0,1.69,High,Not Rated,2017.6,0.0984,470.3,893.9,9.5,1373.7,135.17208
742,SOAD04156,Lyndrassia,No,Recreation,Earth,8.431,0.2344,0.0,1950.0,1966.0,0.02561,806.97687,Missing,0.0,1.59,High,Not Rated,2014.0,0.1432,31.3,901.7,9.4,942.4,134.95167999999998
132,SOAD00652,Lyndrassia,Yes,Other,Earth,11.95,0.072,0.0,2000.0,2003.0,0.901078,0.0,Missing,0.0,3.137999999999998,High,Not Rated,2012.4,0.1121,662.6,520.2,19.74,1202.5400000000002,134.80473400000002
1002,SOAD09800,Lyndrassia,No,Recreation,Earth,10.665,0.28,0.0,1951.0,1967.0,0.02561,306.27835,Missing,0.0,3.33,High,Not Rated,2014.0,0.1511,36.2,848.4,7.1,891.7,134.73587
20,SOAD16467,Lyndrassia,Yes,Recreation,Earth,13.752,0.15,33060.00000000003,1981.0,1999.0,0.06304,4.261263999999983,Uncontrolled,3.0,0.6460000000000008,High,Unsatisfactory,2016.6,0.1381,33.2,932.1,8.7,974.0,134.50940000000003
8370,SOAD20177,Lyndrassia,No,Navigation,Concrete,27.685,1.528,0.0,1940.0,1980.0,112.03193,1000438.2556,Controlled,5.0,1.64,Significant,Not Available,2018.2,0.0899,540.2,927.3,25.72,1493.22,134.240478
6392,SOAD05419,Lyndrassia,No,Recreation,Earth,10.615,0.2216,0.0,1909.0,1967.0,0.10047,833.60977,Missing,0.0,1.66,High,Not Rated,2014.0,0.1533,23.3,842.6,7.4,873.3,133.87688999999995
7928,SOAD08593,Lyndrassia,No,Recreation,Earth,8.656,0.2342,0.0,1945.0,1998.0,0.66192,23463.5849,Missing,0.0,4.81,High,Not Rated,2015.4,0.1069,691.6,556.1,2.9,1250.6,133.68914
7748,SOAD05522,Lyndrassia,No,Recreation,Earth,11.079,0.2377999999999999,0.0,1963.0,1990.0,0.3585399999999999,4178.70201,Missing,0.0,6.55,High,Not Rated,2014.0,0.1372,592.8,373.9,6.1,972.8,133.46815999999998
8004,SOAD10707,Lyndrassia,Yes,Tailings,Other,20.997,0.592,140000.0,1925.0,1993.0,1.1426,26.6329,Uncontrolled,2.0,1.58,High,Satisfactory,2010.0,0.0899,589.1,882.0,12.54,1483.64,133.379236
8121,SOAD16679,Lyndrassia,No,Hydroelectric,Gravity,8.216,0.293,24059.60000000001,1930.0,1995.0,3.15397,4735.32962,Uncontrolled,3.0,0.0,Low,Satisfactory,2023.0,0.0684,914.1,939.2,94.9,1948.2000000000005,133.25688000000002
7612,SOAD02642,Lyndrassia,Yes,Irrigation,Earth,7.197,0.44,5440.0,1938.0,1999.0,0.5137759999999998,20.241004000000203,Missing,0.0,28.03,Significant,Missing,2021.2,0.1541,388.9,443.9,30.3,863.0999999999999,133.00370999999998
2955,SOAD16060,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.155,0.1698,0.0,1963.0,2006.0,0.05713,844.26293,Missing,0.0,1.56,High,Not Rated,2014.0,0.1502,13.2,851.7,20.32,885.2200000000001,132.960044
7965,SOAD18737,Lyndrassia,Yes,Recreation,Earth,22.186,0.233,53100.0,2000.0,2001.0,0.42946,5.32658,Missing,2.0,12.222,Significant,Unsatisfactory,2007.0,0.1804,382.6,343.0,9.5,735.1,132.61204
3951,SOAD07342,Lyndrassia,Yes,Other,Earth,14.356,0.133,17279.99999999997,1982.0,2013.0,0.0535839999999998,52.200484000000415,Missing,2.0,1.53,Significant,Missing,2017.8,0.1363,137.7,804.5,27.06,969.26,132.110138
7504,SOAD12350,Lyndrassia,No,Other,Earth,6.931,0.369,0.0,1975.0,2001.0,0.39006,1496.76898,Missing,0.0,0.0,Low,Not Rated,2014.0,0.0921,702.8,726.9,3.639999999999997,1433.34,132.010614
5784,SOAD19316,Lyndrassia,No,Recreation,Earth,12.292,0.2834,0.0,1965.0,1966.0,0.06698,966.77427,Missing,0.0,3.2,High,Not Rated,2014.0,0.1315,47.4,952.0,3.2,1002.6,131.8419
7697,SOAD17846,Lyndrassia,Yes,Irrigation,Earth,2.055,0.467,5440.0,1911.0,1997.0,0.8451299999999999,2.66329,Missing,1.0,1.64,Significant,Missing,2019.8,0.1836,444.7,262.6,10.3,717.5999999999999,131.75136
2025,SOAD04264,Lyndrassia,No,Recreation,Earth,10.415,0.2012,0.0,1962.0,2006.0,0.03349,2833.74056,Missing,0.0,0.0,High,Not Rated,2017.2,0.1636,41.9,756.8,6.4,805.0999999999999,131.71435999999997
7576,SOAD20116,Lyndrassia,No,Irrigation,Earth,8.602,0.185,0.0,1977.0,1997.0,0.31323,3323.78592,Missing,0.0,0.0,Low,Not Rated,2014.0,0.121,415.5,662.0,8.8,1086.3,131.4423
8240,SOAD01912,Lyndrassia,Yes,Irrigation,Earth,13.36,0.727,0.0,1953.0,1993.0,7.787409999999999,3470.26687,Missing,0.0,6.47,Significant,Missing,2014.0,0.1158,681.3,429.3,23.8,1134.4,131.36352
8319,SOAD15738,Lyndrassia,No,Irrigation,Earth,5.887,0.267,0.0,1917.0,2001.0,17.063746000000002,13581.181026,Controlled,5.0,0.0,High,Not Available,2020.6,0.0922,527.3,873.4,21.9,1422.6,131.16371999999998
2153,SOAD01568,Lyndrassia,No,Recreation,Earth,10.74,0.24,0.0,1972.0,2004.0,0.03349,1129.23496,Missing,0.0,0.0,High,Not Rated,2014.6,0.1382,40.6,903.9,3.1,947.6,130.95832
7954,SOAD09576,Lyndrassia,No,Missing,Earth,13.688,0.4,0.0,1932.0,1999.0,4.029832,13462.398292000002,Controlled,5.0,0.0,High,Not Available,2019.0,0.0766,945.6,735.6,25.0,1706.2,130.69492
5820,SOAD00781,Lyndrassia,No,Recreation,Earth,5.807,0.2818,0.0,1920.0,1967.0,0.14578,9899.44893,Missing,0.0,0.0,High,Not Rated,2014.0,0.1469,9.9,870.9,7.2,888.0,130.4472
8316,SOAD03909,Lyndrassia,No,Hydroelectric,Gravity,21.33,0.097,31720.0,1915.0,1975.0,13.3566,156108.74335,Missing,3.0,0.0,Low,Satisfactory,2023.0,0.0731,912.0,792.4,74.5,1778.9,130.03759
8328,SOAD03226,Lyndrassia,Yes,Irrigation,Earth,18.512,0.152,295472.0,1967.0,2005.0,13.288438000000005,88.42122799999993,Missing,5.0,0.0,High,Satisfactory,2020.0,0.0765,862.4,822.4,12.5,1697.3,129.84345
7813,SOAD03130,Lyndrassia,No,Recreation,Rockfill,7.321,1.6909999999999998,0.0,1969.0,1995.0,0.66389,24544.88064,Missing,0.0,1.58,High,Not Rated,2016.0,0.1223,523.6,530.7,6.0,1060.3000000000002,129.67469000000003
8209,SOAD07561,Lyndrassia,No,Recreation,Earth,7.218,0.37,0.0,1962.0,1977.0,3.94591,8605.08999,Missing,0.0,6.61,Low,Not Rated,2014.0,0.1056,919.7,303.1,3.1,1225.9,129.45504
19,SOAD16079,Lyndrassia,Yes,Recreation,Earth,13.32,0.197,98213.0,1983.0,1991.0,0.03349,3.7286059999999,Uncontrolled,2.0,0.3339999999999996,High,Unsatisfactory,2016.4,0.1325,15.9,952.6,7.6,976.1,129.33325000000002
7772,SOAD12832,Lyndrassia,No,Fish and Wildlife Pond,Earth,11.263,0.131,20000.0,1872.0,2009.0,0.32702,2.66329,Uncontrolled,1.0,22.99,High,Not Rated,2022.2,0.1478,450.5,387.6,34.8,872.9,129.01461999999998
8076,SOAD13935,Lyndrassia,Yes,Recreation,Earth,19.751,0.323,180000.0,1926.0,1991.0,0.67768,13.31645,Uncontrolled,3.0,0.0,High,Satisfactory,2007.0,0.0909,605.7,806.0,6.9,1418.6,128.95074
4036,SOAD14652,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.606,0.1,3701.0,1930.0,1992.0,0.3270200000000001,88.42122799999993,Missing,2.0,4.73,Significant,Missing,2020.6,0.1576,68.3,724.8,24.88,817.9799999999999,128.91364799999997
