,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Total Loss Given Failure,Expected Loss Value
1974,SOAD15358,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.261,0.333,15405.00000000003,1975.0,1995.0,0.0228519999999994,29.29619,Uncontrolled,10.0,23.504,Low,Not Rated,2017.6,0.048070762,7.3,18.2,12.36,37.86,1.819959060922265
1477,SOAD05385,Flumevale,Yes,Water Supply,Earth,7.495,0.156,10670.0,1978.0,2005.0,0.21079,16.51239799999985,Missing,0.5,11.338,Low,Satisfactory,2017.0,0.07136295,8.3,9.1,8.2,25.6,1.82689151763916
2437,SOAD02735,Flumevale,Yes,Water Supply,Rockfill,54.291,0.123,253000.0,1994.0,2002.0,0.12411,0.0,Missing,0.5,13.456,Low,Satisfactory,2017.0,0.06567054,5.7,5.0,17.5,28.2,1.8519092962145804
746,SOAD13695,Flumevale,Yes,Water Supply,Earth,6.795,0.057,1550.0,1966.0,2005.0,0.10244,34.62277,Missing,0.5,16.274,Low,Satisfactory,2018.0,0.072179586,5.2,6.3,14.8,26.3,1.8983231037855148
637,SOAD03225,Flumevale,Yes,Other,Earth,8.222,0.533,32196.599999999977,2008.0,1995.0,0.04334,0.0,Uncontrolled,6.0,22.608,Low,Satisfactory,2019.0,0.044903744,6.9,9.7,27.24,43.84,1.9685801374912264
1233,SOAD11627,Flumevale,Yes,Water Supply,Gravity,24.58,0.029,2335.0,1895.0,2003.0,0.02561,42.61264,Missing,0.5,1.934000000000001,Low,Satisfactory,2017.0,0.07002179,8.3,7.0,12.9,28.200000000000003,1.9746145695447923
2538,SOAD05743,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.358,0.142,4628.0,1931.0,1958.0,0.129626,77.23541,Controlled,10.0,38.624,Low,Not Rated,2018.2,0.041171495,11.3,14.3,22.78,48.38,1.9918769218772647
2815,SOAD12845,Flumevale,No,Irrigation,Earth,4.608,0.4,2549.000000000029,1977.0,1996.0,0.1327779999999996,15.97974,Controlled,10.0,45.326,Low,Not Rated,2014.6,0.04206687,21.7,23.3,2.8,47.8,2.010796309262514
1003,SOAD02733,Flumevale,No,Fish and Wildlife Pond,Earth,4.787,0.15,5475.000000000029,1907.0,1985.0,0.0271859999999994,13.849108000000117,Uncontrolled,10.0,20.198,Low,Not Rated,2018.2,0.039848167,17.1,16.2,19.64,52.94,2.109561984762549
1488,SOAD04999,Flumevale,Yes,Water Supply,Earth,14.775,0.436,48100.0,1993.0,2009.0,0.14578,0.0,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.072096884,9.1,6.5,13.8,29.4,2.1196483969688416
280,SOAD01035,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.281,0.42,5121.200000000012,1934.0,2000.0,0.0283679999999995,79.89869999999999,Uncontrolled,10.0,14.642,Low,Not Rated,2017.0,0.0508761,10.0,14.6,17.16,41.760000000000005,2.124585919976235
198,SOAD17910,Flumevale,Yes,Water Supply,Earth,19.859,0.04,0.0,1973.0,1997.0,0.0985,19.17568799999981,Missing,0.5,12.398,Low,Fair,2017.0,0.06870468,8.2,10.6,12.2,31.0,2.129845067858696
1177,SOAD08729,Flumevale,Yes,Water Supply,Earth,8.644,0.087,38000.0,1951.0,2005.0,0.10244,74.57212,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.07172897,6.4,8.7,15.2,30.3,2.1733877040445804
733,SOAD08648,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.383,0.16,4299.799999999988,1890.0,1992.0,0.0271859999999994,28.23087400000032,Uncontrolled,10.0,16.65,Low,Not Rated,2018.8,0.046009514,12.7,15.4,19.48,47.58,2.189132698997855
2410,SOAD17671,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.86,0.142,2549.000000000029,1955.0,1973.0,0.0996819999999996,23.96961,Controlled,10.0,47.924,Low,Not Rated,2015.0,0.039904933,9.6,22.5,22.78,54.88,2.189982746243477
846,SOAD12276,Flumevale,Yes,Missing,Earth,3.435,0.15,19099.599999999977,1921.0,1992.0,0.0594939999999994,14.381766000000198,Uncontrolled,6.0,52.832,Low,Not Rated,2015.6,0.04257466,5.4,16.6,30.32,52.32,2.2275061583518982
43,SOAD02117,Flumevale,Yes,Recreation,Earth,11.511,0.14,17505.399999999994,1971.0,2003.0,0.01576,0.0,Uncontrolled,6.0,33.304,Low,Fair,2018.0,0.0401922,28.1,23.7,3.9,55.7,2.238705636560917
2495,SOAD19669,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.53,0.258,4826.0,1920.0,1967.0,0.09653,1243.75643,Controlled,10.0,53.608,Low,Not Rated,2018.2,0.04132317,20.0,11.4,22.78,54.17999999999999,2.2388893541693684
1388,SOAD01055,Flumevale,No,Fish and Wildlife Pond,Earth,3.639,0.073,5080.000000000029,1893.0,2005.0,0.0169419999999993,28.23087399999985,Uncontrolled,10.0,20.412,Low,Not Rated,2018.2,0.04878164,7.3,18.2,20.62,46.120000000000005,2.249809274971485
300,SOAD09560,Flumevale,Yes,Irrigation,Earth,8.707,0.067,17477.399999999994,1975.0,2007.0,0.1087439999999997,0.0,Uncontrolled,6.0,64.072,Low,Fair,2016.0,0.045063563,20.1,12.9,19.3,52.3,2.356824328750372
642,SOAD20302,Flumevale,No,Fish and Wildlife Pond,Earth,3.053,0.413,2548.999999999971,1965.0,1967.0,0.0756479999999997,5.32658,Controlled,10.0,22.402,Low,Not Rated,2020.4,0.03925998,20.4,17.0,22.78,60.18,2.362665678486228
914,SOAD13999,Flumevale,Yes,Missing,Missing,4.79,0.2423999999999999,26559.99999999997,1987.0,1978.0,0.1568119999999999,4262.861974,Missing,6.0,13.37,Low,Not Rated,2015.4,0.039269503,12.6,20.7,26.9,60.2,2.364024093002081
2219,SOAD02358,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.532,0.183,2825.000000000029,1931.0,2005.0,0.0366419999999996,37.81871800000022,Uncontrolled,10.0,18.866,Low,Not Rated,2016.6,0.04281037,21.8,14.4,19.34,55.540000000000006,2.377687909975648
1060,SOAD15734,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.199,0.15,15405.00000000003,1970.0,1995.0,0.0330959999999995,23.96961,Uncontrolled,10.0,23.504,Low,Not Rated,2017.6,0.043970477,22.8,19.0,12.36,54.16,2.381441025435924
1759,SOAD19048,Flumevale,No,Irrigation,Earth,2.469,0.465,4265.200000000012,1910.0,1969.0,0.0784060000000002,277.5148180000001,Controlled,10.0,29.254,Low,Not Rated,2015.4,0.04874412,15.2,18.4,15.6,49.2,2.3982106894254684
729,SOAD05899,Flumevale,Yes,Water Supply,Earth,8.408,0.183,17280.0,1947.0,2005.0,0.14381,18.110372000000098,Missing,0.5,16.354,Low,Satisfactory,2017.0,0.07208692,6.4,15.6,12.0,34.0,2.4509553760290146
2163,SOAD09588,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.504,0.412,2549.000000000029,1980.0,1989.0,0.2186699999999999,34.62277,Controlled,10.0,33.962,Low,Not Rated,2015.6,0.04393178,11.0,23.5,22.78,57.28,2.516412273645401
1361,SOAD04905,Flumevale,Yes,Water Supply,Earth,6.484,0.443,0.0,1905.0,2003.0,0.1812399999999999,2.66329,Missing,0.5,4.626,Low,Satisfactory,2017.0,0.07237554,8.5,13.9,12.9,35.3,2.554856682568788
2948,SOAD04481,Flumevale,No,Fish and Wildlife Pond,Earth,2.802,0.315,3983.761999999988,1986.0,1995.0,0.097318,33.55745399999978,Controlled,10.0,43.648,Low,Not Rated,2016.0,0.047313508,10.3,14.8,29.04,54.14,2.5615533039718867
357,SOAD02937,Flumevale,Yes,Missing,Earth,4.28,0.867,8750.199999999983,1983.0,2008.0,0.08077,0.0,Uncontrolled,6.0,34.516000000000005,Low,Fair,2020.0,0.049417052,5.5,23.4,23.22,52.12,2.5756167720258234
249,SOAD01341,Flumevale,Yes,Missing,Earth,5.576,0.208,13447.200000000012,1920.0,1995.0,0.1690260000000001,1.5979740000002494,Missing,6.0,31.364000000000004,Low,Fair,2018.0,0.044195175,14.5,14.3,29.66,58.46,2.5836499404907225
1769,SOAD03777,Flumevale,Yes,Water Supply,Earth,9.738,0.06,0.0,1914.0,2005.0,0.17336,13.31645,Missing,0.5,13.509999999999998,Low,Satisfactory,2017.0,0.071040064,10.5,7.5,18.6,36.6,2.6000663459301
241,SOAD07219,Flumevale,Yes,Water Supply,Arch,9.394,0.082,1600.0,1927.0,2002.0,0.08274,13.31645,Missing,0.5,7.746,Low,Satisfactory,2017.0,0.072527766,10.0,19.5,6.7,36.2,2.6255051374435427
2095,SOAD10314,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.832,0.237,15405.00000000003,1975.0,1995.0,0.0244279999999998,10.65316,Uncontrolled,10.0,38.6,Low,Not Rated,2017.6,0.041624147,21.9,21.1,20.64,63.64,2.6489607433974744
1308,SOAD18730,Flumevale,Yes,Water Supply,Earth,12.746,0.313,54200.0,1982.0,2006.0,0.08077,2.663290000000188,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.072203435,8.2,12.7,16.3,37.2,2.6859677821397785
2084,SOAD13465,Flumevale,Yes,Irrigation,Earth,15.939,0.317,59393.0,1914.0,1967.0,0.0591,0.0,Missing,6.0,40.72,Low,Satisfactory,2021.0,0.036640853,5.0,67.5,1.0,73.5,2.6931026726961136
2200,SOAD06408,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.831,0.023,400.0,1960.0,1967.0,0.1087440000000001,276.98216,Controlled,10.0,25.53,Low,Not Rated,2015.4,0.04060408,22.6,21.7,22.78,67.08,2.723721753805876
922,SOAD18079,Flumevale,Yes,Other,Arch,20.144,0.087,16564.0,1925.0,2007.0,0.06107,3496.89977,Missing,0.5,32.488,Low,Fair,2017.0,0.06719413,6.1,8.9,25.86,40.86,2.7455520106852056
537,SOAD17186,Flumevale,Yes,Water Supply,Earth,11.88,0.147,27961.0,1949.0,2005.0,0.06501,2.66329,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.07231886,15.4,12.8,10.0,38.2,2.762580429017544
2024,SOAD09753,Flumevale,Yes,Flood Risk Reduction,Earth,14.765,0.13,40000.0,1940.0,1996.0,0.24034,47.93922,Missing,0.5,12.439999999999998,Low,Satisfactory,2017.0,0.07163765,7.7,5.4,27.340000000000003,40.440000000000005,2.897026679813862
819,SOAD09866,Flumevale,Yes,Irrigation,Earth,7.01,0.373,12439.99999999997,2008.0,2002.0,0.08274,7.98987,Uncontrolled,6.0,19.654,Low,Not Rated,2017.6,0.0463138,25.5,17.9,19.7,63.1,2.922400774806738
515,SOAD16907,Flumevale,Yes,Fish and Wildlife Pond,Earth,10.969,0.067,25780.0,1956.0,2003.0,0.05713,0.0,Uncontrolled,6.0,52.1,Low,Fair,2021.0,0.040510792,7.0,52.5,16.82,76.32,3.091783667206764
1794,SOAD07574,Flumevale,Yes,Water Supply,Earth,11.6,0.3,18000.0,1955.0,2005.0,0.11229,2.66329,Missing,0.5,16.354,Low,Satisfactory,2017.0,0.073003896,22.2,5.0,15.4,42.6,3.1099659517407416
838,SOAD17335,Flumevale,Yes,Missing,Missing,3.636,0.517,8618.99999999997,2021.0,2003.0,0.06698,0.0,Controlled,6.0,22.646,Low,Fair,2015.0,0.047612403,33.5,6.6,26.28,66.38,3.160511283800006
1923,SOAD06341,Flumevale,Yes,Hydroelectric,Earth,6.293,0.117,37759.4,1956.0,1997.0,0.15957,21.30632000000037,Missing,3.0,29.946,Low,Satisfactory,2023.0,0.06857361,7.9,5.0,33.72,46.62,3.196901651322841
1818,SOAD07019,Flumevale,Yes,Irrigation,Earth,7.108,0.2,29245.0,1951.0,2002.0,0.12805,0.0,Missing,6.0,33.55,Low,Not Rated,2017.4,0.043775816,11.7,59.3,2.4,73.4,3.213144858926535
1154,SOAD05429,Flumevale,Yes,Irrigation,Earth,4.244,0.492,96765.8,2018.0,2019.0,0.0985,7.98987,Uncontrolled,6.0,16.268,Low,Fair,2020.0,0.045918267,30.8,13.2,27.3,71.3,3.273972452804446
1211,SOAD17715,Flumevale,Yes,Water Supply,Earth,21.433,0.183,125000.0,1997.0,2009.0,0.07289,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.06917271,11.6,23.3,12.5,47.4,3.278786462545394
473,SOAD12395,Flumevale,Yes,Irrigation,Earth,12.393,0.22,27882.0,1967.0,2008.0,0.0591,7.98987,Uncontrolled,6.0,33.16,Low,Not Rated,2014.6,0.042519517,11.8,55.5,9.9,77.2,3.2825067311525347
2194,SOAD14540,Flumevale,No,Irrigation,Earth,3.099,0.323,3170.7999999999884,1980.0,1996.0,0.1087439999999997,66.58225,Controlled,10.0,25.012,Low,Not Rated,2014.0,0.049194768,16.4,6.2,44.5,67.1,3.3009689375758167
1013,SOAD04419,Flumevale,Yes,Missing,Earth,5.435,1.093,96412.8,1980.0,2008.0,0.09653,0.0,Uncontrolled,6.0,34.462,Low,Fair,2021.0,0.04788597,27.0,20.9,22.1,70.0,3.3520178496837616
1343,SOAD14632,Flumevale,Yes,Other,Earth,21.606,0.122,42000.0,1971.0,2012.0,0.11229,53.2658,Missing,0.5,10.6,Low,Satisfactory,2017.0,0.069221646,19.1,11.0,18.34,48.44,3.353096512556076
1240,SOAD10366,Flumevale,Yes,Water Supply,Earth,10.213,0.135,16400.0,1964.0,2005.0,0.1871499999999999,7.98987,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.07395645,23.5,10.8,11.2,45.5,3.365018580108881
1569,SOAD19124,Flumevale,Yes,Irrigation,Earth,7.303,0.077,98225.2,2012.0,2007.0,0.19306,58.59238,Uncontrolled,6.0,25.284,Low,Fair,2021.0,0.045550562,30.8,11.4,32.1,74.30000000000001,3.3844067893922336
1489,SOAD07213,Flumevale,Yes,Other,Earth,13.323,0.2,43000.0,1967.0,2012.0,0.12411,7.98987,Missing,0.5,16.022,Low,Satisfactory,2017.0,0.06967668,8.8,7.7,32.34,48.84,3.403009166121483
848,SOAD00919,Flumevale,Yes,Water Supply,Earth,21.151,0.152,61000.0,1975.0,2008.0,0.05713,2.66329,Missing,0.5,24.928,Low,Fair,2017.0,0.0664756,14.8,11.3,25.9,52.0,3.4567312002182007
789,SOAD14669,Flumevale,Yes,Water Supply,Earth,4.755,0.117,0.0,1980.0,1999.0,0.1182,21.30631999999992,Missing,0.5,60.65599999999999,Low,Fair,2017.0,0.069158666,32.6,10.3,7.2,50.10000000000001,3.464849158376456
1838,SOAD07548,Flumevale,Yes,Water Supply,Earth,9.374,0.048,0.0,1944.0,2005.0,0.1812399999999999,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.07188651,12.7,14.8,20.8,48.3,3.472118416428566
663,SOAD04862,Flumevale,Yes,Other,Earth,12.231,0.175,13000.0,1951.0,2005.0,0.04925,0.0,Missing,0.5,15.836,Low,Satisfactory,2017.0,0.06957979,5.6,17.7,26.9,50.2,3.492905335128308
1194,SOAD08395,Flumevale,Yes,Irrigation,Earth,12.573,0.1,8158.600000000006,1969.0,1995.0,0.02561,55.92909,Missing,6.0,39.79,Low,Satisfactory,2015.0,0.043455508,7.1,54.6,18.7,80.4,3.4938228115439416
1391,SOAD17713,Flumevale,Yes,Irrigation,Earth,9.668,0.1,12755.0,1951.0,2002.0,0.12411,7.98987,Uncontrolled,6.0,37.832,Low,Fair,2020.0,0.045346096,30.7,9.2,37.7,77.6,3.518857061862945
1299,SOAD12332,Flumevale,Yes,Flood Risk Reduction,Earth,8.355,0.15,97359.4,2019.0,2008.0,0.06895,0.0,Uncontrolled,6.0,32.326,Low,Fair,2018.0,0.044646423,42.1,18.2,19.4,79.7,3.558319937810302
157,SOAD08269,Flumevale,Yes,Other,Earth,12.457,0.09,11674.0,1932.0,2005.0,0.02561,2.66329,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.07065948,5.8,12.8,33.16,51.76,3.65733473598957
807,SOAD07659,Flumevale,Yes,Other,Earth,13.911,0.168,41800.0,2003.0,2010.0,0.04137,0.0,Missing,0.5,5.411999999999999,Low,Satisfactory,2017.0,0.06945512,11.4,13.1,28.7,53.2,3.695012223720551
743,SOAD04142,Flumevale,Yes,Recreation,Earth,9.07,0.1,27880.800000000017,1956.0,2000.0,0.04925,29.29619,Uncontrolled,6.0,36.73,Low,Satisfactory,2016.0,0.040893517,6.5,78.2,5.8,90.5,3.70086332783103
318,SOAD15941,Flumevale,Yes,Other,Buttress,5.082,0.085,460.0,1910.0,2010.0,0.1772999999999999,8557.150770000002,Missing,0.5,9.37,Low,Satisfactory,2017.0,0.071380205,8.8,12.4,31.02,52.22,3.72747432872653
368,SOAD18263,Flumevale,Yes,Missing,Earth,4.493,0.42,40797.20000000001,2018.0,1994.0,0.05122,0.0,Uncontrolled,6.0,22.134,Low,Satisfactory,2022.0,0.045258954,43.1,14.2,25.42,82.72,3.743820688724518
156,SOAD03938,Flumevale,Yes,Water Supply,Earth,12.983,0.11,18672.0,1980.0,2002.0,0.01773,0.0,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.073003896,27.9,14.1,9.3,51.3,3.745099843293428
346,SOAD16706,Flumevale,Yes,Other,Gravity,8.426,0.488,9000.0,1989.0,2013.0,0.07683,40.48200799999995,Missing,0.5,11.005999999999998,Low,Satisfactory,2017.0,0.06943519,18.6,5.2,30.28,54.08,3.755054895877838
254,SOAD06179,Flumevale,Yes,Other,Buttress,8.738,0.048,0.0,1919.0,2005.0,0.07486,6296.01756,Missing,0.5,12.675999999999998,Low,Satisfactory,2017.0,0.06845158,5.7,18.3,31.02,55.02,3.766206117868424
1602,SOAD13197,Flumevale,Yes,Other,Earth,28.191,0.2,500000.0,1970.0,2012.0,0.10244,0.0,Missing,0.5,13.422,Low,Satisfactory,2017.0,0.06873179,23.9,7.4,24.0,55.3,3.800868112593889
902,SOAD09719,Flumevale,Yes,Debris Control,Earth,20.406,0.269,367800.0,1997.0,2002.0,0.06698,5.32658,Missing,0.5,20.256,Low,Satisfactory,2017.0,0.069023125,14.2,13.7,27.62,55.52,3.8321638929843904
695,SOAD07209,Flumevale,Yes,Irrigation,Earth,5.995,0.345,17447.0,1944.0,1981.0,0.0886499999999999,0.0,Missing,6.0,159.68,Low,Not Rated,2018.2,0.046461374,17.9,62.3,2.7,82.89999999999999,3.851647868752479
1245,SOAD09341,Flumevale,Yes,Water Supply,Earth,16.983,0.183,28000.0,1968.0,2007.0,0.1182,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.073003896,5.9,6.7,41.2,53.8,3.9276095822453496
2244,SOAD08490,Flumevale,No,Irrigation,Earth,2.458,0.508,13845.200000000012,1977.0,1995.0,0.1087439999999997,26.6329,Controlled,10.0,36.178,Low,Not Rated,2015.4,0.04343862,23.7,22.2,44.8,90.7,3.939882912486792
2452,SOAD15665,Flumevale,No,Hydroelectric,Earth,8.053,0.055,6664.399999999994,1923.0,1964.0,0.0630399999999995,8.522527999999738,Missing,3.0,34.142,Low,Satisfactory,2023.0,0.06820886,6.4,12.6,38.84,57.84,3.94520036816597
1573,SOAD05775,Flumevale,Yes,Water Supply,Earth,5.142,0.08,2500.0,1925.0,2005.0,0.16351,0.0,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.072604686,36.5,8.5,10.3,55.3,4.015039137005806
1460,SOAD15713,Flumevale,Yes,Water Supply,Earth,17.479,0.137,600000.0,1982.0,2010.0,0.08471,7.98987,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.07171358,29.0,6.6,20.4,56.0,4.015960574150085
1526,SOAD17025,Flumevale,Yes,Water Supply,Earth,21.253,0.106,47688.0,1967.0,2006.0,0.08077,5.32658,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.06944858,8.1,22.6,27.5,58.2,4.041907520592213
1184,SOAD10333,Flumevale,Yes,Irrigation,Earth,4.346,0.17,102659.00000000004,2007.0,2012.0,0.20291,34.62277,Uncontrolled,6.0,36.46,Low,Fair,2018.0,0.0449203,8.8,76.2,5.0,90.0,4.0428269281983376
1408,SOAD06085,Flumevale,Yes,Water Supply,Earth,16.206,0.081,17650.0,1965.0,2006.0,0.12805,10.65316,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.073003896,43.6,5.0,6.9,55.5,4.0517162047326565
374,SOAD07446,Flumevale,Yes,Missing,Missing,3.064,0.131,11709.0,2017.0,1983.0,0.05713,3.1959479999998166,Uncontrolled,6.0,12.72,Low,Unsatisfactory,2021.0,0.046243045,35.6,17.5,34.52,87.62,4.051815644875169
548,SOAD03895,Flumevale,Yes,Water Supply,Earth,10.876,0.25,0.0,1882.0,1987.0,0.03546,0.0,Missing,0.5,3.0479999999999983,Low,Satisfactory,2017.0,0.074269116,9.9,5.8,39.2,54.900000000000006,4.077374464273453
640,SOAD07211,Flumevale,Yes,Water Supply,Earth,17.573,1.2,0.0,1999.0,2007.0,0.0886499999999999,0.5326580000000831,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.072349034,16.8,13.0,26.6,56.400000000000006,4.080485531687737
343,SOAD14520,Flumevale,Yes,Irrigation,Earth,8.166,0.173,31736.79999999999,1996.0,1995.0,0.03349,0.0,Controlled,6.0,32.52,Low,Not Rated,2012.2,0.048541762,26.3,48.0,9.9,84.2,4.087216354906559
901,SOAD02803,Flumevale,Yes,Other,Earth,11.605,0.155,35000.0,1940.0,2005.0,0.09456,2.66329,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.07011671,5.9,18.8,33.84,58.540000000000006,4.104632416665554
1829,SOAD05497,Flumevale,Yes,Water Supply,Earth,18.689,0.175,90000.0,1979.0,2006.0,0.11623,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.071849994,40.8,6.6,10.0,57.4,4.124189676344394
1210,SOAD16278,Flumevale,Yes,Water Supply,Earth,15.221,0.203,130000.0,1911.0,2003.0,0.08471,2.66329,Missing,0.5,13.21,Low,Satisfactory,2017.0,0.07193085,18.4,16.9,22.4,57.7,4.150409933179617
48,SOAD02445,Flumevale,Yes,Irrigation,Earth,9.043,0.243,8100.0,2006.0,1994.0,0.02364,0.0,Uncontrolled,6.0,15.156,Low,Satisfactory,2015.0,0.04620181,38.9,14.7,36.4,90.0,4.158162921667099
1746,SOAD16705,Flumevale,Yes,Flood Risk Reduction,Earth,34.723,0.25,149000.0,1994.0,1999.0,0.12805,13.31645,Missing,0.5,0.0,Low,Satisfactory,2017.0,0.067997195,18.9,19.9,22.46,61.26,4.165508155077696
1048,SOAD09314,Flumevale,Yes,Water Supply,Buttress,5.552,0.092,0.0,1926.0,2005.0,0.16351,82.56199,Missing,0.5,15.868,Low,Satisfactory,2017.0,0.071945496,15.6,9.1,33.8,58.5,4.2088115103542805
956,SOAD01445,Flumevale,Yes,Flood Risk Reduction,Earth,8.349,0.667,85000.0,2007.0,2005.0,0.09653,95.87844,Missing,0.5,12.52,Low,Satisfactory,2017.0,0.06890611,28.7,5.3,27.14,61.14,4.2129197797179225
1217,SOAD05738,Flumevale,Yes,Irrigation,Earth,3.421,0.209,25000.0,2016.0,2003.0,0.08668,0.0,Missing,0.0,42.412,Low,Not Rated,2017.0,0.068686314,47.6,6.3,7.6,61.5,4.224208306521177
836,SOAD10215,Flumevale,Yes,Water Supply,Earth,11.309,0.225,29225.0,1953.0,2005.0,0.1871499999999999,5.32658,Missing,0.5,16.154,Low,Satisfactory,2017.0,0.07199178,17.0,5.2,36.7,58.900000000000006,4.240315777808428
167,SOAD09286,Flumevale,Yes,Water Supply,Earth,12.729,0.467,184800.0,1983.0,2006.0,0.0197,3.1959479999998166,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.071244955,20.8,22.0,16.9,59.7,4.253323817253113
1468,SOAD16008,Flumevale,Yes,Other,Earth,14.104,0.723,98000.0,1990.0,2010.0,0.14578,0.0,Missing,0.5,11.006000000000002,Low,Satisfactory,2017.0,0.06932798,9.7,15.7,36.12,61.52,4.265057346820831
1896,SOAD16288,Flumevale,Yes,Water Supply,Earth,23.46,0.327,150000.0,2009.0,2007.0,0.13987,0.0,Missing,0.5,16.273999999999997,Low,Satisfactory,2017.0,0.06917621,15.0,21.3,25.4,61.7,4.268172277510167
