,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Total Loss Given Failure,Expected Loss Value
1838,SOAD07548,Flumevale,Yes,Water Supply,Earth,9.374,0.048,0.0,1944.0,2005.0,0.1812399999999999,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0637,12.7,14.8,20.8,48.3,3.0767100000000003
838,SOAD17335,Flumevale,Yes,Missing,Missing,3.636,0.517,8618.99999999997,2021.0,2003.0,0.06698,0.0,Controlled,6.0,22.646,Low,Fair,2015.0,0.0466,33.5,6.6,26.28,66.38,3.093308
2024,SOAD09753,Flumevale,Yes,Flood Risk Reduction,Earth,14.765,0.13,40000.0,1940.0,1996.0,0.24034,47.93922,Missing,0.5,12.439999999999998,Low,Satisfactory,2017.0,0.077,7.7,5.4,27.340000000000003,40.440000000000005,3.1138800000000004
280,SOAD01035,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.281,0.42,5121.200000000012,1934.0,2000.0,0.0283679999999995,79.89869999999999,Uncontrolled,10.0,14.642,Low,Not Rated,2017.0,0.075,10.0,14.6,17.16,41.760000000000005,3.132
1794,SOAD07574,Flumevale,Yes,Water Supply,Earth,11.6,0.3,18000.0,1955.0,2005.0,0.11229,2.66329,Missing,0.5,16.354,Low,Satisfactory,2017.0,0.0738,22.2,5.0,15.4,42.6,3.14388
663,SOAD04862,Flumevale,Yes,Other,Earth,12.231,0.175,13000.0,1951.0,2005.0,0.04925,0.0,Missing,0.5,15.836,Low,Satisfactory,2017.0,0.0653,5.6,17.7,26.9,50.2,3.2780599999999995
1408,SOAD06085,Flumevale,Yes,Water Supply,Earth,16.206,0.081,17650.0,1965.0,2006.0,0.12805,10.65316,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0594,43.6,5.0,6.9,55.5,3.2967
300,SOAD09560,Flumevale,Yes,Irrigation,Earth,8.707,0.067,17477.399999999994,1975.0,2007.0,0.1087439999999997,0.0,Uncontrolled,6.0,64.072,Low,Fair,2016.0,0.0635,20.1,12.9,19.3,52.3,3.32105
1759,SOAD19048,Flumevale,No,Irrigation,Earth,2.469,0.465,4265.200000000012,1910.0,1969.0,0.0784060000000002,277.5148180000001,Controlled,10.0,29.254,Low,Not Rated,2015.4,0.0679,15.2,18.4,15.6,49.2,3.34068
1829,SOAD05497,Flumevale,Yes,Water Supply,Earth,18.689,0.175,90000.0,1979.0,2006.0,0.11623,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0585,40.8,6.6,10.0,57.4,3.3579000000000003
1240,SOAD10366,Flumevale,Yes,Water Supply,Earth,10.213,0.135,16400.0,1964.0,2005.0,0.1871499999999999,7.98987,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0756,23.5,10.8,11.2,45.5,3.4398
368,SOAD18263,Flumevale,Yes,Missing,Earth,4.493,0.42,40797.20000000001,2018.0,1994.0,0.05122,0.0,Uncontrolled,6.0,22.134,Low,Satisfactory,2022.0,0.0417,43.1,14.2,25.42,82.72,3.449424
254,SOAD06179,Flumevale,Yes,Other,Buttress,8.738,0.048,0.0,1919.0,2005.0,0.07486,6296.01756,Missing,0.5,12.675999999999998,Low,Satisfactory,2017.0,0.0634,5.7,18.3,31.02,55.02,3.488268
807,SOAD07659,Flumevale,Yes,Other,Earth,13.911,0.168,41800.0,2003.0,2010.0,0.04137,0.0,Missing,0.5,5.411999999999999,Low,Satisfactory,2017.0,0.0659,11.4,13.1,28.7,53.2,3.5058800000000003
922,SOAD18079,Flumevale,Yes,Other,Arch,20.144,0.087,16564.0,1925.0,2007.0,0.06107,3496.89977,Missing,0.5,32.488,Low,Fair,2017.0,0.0862,6.1,8.9,25.86,40.86,3.522132
1526,SOAD17025,Flumevale,Yes,Water Supply,Earth,21.253,0.106,47688.0,1967.0,2006.0,0.08077,5.32658,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0615,8.1,22.6,27.5,58.2,3.5793
1013,SOAD04419,Flumevale,Yes,Missing,Earth,5.435,1.093,96412.8,1980.0,2008.0,0.09653,0.0,Uncontrolled,6.0,34.462,Low,Fair,2021.0,0.0512,27.0,20.9,22.1,70.0,3.584
346,SOAD16706,Flumevale,Yes,Other,Gravity,8.426,0.488,9000.0,1989.0,2013.0,0.07683,40.48200799999995,Missing,0.5,11.005999999999998,Low,Satisfactory,2017.0,0.0664,18.6,5.2,30.28,54.08,3.590912
1388,SOAD01055,Flumevale,No,Fish and Wildlife Pond,Earth,3.639,0.073,5080.000000000029,1893.0,2005.0,0.0169419999999993,28.230873999999854,Uncontrolled,10.0,20.412,Low,Not Rated,2018.2,0.0784,7.3,18.2,20.62,46.120000000000005,3.615808
814,SOAD20294,Flumevale,Yes,Irrigation,Earth,6.81,0.179,24610.0,1905.0,1968.0,0.0591,0.0,Missing,6.0,34.37,Low,Satisfactory,2020.0,0.026,13.4,104.8,21.0,139.2,3.6192
157,SOAD08269,Flumevale,Yes,Other,Earth,12.457,0.09,11674.0,1932.0,2005.0,0.02561,2.66329,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.0702,5.8,12.8,33.16,51.76,3.633552
1602,SOAD13197,Flumevale,Yes,Other,Earth,28.191,0.2,500000.0,1970.0,2012.0,0.10244,0.0,Missing,0.5,13.422,Low,Satisfactory,2017.0,0.0664,23.9,7.4,24.0,55.3,3.67192
2452,SOAD15665,Flumevale,No,Hydroelectric,Earth,8.053,0.055,6664.399999999994,1923.0,1964.0,0.0630399999999995,8.522527999999738,Missing,3.0,34.142,Low,Satisfactory,2023.0,0.0636,6.4,12.6,38.84,57.84,3.678624000000001
113,SOAD15777,Flumevale,Yes,Missing,Missing,9.761,0.1001999999999999,22839.79999999999,1962.0,1978.0,0.5295359999999998,117.71741799999997,Missing,6.0,15.664,Low,Unsatisfactory,2004.0,0.0931,9.2,7.1,23.24,39.54,3.681174
167,SOAD09286,Flumevale,Yes,Water Supply,Earth,12.729,0.467,184800.0,1983.0,2006.0,0.0197,3.1959479999998166,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0618,20.8,22.0,16.9,59.7,3.68946
1489,SOAD07213,Flumevale,Yes,Other,Earth,13.323,0.2,43000.0,1967.0,2012.0,0.12411,7.98987,Missing,0.5,16.022,Low,Satisfactory,2017.0,0.0756,8.8,7.7,32.34,48.84,3.692304
1154,SOAD05429,Flumevale,Yes,Irrigation,Earth,4.244,0.492,96765.8,2018.0,2019.0,0.0985,7.98987,Uncontrolled,6.0,16.268,Low,Fair,2020.0,0.0518,30.8,13.2,27.3,71.3,3.69334
956,SOAD01445,Flumevale,Yes,Flood Risk Reduction,Earth,8.349,0.667,85000.0,2007.0,2005.0,0.09653,95.87844,Missing,0.5,12.52,Low,Satisfactory,2017.0,0.0609,28.7,5.3,27.14,61.14,3.723426
318,SOAD15941,Flumevale,Yes,Other,Buttress,5.082,0.085,460.0,1910.0,2010.0,0.1772999999999999,8557.150770000002,Missing,0.5,9.37,Low,Satisfactory,2017.0,0.0721,8.8,12.4,31.02,52.22,3.765062
902,SOAD09719,Flumevale,Yes,Debris Control,Earth,20.406,0.269,367800.0,1997.0,2002.0,0.06698,5.32658,Missing,0.5,20.256,Low,Satisfactory,2017.0,0.0686,14.2,13.7,27.62,55.52,3.808672
2948,SOAD04481,Flumevale,No,Fish and Wildlife Pond,Earth,2.802,0.315,3983.761999999988,1986.0,1995.0,0.097318,33.55745399999978,Controlled,10.0,43.648,Low,Not Rated,2016.0,0.0712,10.3,14.8,29.04,54.14,3.854768
1048,SOAD09314,Flumevale,Yes,Water Supply,Buttress,5.552,0.092,0.0,1926.0,2005.0,0.16351,82.56199,Missing,0.5,15.868,Low,Satisfactory,2017.0,0.0663,15.6,9.1,33.8,58.5,3.87855
548,SOAD03895,Flumevale,Yes,Water Supply,Earth,10.876,0.25,0.0,1882.0,1987.0,0.03546,0.0,Missing,0.5,3.0479999999999983,Low,Satisfactory,2017.0,0.0707,9.9,5.8,39.2,54.900000000000006,3.88143
2194,SOAD14540,Flumevale,No,Irrigation,Earth,3.099,0.323,3170.7999999999884,1980.0,1996.0,0.1087439999999997,66.58225,Controlled,10.0,25.012,Low,Not Rated,2014.0,0.0582,16.4,6.2,44.5,67.1,3.90522
2206,SOAD03213,Flumevale,Yes,Water Supply,Earth,12.769,0.13,12000.0,1926.0,2005.0,0.24034,7.98987,Missing,0.5,15.868,Low,Satisfactory,2017.0,0.0655,26.4,4.9,28.5,59.8,3.9169
2095,SOAD10314,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.832,0.237,15405.00000000003,1975.0,1995.0,0.0244279999999998,10.65316,Uncontrolled,10.0,38.6,Low,Not Rated,2017.6,0.0618,21.9,21.1,20.64,63.64,3.932952
549,SOAD05037,Flumevale,Yes,Recreation,Earth,13.392,0.118,16000.0,2006.0,2010.0,0.04334,21.30632,Uncontrolled,0.0,64.38,Low,Satisfactory,2021.0,0.0593,10.7,52.6,3.2,66.5,3.94345
901,SOAD02803,Flumevale,Yes,Other,Earth,11.605,0.155,35000.0,1940.0,2005.0,0.09456,2.66329,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.0674,5.9,18.8,33.84,58.540000000000006,3.945596000000001
1371,SOAD03141,Flumevale,Yes,Other,Earth,9.266,0.373,38000.0,1968.0,2005.0,0.20094,21.30632,Missing,0.5,15.956,Low,Satisfactory,2017.0,0.0579,12.8,12.7,43.02,68.52,3.967308
1194,SOAD08395,Flumevale,Yes,Irrigation,Earth,12.573,0.1,8158.600000000006,1969.0,1995.0,0.02561,55.92909,Missing,6.0,39.79,Low,Satisfactory,2015.0,0.0498,7.1,54.6,18.7,80.4,4.00392
1248,SOAD13165,Flumevale,Yes,Other,Earth,11.792,0.17,14500.0,1962.0,2005.0,0.14184,23.96961,Missing,0.5,10.414,Low,Satisfactory,2017.0,0.0546,30.4,19.0,24.360000000000003,73.76,4.027296000000001
62,SOAD12420,Flumevale,Yes,Water Supply,Earth,14.684,0.097,19400.0,1969.0,2006.0,0.01576,0.0,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0489,47.3,22.6,12.9,82.80000000000001,4.048920000000001
1391,SOAD17713,Flumevale,Yes,Irrigation,Earth,9.668,0.1,12755.0,1951.0,2002.0,0.12411,7.98987,Uncontrolled,6.0,37.832,Low,Fair,2020.0,0.0523,30.7,9.2,37.7,77.6,4.058479999999999
1210,SOAD16278,Flumevale,Yes,Water Supply,Earth,15.221,0.203,130000.0,1911.0,2003.0,0.08471,2.66329,Missing,0.5,13.21,Low,Satisfactory,2017.0,0.0704,18.4,16.9,22.4,57.7,4.06208
170,SOAD17849,Flumevale,Yes,Water Supply,Earth,14.9,0.14,24000.0,1937.0,2005.0,0.01576,0.0,Missing,0.5,16.154,Low,Satisfactory,2017.0,0.0686,16.2,11.4,31.8,59.400000000000006,4.07484
1165,SOAD11198,Flumevale,Yes,Hydroelectric,Earth,6.495,0.062,2000.0,1870.0,1991.0,0.14184,2.66329,Uncontrolled,3.0,24.358,Low,Satisfactory,2023.0,0.053,12.3,13.3,51.42,77.02000000000001,4.08206
156,SOAD03938,Flumevale,Yes,Water Supply,Earth,12.983,0.11,18672.0,1980.0,2002.0,0.01773,0.0,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0796,27.9,14.1,9.3,51.3,4.08348
1532,SOAD11789,Flumevale,Yes,Water Supply,Earth,26.253,0.128,54260.0,1978.0,2003.0,0.05516,0.0,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0662,35.4,13.1,13.2,61.7,4.08454
515,SOAD16907,Flumevale,Yes,Fish and Wildlife Pond,Earth,10.969,0.067,25780.0,1956.0,2003.0,0.05713,0.0,Uncontrolled,6.0,52.1,Low,Fair,2021.0,0.0537,7.0,52.5,16.82,76.32,4.098383999999999
846,SOAD12276,Flumevale,Yes,Missing,Earth,3.435,0.15,19099.599999999977,1921.0,1992.0,0.0594939999999994,14.381766000000198,Uncontrolled,6.0,52.832,Low,Not Rated,2015.6,0.0785,5.4,16.6,30.32,52.32,4.10712
1444,SOAD10615,Flumevale,Yes,Water Supply,Arch,11.747,0.083,2295.0,1929.0,2005.0,0.19306,66.58225,Missing,0.5,7.396000000000001,Low,Satisfactory,2017.0,0.0608,24.7,14.9,28.6,68.2,4.14656
1460,SOAD15713,Flumevale,Yes,Water Supply,Earth,17.479,0.137,600000.0,1982.0,2010.0,0.08471,7.98987,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0747,29.0,6.6,20.4,56.0,4.1832
628,SOAD17694,Flumevale,No,Flood Risk Reduction,Rockfill,4.219,0.2,16275.0,1962.0,1972.0,0.1757239999999997,249.2839439999998,Missing,5.0,12.602,Low,Not Available,2017.8,0.0617,17.8,6.6,43.9,68.3,4.21411
1332,SOAD13046,Flumevale,Yes,Water Supply,Earth,8.826,0.09,3000.0,1913.0,2003.0,0.24231,2.66329,Missing,0.5,13.21,Low,Satisfactory,2017.0,0.0669,18.3,21.6,23.1,63.00000000000001,4.214700000000001
1299,SOAD12332,Flumevale,Yes,Flood Risk Reduction,Earth,8.355,0.15,97359.4,2019.0,2008.0,0.06895,0.0,Uncontrolled,6.0,32.326,Low,Fair,2018.0,0.0529,42.1,18.2,19.4,79.7,4.216130000000001
640,SOAD07211,Flumevale,Yes,Water Supply,Earth,17.573,1.2,0.0,1999.0,2007.0,0.0886499999999999,0.5326580000000831,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.075,16.8,13.0,26.6,56.400000000000006,4.23
2052,SOAD01771,Flumevale,Yes,Water Supply,Earth,17.019,0.3,85700.0,1955.0,2006.0,0.23443,5.32658,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0697,27.7,11.1,21.9,60.7,4.23079
1573,SOAD05775,Flumevale,Yes,Water Supply,Earth,5.142,0.08,2500.0,1925.0,2005.0,0.16351,0.0,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.0766,36.5,8.5,10.3,55.3,4.23598
735,SOAD00102,Flumevale,Yes,Irrigation,Earth,5.504,0.233,0.0,1984.0,2008.0,0.06895,0.0,Missing,6.0,32.02,Low,Not Rated,2016.8,0.045,6.0,63.2,25.0,94.2,4.239
1245,SOAD09341,Flumevale,Yes,Water Supply,Earth,16.983,0.183,28000.0,1968.0,2007.0,0.1182,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.0802,5.9,6.7,41.2,53.8,4.31476
836,SOAD10215,Flumevale,Yes,Water Supply,Earth,11.309,0.225,29225.0,1953.0,2005.0,0.1871499999999999,5.32658,Missing,0.5,16.154,Low,Satisfactory,2017.0,0.0734,17.0,5.2,36.7,58.900000000000006,4.323260000000001
495,SOAD12162,Flumevale,Yes,Other,Earth,11.199,0.25,26600.0,1951.0,2005.0,0.06501,10.65316,Missing,0.5,15.836,Low,Satisfactory,2017.0,0.0631,31.9,17.4,19.88,69.17999999999999,4.365258
759,SOAD03360,Flumevale,Yes,Water Supply,Earth,6.718,0.223,10000.0,1938.0,2005.0,0.13987,5.32658,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.0579,43.2,21.4,10.8,75.39999999999999,4.365659999999999
789,SOAD14669,Flumevale,Yes,Water Supply,Earth,4.755,0.117,0.0,1980.0,1999.0,0.1182,21.306319999999918,Missing,0.5,60.65599999999999,Low,Fair,2017.0,0.0872,32.6,10.3,7.2,50.10000000000001,4.368720000000001
