,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Total Loss Given Failure,Expected Loss Value
2415,SOAD09265,Lyndrassia,No,Flood Risk Reduction,Earth,9.25,0.29,17560.0,2004.0,2005.0,0.02364,844.26293,Uncontrolled,1.0,34.092,Low,Not Rated,2014.4,0.0699,8.3,12.4,11.74,32.440000000000005,2.1782245630025865
4336,SOAD13327,Lyndrassia,No,Flood Risk Reduction,Earth,10.983,0.14,15617.0,2001.0,1972.0,0.04137,857.57938,Uncontrolled,5.0,37.93600000000001,Low,Not Rated,2016.0,0.0259,30.0,9.3,17.02,56.31999999999999,2.1913951301574706
2532,SOAD16187,Lyndrassia,No,Flood Risk Reduction,Earth,10.539,0.163,15739.0,2002.0,1972.0,0.0591,772.3541,Uncontrolled,5.0,57.06400000000001,Low,Not Rated,2016.4,0.0424,13.7,16.9,14.72,45.32,2.1931418862938883
6036,SOAD08420,Lyndrassia,No,Flood Risk Reduction,Earth,12.341,0.171,23710.0,2006.0,2005.0,0.05122,2974.89493,Uncontrolled,0.0,29.76,Low,Not Rated,2016.0,0.0688,8.9,9.0,11.74,29.64,2.1945229464769365
4082,SOAD01130,Lyndrassia,No,Flood Risk Reduction,Earth,10.908,0.193,23017.0,2003.0,1973.0,0.06895,1669.88283,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2016.8,0.0743,13.6,12.7,12.04,38.34,2.1975393457710743
574,SOAD07791,Lyndrassia,No,Grade Stabilization,Earth,13.36,0.167,11720.0,1980.0,1966.0,0.07486,2306.40914,Uncontrolled,5.0,115.862,Low,Not Rated,2016.8,0.059,6.7,11.4,19.0,37.1,2.200993236899376
5480,SOAD00955,Lyndrassia,No,Flood Risk Reduction,Earth,10.434,0.14,22519.0,1995.0,2008.0,0.04137,1230.43998,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.0675,9.6,11.4,11.74,32.74,2.2107965318858627
1354,SOAD18516,Lyndrassia,No,Missing,Gravity,6.625,0.109,7000.0,1971.0,1973.0,0.17139,5.32658,Uncontrolled,5.0,79.806,Low,Unsatisfactory,2018.0,0.0917,10.4,7.3,6.400000000000004,24.1,2.213653175532818
4804,SOAD02717,Lyndrassia,No,Flood Risk Reduction,Earth,8.99,0.177,15619.0,2003.0,1972.0,0.01576,178.44043,Uncontrolled,5.0,57.06399999999999,Low,Not Rated,2017.2,0.0496,18.2,13.3,12.16,43.66,2.215937997251749
4192,SOAD18703,Lyndrassia,No,Flood Risk Reduction,Earth,10.737,0.167,24254.0,1999.0,1990.0,0.12805,1486.11582,Uncontrolled,5.0,48.05,Low,Not Rated,2014.8,0.0824,6.6,11.3,12.04,29.94,2.276373030245304
2996,SOAD12013,Lyndrassia,No,Flood Risk Reduction,Earth,11.568,0.14,23469.0,2004.0,1972.0,0.05122,1326.31842,Uncontrolled,5.0,54.66,Low,Not Rated,2016.2,0.0291,14.9,18.7,17.02,50.620000000000005,2.2983272016048435
2610,SOAD08086,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.056,0.151,15445.0,2002.0,2008.0,0.02561,921.49834,Uncontrolled,0.0,34.092,Low,Not Rated,2014.4,0.0671,8.1,11.2,16.6,35.9,2.3065420940518377
6122,SOAD06656,Lyndrassia,No,Flood Risk Reduction,Earth,8.751,0.18,21627.0,1991.0,2008.0,0.0394,921.49834,Uncontrolled,0.0,34.092,Low,Not Rated,2014.8,0.0678,10.3,6.7,16.6,33.6,2.324069631099701
3003,SOAD14742,Lyndrassia,No,Grade Stabilization,Earth,9.848,0.143,17550.0,1995.0,2009.0,0.04137,1403.55383,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.0657,6.3,10.7,16.6,33.6,2.331789350509644
1809,SOAD12097,Lyndrassia,No,Flood Risk Reduction,Earth,9.014,0.185,15260.0,1987.0,2002.0,0.01773,3185.29484,Uncontrolled,0.0,36.278000000000006,Low,Not Rated,2015.0,0.0711,9.3,14.1,11.74,35.14,2.339025749862194
2887,SOAD09024,Lyndrassia,No,Flood Risk Reduction,Gravity,5.61,0.172,9000.0,1973.0,1966.0,0.12214,71.90883,Uncontrolled,5.0,103.432,Low,Not Rated,2018.2,0.0863,5.0,15.0,9.440000000000005,29.440000000000005,2.341701231002808
3479,SOAD20342,Lyndrassia,No,Flood Risk Reduction,Earth,8.862,0.183,19945.0,2005.0,2009.0,0.02955,1193.15392,Uncontrolled,0.0,29.76,Low,Not Rated,2015.6,0.0724,11.0,4.9,16.52,32.42,2.3778037740290165
5228,SOAD03655,Lyndrassia,No,Flood Risk Reduction,Earth,10.993,0.197,31208.0,2000.0,1972.0,0.06698,806.97687,Uncontrolled,5.0,57.06400000000001,Low,Not Rated,2016.4,0.0427,26.2,10.9,15.4,52.5,2.3959775269031525
2811,SOAD06538,Lyndrassia,No,Flood Risk Reduction,Earth,10.557,0.183,228770.0,1998.0,2008.0,0.05122,561.95419,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.0692,15.1,6.8,11.74,33.64,2.402634934782982
130,SOAD17220,Lyndrassia,No,Grade Stabilization,Earth,12.706,0.167,7080.0,1974.0,1966.0,0.00788,332.91125,Uncontrolled,5.0,102.942,Low,Not Rated,2017.0,0.0696,9.2,6.4,19.34,34.94,2.405849497318268
2593,SOAD20126,Lyndrassia,No,Missing,Gravity,9.685,0.258,30000.0,1972.0,1966.0,0.09653,2.66329,Uncontrolled,5.0,65.50599999999999,Low,Satisfactory,2019.0,0.0455,29.1,20.9,9.320000000000002,59.32,2.408836948722601
2810,SOAD06432,Lyndrassia,No,Flood Risk Reduction,Earth,10.366,0.18,18203.0,2003.0,1972.0,0.0591,2077.3662,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2016.4,0.0605,18.0,5.2,17.6,40.8,2.4196244359016417
1364,SOAD00046,Lyndrassia,Yes,Missing,Missing,24.543,0.125,56400.0,2016.0,1982.0,0.1182,0.0,Uncontrolled,5.0,39.378,Low,Not Rated,2015.0,0.0464,30.0,7.1,15.56,52.66,2.421916848123073
4178,SOAD07784,Lyndrassia,No,Grade Stabilization,Earth,10.324,0.177,12000.0,1982.0,2004.0,0.00788,846.92622,Uncontrolled,0.0,33.882,Low,Not Rated,2016.0,0.0693,12.6,5.3,16.82,34.72,2.428402968645096
5110,SOAD05635,Lyndrassia,No,Flood Risk Reduction,Earth,12.636,0.187,29061.0,2004.0,1972.0,0.04925,2013.44724,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2017.2,0.0513,23.5,6.4,13.3,43.2,2.4303515732288363
5707,SOAD07454,Lyndrassia,No,Flood Risk Reduction,Earth,11.167,0.303,33975.0,2009.0,2006.0,0.0453099999999999,1107.92864,Uncontrolled,0.0,29.76,Low,Not Rated,2016.0,0.067,11.9,5.5,16.6,34.0,2.4380788803100586
200,SOAD14882,Lyndrassia,No,Grade Stabilization,Earth,9.443,0.253,8700.0,1981.0,1997.0,0.04334,1294.35894,Missing,0.0,30.944000000000003,Low,Not Rated,2014.0,0.0539,10.3,5.8,21.68,37.78,2.448173337727785
7077,SOAD10889,Lyndrassia,No,Flood Risk Reduction,Earth,8.622,0.23,28174.0,1979.0,2004.0,0.01576,354.21757,Uncontrolled,0.0,33.882,Low,Not Rated,2015.8,0.067,5.2,10.3,19.24,34.739999999999995,2.4626588773727414
4493,SOAD18145,Lyndrassia,No,Flood Risk Reduction,Earth,10.027,0.16,22404.0,2004.0,1972.0,0.00788,181.10372,Uncontrolled,5.0,54.66,Low,Not Rated,2016.4,0.0363,30.2,12.1,14.08,56.38,2.469452827051282
269,SOAD02307,Lyndrassia,No,Grade Stabilization,Earth,8.86,0.167,5384.0,2002.0,2007.0,0.00788,956.12111,Uncontrolled,0.0,34.092,Low,Not Rated,2017.0,0.0551,12.8,11.8,16.6,41.2,2.4708327144384388
6826,SOAD18700,Lyndrassia,Yes,Other,Earth,6.52,0.2342,0.0,1962.0,2002.0,0.0598879999999999,0.0,Missing,0.0,33.79,Low,Not Rated,2014.0,0.1084,15.4,15.6,6.419999999999998,37.42,2.473887778669596
2529,SOAD15220,Lyndrassia,No,Other,Earth,9.706,0.113,13929.0,1999.0,2007.0,0.03152,2058.72317,Uncontrolled,1.0,40.292,Low,Not Rated,2014.0,0.0934,10.2,11.8,6.840000000000002,28.840000000000003,2.4821329158544545
4624,SOAD02398,Lyndrassia,No,Flood Risk Reduction,Earth,11.668,0.22,17615.0,2001.0,1980.0,0.06501,2772.48489,Uncontrolled,1.0,34.092,Low,Not Rated,2017.0,0.0569,9.3,15.0,16.6,40.900000000000006,2.495876226574183
7945,SOAD17327,Lyndrassia,Yes,Other,Rockfill,47.708,0.295,535000.0,1974.0,1994.0,0.20882,2.66329,Uncontrolled,5.0,13.344,Low,Satisfactory,2007.0,0.0349,37.1,16.4,13.52,67.02,2.503825346454978
391,SOAD04788,Lyndrassia,No,Grade Stabilization,Earth,12.7,0.078,7550.0,2004.0,2008.0,0.05713,961.44769,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.068,7.6,18.5,11.74,37.84,2.506315423846245
2518,SOAD10796,Lyndrassia,No,Flood Risk Reduction,Earth,6.909,0.19,12570.0,1999.0,2007.0,0.01182,229.04294,Uncontrolled,1.0,34.092,Low,Not Rated,2014.4,0.0711,20.0,6.4,11.74,38.14,2.5158470088243483
6171,SOAD19260,Lyndrassia,No,Irrigation,Earth,6.82,0.697,26693.0,1975.0,2005.0,0.01182,426.1264,Uncontrolled,0.0,37.794,Low,Not Rated,2016.8,0.0686,4.9,10.8,18.7,34.4,2.5289182364940643
4243,SOAD19450,Lyndrassia,Yes,Other,Earth,8.88,0.682,0.0,2007.0,2006.0,0.0453099999999999,0.0,Missing,0.0,58.722,Low,Missing,2017.2,0.0723,12.7,9.8,34.9,57.4,2.529921951889992
3850,SOAD19908,Lyndrassia,No,Flood Risk Reduction,Earth,12.723,0.133,22378.0,2005.0,2011.0,0.0591,189.09359,Uncontrolled,0.0,30.416,Low,Not Rated,2016.8,0.0786,5.2,6.4,21.46,33.06,2.534983560293913
1862,SOAD00489,Lyndrassia,No,Flood Risk Reduction,Earth,9.179,0.123,12220.0,2003.0,2005.0,0.08077,3787.19838,Uncontrolled,1.0,34.092,Low,Not Rated,2014.4,0.0713,7.7,18.7,11.74,38.14,2.549122178852558
2061,SOAD00260,Lyndrassia,No,Flood Risk Reduction,Earth,10.445,0.18,15623.0,1994.0,1999.0,0.20094,892.20215,Uncontrolled,1.0,33.882,Low,Not Rated,2015.0,0.0674,14.6,9.9,11.74,36.24,2.558871629834176
530,SOAD09862,Lyndrassia,No,Grade Stabilization,Earth,11.674,0.11,9745.0,1989.0,2007.0,0.00788,237.03281,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.0759,12.8,6.2,17.5,36.5,2.5606333762407303
72,SOAD06864,Lyndrassia,No,Grade Stabilization,Earth,12.755,0.072,4515.0,1994.0,1972.0,0.0788,3129.36575,Uncontrolled,5.0,31.858,Low,Not Rated,2017.4,0.078,6.1,17.5,12.7,36.3,2.5631538793444637
5780,SOAD12211,Lyndrassia,No,Flood Risk Reduction,Earth,10.71,0.167,24912.0,2000.0,1973.0,0.05713,2167.91806,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2015.4,0.0662,8.8,15.3,20.98,45.08,2.56343856304884
5680,SOAD19314,Lyndrassia,No,Flood Risk Reduction,Earth,9.784,0.185,23917.0,1993.0,2011.0,0.03349,1392.90067,Uncontrolled,0.0,34.092,Low,Not Rated,2014.0,0.0803,11.2,6.0,22.14,39.34,2.568400308787823
1008,SOAD13195,Lyndrassia,No,Flood Risk Reduction,Earth,8.257,0.178,9132.0,1987.0,2008.0,0.05713,1347.62474,Uncontrolled,0.0,34.092,Low,Not Rated,2014.8,0.0708,6.3,18.4,11.74,36.44,2.574018618762493
275,SOAD05917,Lyndrassia,No,Grade Stabilization,Earth,11.608,0.091,8857.0,1992.0,2008.0,0.07289,2370.3281,Uncontrolled,0.0,34.092,Low,Not Rated,2017.2,0.0663,9.6,14.4,11.74,35.74,2.5742550203204155
7283,SOAD15170,Lyndrassia,No,Grade Stabilization,Earth,9.401,0.27,22994.0,1976.0,2004.0,0.08668,1225.1134,Uncontrolled,0.0,39.738,Low,Not Rated,2015.2,0.0746,8.2,8.0,20.12,36.32,2.5766764748096467
93,SOAD18712,Lyndrassia,No,Grade Stabilization,Earth,10.397,0.088,5645.0,1998.0,2009.0,0.05319,945.46795,Uncontrolled,0.0,30.416,Low,Not Rated,2015.2,0.0796,5.4,5.0,21.14,31.54,2.5852867631614207
3002,SOAD14565,Lyndrassia,No,Recreation,Earth,9.638,0.133,15000.0,1972.0,2003.0,0.03349,1941.53841,Uncontrolled,0.0,18.902,Low,Not Rated,2014.0,0.0677,9.9,10.4,8.1,28.4,2.58749116063118
5505,SOAD06219,Lyndrassia,No,Flood Risk Reduction,Earth,11.721,0.25,28856.0,1999.0,1972.0,0.00788,1555.36136,Uncontrolled,5.0,56.726,Low,Not Rated,2016.4,0.0383,24.5,22.6,15.4,62.5,2.5910299737006426
5960,SOAD09699,Lyndrassia,No,Fish and Wildlife Pond,Earth,7.697,0.245,26000.0,1969.0,1991.0,0.05713,3046.80376,Uncontrolled,0.0,39.738,Low,Not Rated,2014.0,0.0692,7.8,7.8,20.88,36.48,2.597618923187256
3645,SOAD13956,Lyndrassia,Yes,Recreation,Earth,16.023,0.0,36848.600000000006,1960.0,2008.0,0.04137,0.0,Missing,5.0,23.822,Low,Satisfactory,2014.0,0.0486,29.7,16.7,5.4,51.8,2.608188622444868
4759,SOAD04032,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.759,0.142,8800.0,1999.0,2006.0,0.04334,1611.29045,Uncontrolled,0.0,31.001999999999995,Low,Not Rated,2014.4,0.0712,10.2,15.2,11.74,37.14,2.6374262738227845
860,SOAD16360,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.025,0.116,11800.0,2002.0,2000.0,0.03546,846.92622,Uncontrolled,0.0,34.092,Low,Not Rated,2016.2,0.0596,8.9,16.4,16.6,41.9,2.6419218227267263
222,SOAD00617,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.178,0.133,9370.0,2002.0,2006.0,0.06698,1811.0372,Uncontrolled,0.0,34.092,Low,Not Rated,2014.4,0.0679,15.1,15.3,11.74,42.14,2.6435617972910403
4130,SOAD06681,Lyndrassia,No,Flood Risk Reduction,Earth,11.56,0.16,26498.0,2003.0,1972.0,0.04334,4005.58816,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2017.6,0.0591,20.3,9.0,17.6,46.900000000000006,2.6446617588400843
3100,SOAD10663,Lyndrassia,No,Flood Risk Reduction,Earth,8.061,0.183,14766.0,1995.0,2008.0,0.08077,964.11098,Uncontrolled,0.0,34.092,Low,Not Rated,2014.8,0.0714,6.4,20.5,11.74,38.64,2.6564312517642974
1332,SOAD12841,Lyndrassia,No,Missing,Gravity,8.202,0.297,30000.0,1965.0,1966.0,0.07683,2.66329,Uncontrolled,5.0,97.338,Low,Satisfactory,2018.0,0.0418,28.0,19.9,8.360000000000001,56.26,2.667013727054
1504,SOAD01049,Lyndrassia,No,Grade Stabilization,Earth,12.634,0.14,20979.0,2004.0,2007.0,0.01773,138.49108,Uncontrolled,0.0,34.092,Low,Not Rated,2017.0,0.0636,5.2,19.2,16.6,41.0,2.668681778013706
259,SOAD16015,Lyndrassia,No,Grade Stabilization,Earth,9.496,0.114,7448.0,1995.0,2009.0,0.07683,2474.19641,Uncontrolled,0.0,34.092,Low,Not Rated,2017.0,0.0652,8.5,12.0,16.6,37.1,2.6703866675496104
2656,SOAD08194,Lyndrassia,No,Flood Risk Reduction,Earth,8.635,0.147,14449.0,2003.0,1973.0,0.01576,90.55186,Uncontrolled,5.0,54.45399999999999,Low,Not Rated,2015.4,0.0673,20.0,4.9,20.98,45.88,2.6908578135073187
3237,SOAD01308,Lyndrassia,No,Flood Risk Reduction,Earth,12.762,0.173,26029.0,2004.0,1981.0,0.0591,1067.97929,Uncontrolled,5.0,48.05,Low,Not Rated,2015.4,0.0796,7.9,16.4,12.04,36.34,2.697282386869192
4993,SOAD12880,Lyndrassia,No,Fish and Wildlife Pond,Earth,7.69,0.213,45800.0,1973.0,1954.0,0.11032,0.0,Missing,5.0,87.47200000000001,Low,Poor,2016.0,0.07,12.2,5.6,21.54,39.34,2.7190259347856047
5841,SOAD08182,Lyndrassia,No,Flood Risk Reduction,Earth,11.395,0.223,30952.0,1999.0,1972.0,0.01576,822.95661,Uncontrolled,5.0,56.726,Low,Not Rated,2016.4,0.0361,24.1,23.6,15.4,63.1,2.728891772776842
3538,SOAD09975,Lyndrassia,Yes,Other,Earth,17.499,0.13,90000.0,1980.0,1992.0,0.03349,0.0,Uncontrolled,5.0,39.52,Low,Satisfactory,2007.0,0.0224,31.2,65.3,6.1,102.6,2.734660021215677
4944,SOAD19171,Lyndrassia,No,Grade Stabilization,Earth,8.311,0.19,17353.0,1978.0,2004.0,0.02561,838.93635,Uncontrolled,0.0,39.738,Low,Not Rated,2015.8,0.0688,12.7,6.0,20.72,39.42,2.741773786693812
60,SOAD04209,Lyndrassia,Yes,Missing,Earth,15.981,0.222,30000.0,1980.0,1989.0,0.01773,0.0,Uncontrolled,5.0,17.474,Low,Satisfactory,2007.0,0.0474,42.4,12.0,5.040000000000003,59.44,2.7418838122487066
147,SOAD17879,Lyndrassia,No,Grade Stabilization,Earth,9.817,0.083,5922.0,1991.0,2008.0,0.0394,529.9947099999999,Uncontrolled,0.0,34.092,Low,Not Rated,2016.0,0.0688,9.1,18.9,11.74,39.74,2.749265481978655
7335,SOAD14945,Lyndrassia,No,Flood Risk Reduction,Earth,8.164,0.117,8000.0,1974.0,1966.0,0.04334,2250.48005,Uncontrolled,5.0,115.862,Low,Not Rated,2017.4,0.0507,22.2,6.8,19.0,48.0,2.7555962204933167
5723,SOAD00895,Lyndrassia,No,Grade Stabilization,Earth,8.566,0.177,17964.0,1996.0,2009.0,0.03349,897.52873,Uncontrolled,0.0,34.092,Low,Not Rated,2017.0,0.0595,17.4,5.6,16.919999999999998,39.92,2.7828149259090424
81,SOAD05526,Lyndrassia,No,Grade Stabilization,Earth,11.089,0.087,5713.0,2006.0,2007.0,0.00788,1118.5818,Uncontrolled,0.0,30.416,Low,Not Rated,2014.4,0.0824,5.9,5.1,26.72,37.72,2.78836007297039
