,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Total Loss Given Failure,Expected Loss Value
7032,SOAD15574,Navaldia,Yes,Water Supply,Earth,7.763,0.583,109200.0,1922.0,1990.0,1.16821,133.1645,Uncontrolled,2.0,1.512000000000004,High,Unsatisfactory,2022.0,0.149,616.6,750.2,43.8,1410.6,210.1794
2714,SOAD12843,Navaldia,Yes,Recreation,Rockfill,4.333,0.05,96100.0,1919.0,1993.0,0.2758,7.98987,Missing,1.0,4.406000000000002,High,Poor,2010.8,0.1336,701.7,862.0,8.9,1572.6,210.09936
8465,SOAD01698,Navaldia,Yes,Flood Risk Reduction,Earth,7.869,0.333,97928.6,1962.0,2005.0,4.6886,34.62277,Missing,1.0,6.978,High,Unsatisfactory,2019.0,0.1391,786.5,706.6,13.2,1506.3,209.52633
8572,SOAD10517,Navaldia,No,Navigation,Gravity,11.119,0.227,66000.0,1995.0,2007.0,6.56601,33711.92482,Uncontrolled,5.0,1.64,Significant,Not Available,2018.6,0.1375,841.1,660.3,7.160000000000004,1508.5600000000002,207.42700000000005
8808,SOAD13482,Navaldia,Yes,Missing,Missing,0.0,0.1296,50800.0,1940.0,2005.0,1.640222,12.78379199999972,Missing,3.0,5.435999999999998,High,Not Rated,2022.0,0.128,803.5,798.5,17.3,1619.3,207.2704
7574,SOAD06551,Navaldia,Yes,Recreation,Earth,9.464,0.15,672292.0000000001,1970.0,2005.0,1.01258,7.98987,Missing,1.0,4.564,High,Fair,2019.8,0.1317,714.7,825.1,6.2,1546.0000000000002,203.60820000000004
2911,SOAD02910,Navaldia,Yes,Missing,Missing,0.0,0.9088,0.0,1956.0,2008.0,2.932148,0.0,Missing,3.0,4.417999999999999,High,Not Rated,2018.0,0.1449,860.6,513.3,20.56,1394.46,202.057254
8679,SOAD05673,Navaldia,Yes,Water Supply,Buttress,33.499,0.355,214020.0,1923.0,1995.0,15.89002,183.76701,Uncontrolled,2.0,5.59,High,Unsatisfactory,2022.0,0.1301,924.3,591.6,18.1,1534.0,199.5734
884,SOAD19572,Navaldia,Yes,Missing,Missing,4.835,0.2096,212756.6,1957.0,2004.0,1.529508,13.84910799999966,Uncontrolled,4.0,5.934000000000001,High,Not Rated,2017.0,0.1422,884.8,497.2,16.520000000000003,1398.52,198.869544
8687,SOAD19600,Navaldia,Yes,Flood Risk Reduction,Earth,40.197,0.374,2004184.0,1950.0,2003.0,0.76042,1185.16405,Controlled,1.0,20.85,High,Poor,2022.0,0.1343,622.6,798.6,51.5,1472.7,197.78361
4406,SOAD19483,Navaldia,Yes,Water Supply,Earth,3.372,0.467,25184.60000000001,1900.0,1986.0,0.38809,2.66329,Uncontrolled,2.0,3.22,Significant,Unsatisfactory,2022.0,0.1886,291.9,727.8,26.8,1046.5,197.3699
242,SOAD18436,Navaldia,Yes,Flood Risk Reduction,Rockfill,4.352,0.101,155300.0,1975.0,1994.0,2.469986,26.6329,Missing,1.0,6.851999999999999,High,Satisfactory,2018.6,0.1104,823.1,929.1,27.02,1779.22,196.425888
8665,SOAD02721,Navaldia,Yes,Hydroelectric,Earth,14.933,0.723,592022.6,1931.0,1998.0,6.05972,15449.74529,Missing,5.0,2.3279999999999994,High,Not Rated,2023.0,0.1145,797.0,854.7,51.4,1703.1,195.00495000000004
8740,SOAD00826,Navaldia,Yes,Water Supply,Earth,31.954,1.233,755366.2,1954.0,1987.0,13.45313,1763.09798,Uncontrolled,4.0,2.4239999999999995,High,Not Rated,2019.0,0.1549,611.6,575.4,70.3,1257.3,194.75577
7737,SOAD06499,Navaldia,Yes,Flood Risk Reduction,Earth,10.139,1.113,101285.0,1975.0,2000.0,0.28368,26.6329,Uncontrolled,2.0,1.56,Significant,Fair,2018.0,0.137,502.6,885.7,16.56,1404.86,192.46582000000004
8707,SOAD16174,Navaldia,Yes,Recreation,Earth,29.16,2.13,1596899.0000000002,1967.0,2009.0,10.62421,69.24554,Controlled,5.0,7.931999999999997,High,Not Rated,2019.0,0.1174,939.4,688.2,9.1,1636.6999999999998,192.14858
4668,SOAD18311,Navaldia,No,Irrigation,Other,3.432,0.083,6939.999999999971,1905.0,1982.0,0.40385,0.0,Uncontrolled,2.0,5.710000000000001,Significant,Not Rated,2014.0,0.1744,670.6,398.6,32.0,1101.2,192.04928
6625,SOAD15489,Navaldia,Yes,Flood Risk Reduction,Earth,11.385,0.759,90030.0,1964.0,1997.0,0.28565,7.98987,Uncontrolled,5.0,1.66,High,Not Rated,2021.0,0.1164,692.3,935.7,19.66,1647.66,191.787624
8674,SOAD14293,Navaldia,Yes,Water Supply,Earth,37.426,0.667,1104400.0,1940.0,2004.0,4.94273,151.80753,Missing,1.0,6.568000000000001,High,Poor,2015.8,0.1233,949.4,579.3,23.0,1551.6999999999998,191.32461
7674,SOAD04440,Navaldia,Yes,Flood Risk Reduction,Earth,15.28,0.7,101583.0,1966.0,1998.0,0.26989,31.95948,Uncontrolled,2.0,5.453999999999999,High,Unsatisfactory,2022.0,0.1405,422.2,916.5,14.619999999999996,1353.32,190.14146
7101,SOAD13687,Navaldia,Yes,Water Supply,Earth,19.523,0.27,405729.0,1893.0,2006.0,0.3506599999999999,37.28606,Missing,1.0,1.0760000000000003,High,Fair,2018.2,0.1209,601.4,919.5,49.8,1570.7,189.89763
8584,SOAD19986,Navaldia,Yes,Flood Risk Reduction,Earth,17.273,1.167,253920.0,1966.0,2004.0,4.0779,109.19489,Missing,2.0,6.244,High,Unsatisfactory,2022.0,0.1562,642.3,548.4,14.92,1205.62,188.317844
7288,SOAD14088,Navaldia,Yes,Recreation,Earth,8.886,0.067,126026.0,1851.0,2006.0,0.79982,106.5316,Missing,1.0,6.425999999999998,High,Poor,2016.8,0.1204,674.6,859.8,8.6,1543.0,185.7772
8420,SOAD19282,Navaldia,Yes,Water Supply,Masonry,9.3,0.081,21840.0,1891.0,2007.0,3.26823,61.25567,Missing,1.0,4.198,High,Poor,2020.8,0.1436,558.3,695.4,38.1,1291.7999999999995,185.50248
8670,SOAD11178,Navaldia,Yes,Flood Risk Reduction,Earth,16.392,0.847,167566.6,1962.0,1966.0,10.40948,194.42017,Uncontrolled,5.0,2.296,High,Not Rated,2023.0,0.0962,942.7,952.1,30.08,1924.88,185.173456
8735,SOAD01733,Navaldia,Yes,Water Supply,Earth,32.824,0.365,896260.0000000002,1952.0,2009.0,10.05488,316.93151,Missing,1.0,3.620000000000001,High,Satisfactory,2015.2,0.113,912.6,667.1,56.7,1636.4,184.9132
5,SOAD04980,Navaldia,Yes,Flood Risk Reduction,Earth,0.0,0.1202,186684.0,1987.0,2005.0,1.326992,4.793922000000066,Missing,1.0,6.286,High,Not Rated,2021.2,0.1131,874.0,743.5,8.44,1625.94,183.893814
8856,SOAD16340,Navaldia,Yes,Irrigation,Buttress,67.588,0.913,9686360.0,1941.0,1994.0,144.59011999999998,100560.50382,Missing,5.0,31.898,High,Not Rated,2023.0,0.1215,904.1,571.6,30.3,1506.0,182.979
8422,SOAD13934,Navaldia,Yes,Recreation,Earth,23.642,0.413,246779.8,1960.0,1998.0,3.89469,2.66329,Missing,5.0,0.0,Significant,Not Rated,2020.0,0.1441,793.8,463.9,9.5,1267.1999999999998,182.60352
7939,SOAD02404,Navaldia,Yes,Recreation,Earth,6.508,0.167,496280.0000000001,1971.0,2001.0,3.04956,53.2658,Missing,1.0,0.6559999999999988,High,Poor,2018.0,0.1046,925.6,811.5,8.3,1745.4,182.56884
6935,SOAD18711,Navaldia,Yes,Irrigation,Earth,7.637,0.767,126285.4,1950.0,1993.0,0.42355,39.94935,Uncontrolled,4.0,7.220000000000001,High,Not Rated,2020.0,0.1418,454.4,812.9,19.6,1286.9,182.48242
8827,SOAD16591,Navaldia,No,Water Supply,Earth,40.768,5.08,15687500.0,1979.0,1994.0,37.97372,3281.17328,Uncontrolled,5.0,19.794,High,Not Available,2019.6,0.1044,945.7,746.3,49.4,1741.4,181.80216
8431,SOAD14974,Navaldia,Yes,Other,Earth,32.272,0.607,1008600.0,1957.0,2007.0,5.616864,0.0,Missing,1.0,5.554000000000002,High,Satisfactory,2013.2,0.1111,875.5,702.7,49.32000000000001,1627.52,180.817472
3897,SOAD20281,Navaldia,Yes,Irrigation,Earth,8.17,0.341,84366.0,1925.0,1975.0,0.24625,58.59238,Uncontrolled,2.0,2.148,High,Poor,2021.0,0.1205,616.1,871.5,10.8,1498.4,180.5572
6688,SOAD12083,Navaldia,Yes,Water Supply,Earth,4.877,0.03,82885.0,1919.0,2009.0,0.3506599999999999,5.32658,Missing,1.0,2.442,High,Poor,2020.6,0.1329,510.4,800.6,41.5,1352.5,179.74724999999998
8647,SOAD16961,Navaldia,Yes,Flood Risk Reduction,Earth,17.458,1.133,178636.0,1962.0,1981.0,8.25233,106.5316,Uncontrolled,4.0,6.174000000000003,High,Not Rated,2023.0,0.1182,695.8,799.6,24.8,1520.2,179.68764000000002
4587,SOAD12398,Navaldia,Yes,Recreation,Earth,3.166,0.135,99827.6,1928.0,2005.0,0.25807,2.66329,Missing,1.0,5.209999999999999,High,Fair,2019.2,0.1168,614.5,914.0,4.6,1533.1,179.06608
6557,SOAD04150,Navaldia,Yes,Recreation,Earth,4.597,0.195,519940.0000000001,1960.0,2007.0,0.65207,18.64303,Missing,1.0,6.126000000000001,High,Poor,2017.2,0.1268,694.2,709.1,7.9,1411.2000000000005,178.94016000000002
8703,SOAD15720,Navaldia,Yes,Other,Earth,20.59,1.573,723000.0,1975.0,1997.0,11.07534,154.47082,Uncontrolled,5.0,9.022,High,Fair,2022.0,0.1031,946.8,760.8,27.56,1735.16,178.894996
8062,SOAD13312,Navaldia,Yes,Recreation,Earth,12.184,0.167,91303.8,1964.0,2006.0,1.10123,15.97974,Uncontrolled,1.0,3.145999999999997,High,Fair,2019.6,0.1189,553.9,940.9,6.0,1500.8,178.44512
5341,SOAD09092,Navaldia,Yes,Recreation,Earth,6.79,0.183,99113.6,1954.0,2005.0,0.29944,23.96961,Missing,1.0,0.4220000000000006,High,Fair,2018.8,0.1083,711.7,921.6,9.1,1642.4,177.87192
8545,SOAD09687,Navaldia,Yes,Flood Risk Reduction,Earth,27.534,0.3,101884.0,1987.0,2010.0,4.002646,348.89099,Missing,1.0,4.2940000000000005,High,Satisfactory,2015.2,0.1044,914.6,781.6,6.780000000000001,1702.98,177.79111200000003
5146,SOAD07740,Navaldia,Yes,Recreation,Earth,3.049,0.06,105160.0,1919.0,2009.0,0.6126699999999999,21.30632,Missing,1.0,4.235999999999999,High,Poor,2019.2,0.1227,637.3,801.6,8.5,1447.4,177.59598000000005
7481,SOAD10045,Navaldia,Yes,Flood Risk Reduction,Earth,12.323,0.534,108566.39999999998,1955.0,1998.0,0.97909,21.30632,Uncontrolled,2.0,5.443999999999997,High,Unsatisfactory,2022.0,0.1301,480.5,858.9,21.68,1361.0800000000002,177.07650800000002
7620,SOAD00880,Navaldia,Yes,Missing,Earth,14.597,0.933,112356.6,1944.0,1992.0,0.38021,26.6329,Uncontrolled,2.0,10.384,High,Unsatisfactory,2022.0,0.1629,441.1,625.3,14.56,1080.96,176.088384
7264,SOAD18435,Navaldia,Yes,Flood Risk Reduction,Earth,31.932,0.417,268880.2,1976.0,2008.0,7.075451999999999,47.93922,Missing,1.0,7.850000000000001,High,Poor,2019.0,0.1257,808.1,574.4,17.419999999999998,1399.92,175.96994400000003
5611,SOAD01531,Navaldia,Yes,Recreation,Earth,4.288,0.098,132040.0,1910.0,2009.0,0.51614,111.85818,Missing,1.0,1.7360000000000009,High,Poor,2020.0,0.1166,574.1,930.2,3.0,1507.3000000000002,175.75118
314,SOAD15124,Navaldia,Yes,Debris Control,Earth,6.722,0.307,155191.6,1958.0,2009.0,4.698843999999999,18.64303,Missing,1.0,3.256,High,Fair,2020.8,0.1211,620.7,823.4,5.140000000000001,1449.24,175.502964
1398,SOAD01575,Navaldia,Yes,Missing,Missing,9.44,0.133,117632.6,2001.0,2001.0,5.429319999999999,16.512398000000303,Uncontrolled,2.0,5.764000000000001,High,Poor,2022.0,0.12,595.6,849.0,17.68,1462.28,175.47359999999998
7511,SOAD05173,Navaldia,Yes,Flood Risk Reduction,Earth,19.874,0.56,126430.0,1960.0,2002.0,0.27974,26.6329,Uncontrolled,5.0,3.5879999999999974,High,Fair,2022.0,0.1257,599.1,768.8,24.2,1392.1,174.98697
5335,SOAD04251,Navaldia,Yes,Recreation,Earth,4.214,0.188,83220.0,1964.0,2010.0,0.26004,10.65316,Uncontrolled,2.0,9.014,High,Poor,2019.0,0.1144,683.8,836.1,9.5,1529.4,174.96336000000002
8377,SOAD05735,Navaldia,Yes,Water Supply,Earth,30.974,0.2,978469.0,1920.0,2005.0,1.13472,42.61264,Missing,1.0,3.856,High,Fair,2020.2,0.131,714.3,586.9,31.1,1332.2999999999995,174.53129999999996
8196,SOAD15270,Navaldia,Yes,Recreation,Earth,12.018,0.267,664292.0,1971.0,2006.0,1.28641,122.51134,Missing,1.0,5.183999999999999,High,Fair,2019.8,0.1259,713.1,668.1,4.1,1385.3,174.40927000000002
7537,SOAD02645,Navaldia,Yes,Flood Risk Reduction,Earth,16.31,0.8,170370.0,1967.0,1993.0,0.32899,37.28606,Uncontrolled,5.0,4.720000000000001,High,Not Rated,2021.0,0.125,568.7,797.4,26.26,1392.36,174.045
8575,SOAD03092,Navaldia,Yes,Water Supply,Earth,18.813,0.467,668680.0000000002,1975.0,2009.0,3.02592,47.93922,Missing,1.0,1.487999999999996,High,Fair,2020.6,0.1066,882.3,677.7,68.4,1628.4,173.58744000000002
7242,SOAD10367,Navaldia,No,Tailings,Earth,9.125,0.884,0.0,1960.0,2007.0,1.546056,4335.83612,Missing,0.0,0.16,High,Not Available,2018.4,0.1036,738.2,919.4,8.6,1666.1999999999998,172.61831999999998
6570,SOAD06684,Navaldia,Yes,Water Supply,Earth,8.565,1.977,254000.0,1964.0,2003.0,0.4334,0.0,Missing,5.0,1.0579999999999998,High,Not Rated,2021.0,0.1059,681.1,892.0,56.0,1629.1,172.52168999999998
8564,SOAD18952,Navaldia,Yes,Recreation,Earth,19.109,0.453,235713.6,1970.0,2005.0,2.04289,130.50121,Missing,1.0,1.3180000000000014,High,Fair,2019.2,0.1051,682.8,951.7,6.2,1640.7,172.43757
8616,SOAD19190,Navaldia,Yes,Water Supply,Earth,48.688,0.359,787508.0,1941.0,2005.0,2.5216,159.79739999999998,Missing,1.0,1.3179999999999978,High,Fair,2017.8,0.1193,505.6,914.1,20.9,1440.6,171.86358
8574,SOAD17509,Navaldia,Yes,Other,Earth,105.869,0.733,11617127.2,1986.0,2001.0,0.77815,2.66329,Missing,1.0,9.914,High,Not Rated,2018.4,0.1211,639.4,753.6,25.12,1418.12,171.734332
5125,SOAD16348,Navaldia,Yes,Recreation,Earth,8.754,0.375,100820.0,1942.0,1990.0,0.31914,13.31645,Uncontrolled,2.0,1.5379999999999967,High,Unsatisfactory,2022.0,0.1464,485.6,682.2,3.4,1171.2000000000005,171.46368000000004
8677,SOAD15466,Navaldia,No,Navigation,Gravity,19.756,0.231,0.0,1964.0,2000.0,11.84364,37030.38416,Controlled,5.0,7.8,Significant,Not Available,2020.4,0.1498,895.4,233.5,13.84,1142.74,171.18245199999998
205,SOAD16204,Navaldia,Yes,Flood Risk Reduction,Concrete,3.708,0.067,101884.0,2003.0,2003.0,0.641432,2.66329,Missing,1.0,3.738,High,Satisfactory,2014.8,0.1081,681.6,892.8,5.819999999999999,1580.22,170.821782
8120,SOAD04695,Navaldia,Yes,Water Supply,Earth,28.038,0.375,628080.0,1970.0,2010.0,0.75845,66.58225,Missing,1.0,3.276,High,Poor,2019.8,0.1285,385.0,894.9,48.1,1328.0,170.648
8394,SOAD07174,Navaldia,Yes,Recreation,Earth,11.039,0.933,140580.0,1922.0,1995.0,2.52751,106.5316,Uncontrolled,2.0,5.622,High,Unsatisfactory,2022.0,0.1426,654.0,533.8,5.0,1192.8,170.09328
6894,SOAD16605,Navaldia,Yes,Recreation,Earth,9.361,0.292,116636.6,1966.0,1997.0,0.43734,18.64303,Uncontrolled,2.0,3.1060000000000016,High,Unsatisfactory,2023.0,0.1455,404.2,760.8,3.0,1168.0,169.944
5857,SOAD06374,Navaldia,No,Missing,Earth,6.709,0.398,119800.0,1948.0,1993.0,10.192386,4879.147279999999,Missing,0.0,1.59,High,Not Available,2015.0,0.1495,898.5,220.8,16.76,1136.06,169.84097
308,SOAD04769,Navaldia,Yes,Other,Earth,6.448,0.075,63059.99999999997,1954.0,2010.0,0.469648,2.66329,Missing,1.0,2.442,High,Satisfactory,2019.2,0.116,573.2,882.7,7.479999999999997,1463.38,169.75208000000003
4825,SOAD02946,Navaldia,Yes,Recreation,Earth,4.351,0.083,327526.0,1919.0,2006.0,0.57721,7.98987,Missing,1.0,2.6239999999999988,High,Fair,2018.6,0.1128,574.8,917.5,5.4,1497.7,168.94056
8615,SOAD04403,Navaldia,Yes,Other,Earth,21.515,1.6,1079828.6,1957.0,1988.0,6.90288,21.30632,Uncontrolled,5.0,0.16,High,Not Rated,2023.0,0.097,852.0,864.0,25.26,1741.26,168.90222
7230,SOAD19563,Navaldia,Yes,Flood Risk Reduction,Earth,12.881,0.247,160724.0,1967.0,2008.0,4.620438,13.31645,Missing,1.0,6.856,High,Satisfactory,2017.2,0.1054,949.4,646.1,6.18,1601.68,168.817072
5724,SOAD16999,Navaldia,Yes,Irrigation,Earth,6.914,0.217,22800.0,1945.0,2008.0,0.36051,10.65316,Uncontrolled,2.0,4.642000000000001,High,Unsatisfactory,2022.0,0.1235,578.7,746.2,38.5,1363.4,168.37990000000002
8548,SOAD00966,Navaldia,Yes,Irrigation,Earth,14.684,1.283,89833.99999999999,1917.0,1981.0,5.89227,87.88857,Uncontrolled,5.0,4.118,High,Not Rated,2023.0,0.1055,814.0,740.7,40.5,1595.2,168.2936
8681,SOAD04985,Navaldia,Yes,Hydroelectric,Earth,28.035,3.213,1800000.0,1963.0,2012.0,11.68604,66.58225,Controlled,5.0,19.83,High,Not Rated,2023.0,0.1083,588.4,940.6,20.9,1549.9,167.85417
6301,SOAD17946,Navaldia,Yes,Recreation,Earth,6.53,0.383,14765.0,1959.0,2007.0,0.52599,5.32658,Missing,1.0,2.1020000000000003,High,Poor,2020.6,0.1319,309.7,952.4,8.1,1270.1999999999998,167.53937999999997
8395,SOAD18957,Navaldia,Yes,Flood Risk Reduction,Earth,14.426,1.933,224700.0,1955.0,1984.0,2.90181,58.59238,Uncontrolled,2.0,9.659999999999998,High,Poor,2017.0,0.1362,719.2,492.5,13.900000000000002,1225.6,166.92672000000002
131,SOAD13575,Navaldia,Yes,Flood Risk Reduction,Earth,7.119,0.043,112867.6,1972.0,2008.0,29.154818,2.66329,Missing,1.0,2.8719999999999963,High,Fair,2021.2,0.0961,793.5,928.7,7.140000000000001,1729.34,166.18957400000002
5784,SOAD04707,Navaldia,Yes,Recreation,Earth,10.701,0.142,67660.0,1970.0,2006.0,0.27383,7.98987,Missing,1.0,1.9479999999999968,High,Poor,2017.2,0.1121,553.5,920.7,7.6,1481.8,166.10978
6770,SOAD19342,Navaldia,Yes,Other,Earth,62.2,0.423,1663338.6,1960.0,2009.0,1.606338,2.66329,Missing,1.0,6.691999999999998,High,Fair,2019.6,0.1101,750.7,735.0,19.2,1504.9,165.68949
8757,SOAD16619,Navaldia,Yes,Hydroelectric,Earth,30.977,1.973,1471899.0000000002,1969.0,2004.0,27.92278,458.08588,Controlled,5.0,23.066,High,Not Rated,2023.0,0.1235,489.0,839.4,12.52,1340.92,165.60362
8427,SOAD11260,Navaldia,Yes,Water Supply,Earth,16.084,0.683,79746.0,1953.0,1976.0,2.21034,95.87844,Uncontrolled,2.0,18.392,Significant,Poor,2020.0,0.1695,608.1,362.6,5.5,976.2,165.46590000000003
10,SOAD12910,Navaldia,Yes,Missing,Missing,0.0,0.0747999999999999,8400.0,1950.0,2009.0,0.1997580000000001,21.838978,Missing,2.0,3.4239999999999995,Significant,Unsatisfactory,2021.0,0.1771,453.8,472.6,7.300000000000002,933.7,165.35827
7976,SOAD07612,Navaldia,Yes,Recreation,Earth,9.714,0.2,40000.0,1830.0,2009.0,1.39673,29.29619,Missing,1.0,3.3619999999999983,High,Poor,2019.4,0.1401,333.4,835.3,8.0,1176.6999999999998,164.85566999999998
8851,SOAD18571,Navaldia,Yes,Water Supply,Earth,49.875,6.1,41082000.0,1969.0,1993.0,125.96968,29708.99995,Missing,2.0,1.69,High,Poor,2019.0,0.1169,636.7,706.6,65.7,1409.0000000000002,164.71210000000002
8618,SOAD04129,Navaldia,No,Navigation,Gravity,12.46,0.517,0.0,1934.0,1990.0,9.80666,87201.44118,Uncontrolled,5.0,1.67,Significant,Not Available,2019.2,0.1054,856.7,682.1,21.6,1560.4,164.46616
6856,SOAD00813,Navaldia,Yes,Flood Risk Reduction,Earth,10.276,0.475,69000.0,1953.0,2006.0,0.68359,13.31645,Uncontrolled,5.0,2.25,High,Not Rated,2023.0,0.1233,415.1,902.3,14.36,1331.76,164.206008
17,SOAD16049,Navaldia,Yes,Debris Control,Gravity,4.704,0.027,144182.4,1966.0,2009.0,29.355757999999994,2.66329,Missing,1.0,2.901999999999997,High,Fair,2020.8,0.1113,662.4,805.4,6.32,1474.12,164.06955599999998
7788,SOAD11642,Navaldia,Yes,Water Supply,Earth,24.926,0.448,657408.9999999999,1898.0,2008.0,0.86483,21.30632,Missing,1.0,3.432000000000002,High,Fair,2019.4,0.1093,688.6,784.9,26.4,1499.9,163.93907000000002
7198,SOAD11977,Navaldia,Yes,Other,Earth,135.888,1.367,16617511.2,1984.0,2003.0,0.29944,0.0,Missing,1.0,12.02,High,Satisfactory,2022.4,0.1048,676.4,836.1,48.48,1560.98,163.59070400000002
6499,SOAD12057,Navaldia,Yes,Recreation,Earth,13.125,0.21,53020.0,1932.0,2006.0,0.36839,10.65316,Missing,1.0,1.4480000000000004,High,Poor,2019.6,0.1414,356.9,797.0,3.0,1156.9,163.58566000000002
