,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Total Loss Given Failure,Expected Loss Value
848,SOAD00919,Flumevale,Yes,Water Supply,Earth,21.151,0.152,61000.0,1975.0,2008.0,0.05713,2.66329,Missing,0.5,24.928,Low,Fair,2017.0,0.10104093,14.8,11.3,25.9,52.0,5.254128336906433
789,SOAD14669,Flumevale,Yes,Water Supply,Earth,4.755,0.117,0.0,1980.0,1999.0,0.1182,21.30631999999992,Missing,0.5,60.65599999999999,Low,Fair,2017.0,0.10489658,32.6,10.3,7.2,50.10000000000001,5.255318791419269
2084,SOAD13465,Flumevale,Yes,Irrigation,Earth,15.939,0.317,59393.0,1914.0,1967.0,0.0591,0.0,Missing,6.0,40.72,Low,Satisfactory,2021.0,0.07157487,5.0,67.5,1.0,73.5,5.260752707719803
156,SOAD03938,Flumevale,Yes,Water Supply,Earth,12.983,0.11,18672.0,1980.0,2002.0,0.01773,0.0,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.10274504,27.9,14.1,9.3,51.3,5.270820616185665
1051,SOAD07006,Flumevale,Yes,Fish and Wildlife Pond,Earth,14.281,0.292,25200.0,1978.0,2004.0,0.13396,151.80753,Missing,5.0,37.348,Low,Poor,2018.0,0.08601207,8.5,19.8,33.58,61.88,5.322427068650723
473,SOAD12395,Flumevale,Yes,Irrigation,Earth,12.393,0.22,27882.0,1967.0,2008.0,0.0591,7.98987,Uncontrolled,6.0,33.16,Low,Not Rated,2014.6,0.068943694,11.8,55.5,9.9,77.2,5.322453194856644
1838,SOAD07548,Flumevale,Yes,Water Supply,Earth,9.374,0.048,0.0,1944.0,2005.0,0.1812399999999999,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.11100981,12.7,14.8,20.8,48.3,5.36177364885807
1602,SOAD13197,Flumevale,Yes,Other,Earth,28.191,0.2,500000.0,1970.0,2012.0,0.10244,0.0,Missing,0.5,13.422,Low,Satisfactory,2017.0,0.09739192,23.9,7.4,24.0,55.3,5.385773082077503
1194,SOAD08395,Flumevale,Yes,Irrigation,Earth,12.573,0.1,8158.600000000006,1969.0,1995.0,0.02561,55.92909,Missing,6.0,39.79,Low,Satisfactory,2015.0,0.06718593,7.1,54.6,18.7,80.4,5.401748844981194
1245,SOAD09341,Flumevale,Yes,Water Supply,Earth,16.983,0.183,28000.0,1968.0,2007.0,0.1182,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.10096963,5.9,6.7,41.2,53.8,5.432165959477424
346,SOAD16706,Flumevale,Yes,Other,Gravity,8.426,0.488,9000.0,1989.0,2013.0,0.07683,40.48200799999995,Missing,0.5,11.005999999999998,Low,Satisfactory,2017.0,0.100572184,18.6,5.2,30.28,54.08,5.438943696022034
902,SOAD09719,Flumevale,Yes,Debris Control,Earth,20.406,0.269,367800.0,1997.0,2002.0,0.06698,5.32658,Missing,0.5,20.256,Low,Satisfactory,2017.0,0.098438345,14.2,13.7,27.62,55.52,5.46529690861702
838,SOAD17335,Flumevale,Yes,Missing,Missing,3.636,0.517,8618.99999999997,2021.0,2003.0,0.06698,0.0,Controlled,6.0,22.646,Low,Fair,2015.0,0.0826762,33.5,6.6,26.28,66.38,5.48804629266262
515,SOAD16907,Flumevale,Yes,Fish and Wildlife Pond,Earth,10.969,0.067,25780.0,1956.0,2003.0,0.05713,0.0,Uncontrolled,6.0,52.1,Low,Fair,2021.0,0.071916446,7.0,52.5,16.82,76.32,5.488663165569305
1573,SOAD05775,Flumevale,Yes,Water Supply,Earth,5.142,0.08,2500.0,1925.0,2005.0,0.16351,0.0,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.099307664,36.5,8.5,10.3,55.3,5.491713804751634
1217,SOAD05738,Flumevale,Yes,Irrigation,Earth,3.421,0.209,25000.0,2016.0,2003.0,0.08668,0.0,Missing,0.0,42.412,Low,Not Rated,2017.0,0.09008918,47.6,6.3,7.6,61.5,5.540484543889761
2452,SOAD15665,Flumevale,No,Hydroelectric,Earth,8.053,0.055,6664.399999999994,1923.0,1964.0,0.0630399999999995,8.522527999999738,Missing,3.0,34.142,Low,Satisfactory,2023.0,0.09637182,6.4,12.6,38.84,57.84,5.574146187901497
1154,SOAD05429,Flumevale,Yes,Irrigation,Earth,4.244,0.492,96765.8,2018.0,2019.0,0.0985,7.98987,Uncontrolled,6.0,16.268,Low,Fair,2020.0,0.07866311,30.8,13.2,27.3,71.3,5.608679795265197
1460,SOAD15713,Flumevale,Yes,Water Supply,Earth,17.479,0.137,600000.0,1982.0,2010.0,0.08471,7.98987,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.10074973,29.0,6.6,20.4,56.0,5.641984939575195
628,SOAD17694,Flumevale,No,Flood Risk Reduction,Rockfill,4.219,0.2,16275.0,1962.0,1972.0,0.1757239999999997,249.2839439999998,Missing,5.0,12.602,Low,Not Available,2017.8,0.08301235,17.8,6.6,43.9,68.3,5.669743498414754
1829,SOAD05497,Flumevale,Yes,Water Supply,Earth,18.689,0.175,90000.0,1979.0,2006.0,0.11623,2.66329,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.09935069,40.8,6.6,10.0,57.4,5.702729654312134
1408,SOAD06085,Flumevale,Yes,Water Supply,Earth,16.206,0.081,17650.0,1965.0,2006.0,0.12805,10.65316,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.10290203,43.6,5.0,6.9,55.5,5.711062800139189
1569,SOAD19124,Flumevale,Yes,Irrigation,Earth,7.303,0.077,98225.2,2012.0,2007.0,0.19306,58.59238,Uncontrolled,6.0,25.284,Low,Fair,2021.0,0.07688061,30.8,11.4,32.1,74.30000000000001,5.712229432910681
1013,SOAD04419,Flumevale,Yes,Missing,Earth,5.435,1.093,96412.8,1980.0,2008.0,0.09653,0.0,Uncontrolled,6.0,34.462,Low,Fair,2021.0,0.082478404,27.0,20.9,22.1,70.0,5.773488283157349
2194,SOAD14540,Flumevale,No,Irrigation,Earth,3.099,0.323,3170.7999999999884,1980.0,1996.0,0.1087439999999997,66.58225,Controlled,10.0,25.012,Low,Not Rated,2014.0,0.08618534,16.4,6.2,44.5,67.1,5.783036553114652
901,SOAD02803,Flumevale,Yes,Other,Earth,11.605,0.155,35000.0,1940.0,2005.0,0.09456,2.66329,Missing,0.5,16.168,Low,Satisfactory,2017.0,0.09923333,5.9,18.8,33.84,58.540000000000006,5.809119096994401
254,SOAD06179,Flumevale,Yes,Other,Buttress,8.738,0.048,0.0,1919.0,2005.0,0.07486,6296.01756,Missing,0.5,12.675999999999998,Low,Satisfactory,2017.0,0.1056375,5.7,18.3,31.02,55.02,5.812175150960684
1210,SOAD16278,Flumevale,Yes,Water Supply,Earth,15.221,0.203,130000.0,1911.0,2003.0,0.08471,2.66329,Missing,0.5,13.21,Low,Satisfactory,2017.0,0.100838535,18.4,16.9,22.4,57.7,5.818383442610503
1818,SOAD07019,Flumevale,Yes,Irrigation,Earth,7.108,0.2,29245.0,1951.0,2002.0,0.12805,0.0,Missing,6.0,33.55,Low,Not Rated,2017.4,0.07942996,11.7,59.3,2.4,73.4,5.830159191787243
482,SOAD02466,Flumevale,Yes,Water Supply,Gravity,11.327,0.083,2648.0,1968.0,2007.0,0.06895,197.08346,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.09624223,10.2,9.3,41.8,61.3,5.899648494273424
956,SOAD01445,Flumevale,Yes,Flood Risk Reduction,Earth,8.349,0.667,85000.0,2007.0,2005.0,0.09653,95.87844,Missing,0.5,12.52,Low,Satisfactory,2017.0,0.09708585,28.7,5.3,27.14,61.14,5.935828774273396
1746,SOAD16705,Flumevale,Yes,Flood Risk Reduction,Earth,34.723,0.25,149000.0,1994.0,1999.0,0.12805,13.31645,Missing,0.5,0.0,Low,Satisfactory,2017.0,0.09735849,18.9,19.9,22.46,61.26,5.964180947095156
836,SOAD10215,Flumevale,Yes,Water Supply,Earth,11.309,0.225,29225.0,1953.0,2005.0,0.1871499999999999,5.32658,Missing,0.5,16.154,Low,Satisfactory,2017.0,0.101323195,17.0,5.2,36.7,58.900000000000006,5.967936173826456
167,SOAD09286,Flumevale,Yes,Water Supply,Earth,12.729,0.467,184800.0,1983.0,2006.0,0.0197,3.1959479999998166,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.100707486,20.8,22.0,16.9,59.7,6.012236930429936
543,SOAD11794,Flumevale,Yes,Water Supply,Earth,11.525,0.24,18000.0,1969.0,2001.0,0.0591,13.31645,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.10236867,17.8,18.0,23.3,59.1,6.049988262355328
2052,SOAD01771,Flumevale,Yes,Water Supply,Earth,17.019,0.3,85700.0,1955.0,2006.0,0.23443,5.32658,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.09994053,27.7,11.1,21.9,60.7,6.066390229016543
170,SOAD17849,Flumevale,Yes,Water Supply,Earth,14.9,0.14,24000.0,1937.0,2005.0,0.01576,0.0,Missing,0.5,16.154,Low,Satisfactory,2017.0,0.10218726,16.2,11.4,31.8,59.400000000000006,6.069923302531243
2206,SOAD03213,Flumevale,Yes,Water Supply,Earth,12.769,0.13,12000.0,1926.0,2005.0,0.24034,7.98987,Missing,0.5,15.868,Low,Satisfactory,2017.0,0.10152641,26.4,4.9,28.5,59.8,6.071279281377792
1526,SOAD17025,Flumevale,Yes,Water Supply,Earth,21.253,0.106,47688.0,1967.0,2006.0,0.08077,5.32658,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.10446577,8.1,22.6,27.5,58.2,6.079907682538033
936,SOAD20095,Flumevale,Yes,Fish and Wildlife Pond,Earth,2.821,0.1,3700.0,1912.0,1995.0,0.20094,0.0,Uncontrolled,5.0,28.64,Low,Unsatisfactory,2018.0,0.078774095,34.5,17.4,25.7,77.6,6.11286973953247
1468,SOAD16008,Flumevale,Yes,Other,Earth,14.104,0.723,98000.0,1990.0,2010.0,0.14578,0.0,Missing,0.5,11.006000000000002,Low,Satisfactory,2017.0,0.09952707,9.7,15.7,36.12,61.52,6.122905250191689
548,SOAD03895,Flumevale,Yes,Water Supply,Earth,10.876,0.25,0.0,1882.0,1987.0,0.03546,0.0,Missing,0.5,3.0479999999999983,Low,Satisfactory,2017.0,0.11256746,9.9,5.8,39.2,54.900000000000006,6.179953665286304
640,SOAD07211,Flumevale,Yes,Water Supply,Earth,17.573,1.2,0.0,1999.0,2007.0,0.0886499999999999,0.5326580000000831,Missing,0.5,16.274,Low,Satisfactory,2017.0,0.11068923,16.8,13.0,26.6,56.400000000000006,6.242872586846352
873,SOAD07550,Flumevale,Yes,Other,Earth,21.885,0.717,138000.0,2005.0,2006.0,0.0591,0.0,Missing,0.5,10.6,Low,Satisfactory,2017.0,0.09948479,28.3,6.0,28.56,62.86,6.253613672554493
559,SOAD17018,Flumevale,Yes,Other,Earth,17.678,0.433,155000.0,1971.0,2005.0,0.05122,0.0,Missing,0.5,10.6,Low,Satisfactory,2017.0,0.09757244,6.3,14.7,43.24,64.24000000000001,6.268053444027902
