ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Total Loss Given Failure,Expected Loss Value
SOAD14437,Navaldia,Yes,Missing,Earth,9.103,0.067,22475.79999999999,1964.0,2000.0,0.7580560000000003,5.32658,Missing,2.0,36.442,Significant,Fair,2020.4,0.14394818,333.9,179.7,7.34,520.9399999999999,74.9883661726117
SOAD15410,Navaldia,Yes,Other,Earth,0.0,0.138,57004.4,1940.0,2012.0,0.1079560000000001,10.65316,Missing,2.0,16.86,Significant,Poor,2017.6,0.15191603,39.4,421.5,5.540000000000001,466.44,70.85971166610717
SOAD17553,Navaldia,Yes,Recreation,Earth,3.419,0.1636,13663.800000000016,1982.0,2012.0,0.1702080000000001,2.66329,Missing,2.0,53.806,Significant,Not Rated,2018.2,0.12766556,271.6,123.8,5.6,401.00000000000006,51.193891331553466
SOAD18532,Navaldia,Yes,Recreation,Earth,0.0,1.7377999999999998,7696.400000000023,1951.0,2009.0,1.966848,5.326579999999922,Missing,2.0,69.49000000000001,Significant,Not Rated,2016.6,0.12388863,429.3,42.4,3.0,474.7,58.809931091964245
SOAD14594,Navaldia,Yes,Recreation,Earth,2.825,0.067,19381.399999999998,1947.0,2014.0,0.06501,13.31645,Missing,2.0,14.444,Significant,Poor,2019.0,0.14547688,6.7,235.1,5.2,247.0,35.93278878927231
SOAD16049,Navaldia,Yes,Debris Control,Gravity,4.704,0.027,144182.4,1966.0,2009.0,29.355757999999994,2.66329,Missing,1.0,2.901999999999997,High,Fair,2020.8,0.106941104,662.4,805.4,6.32,1474.12,157.64402013301847
SOAD02827,Navaldia,Yes,Recreation,Earth,3.001,0.163,5550.0,1958.0,1993.0,0.00591,0.0,Uncontrolled,4.0,5.428000000000001,High,Fair,2023.0,0.086866915,40.3,690.1,4.6,735.0,63.84718269109726
SOAD04177,Navaldia,Yes,Flood Risk Reduction,Earth,7.397,0.025,71402.40000000002,1999.0,2005.0,0.0216699999999998,2.66329,Missing,2.0,28.04,Significant,Satisfactory,2013.2,0.12683406,185.5,218.2,13.8,417.5,52.95322202146053
SOAD08152,Navaldia,Yes,Missing,Missing,3.452,0.047,58728.0,1999.0,2006.0,0.1828159999999998,10.653159999999616,Uncontrolled,5.0,4.605999999999998,High,Fair,2021.0,0.08086373,611.0,934.6,9.66,1555.26,125.76412335008382
SOAD10896,Navaldia,Yes,Recreation,Earth,3.556,0.06,21134.0,1973.0,2014.0,0.00394,2.66329,Missing,2.0,19.204,Significant,Satisfactory,2019.0,0.12945528,28.1,103.3,4.6,136.0,17.605918526649475
SOAD17150,Navaldia,Yes,Flood Risk Reduction,Earth,6.819,0.067,67348.6,1948.0,1996.0,0.0,0.0,Uncontrolled,5.0,0.16,High,Fair,2021.0,0.08729786,39.2,851.5,33.48,924.18,80.67893330454825
SOAD17354,Navaldia,Yes,Missing,Earth,10.606,0.053,54547.0,2008.0,1999.0,0.02364,0.0,Uncontrolled,5.0,1.67,Significant,Fair,2022.0,0.10172033,8.0,865.3,36.0,909.3,92.4942988872528
SOAD02782,Navaldia,Yes,Flood Risk Reduction,Earth,4.227,0.083,20094.79999999999,1991.0,2012.0,0.00591,2.66329,Missing,2.0,16.942,Significant,Fair,2020.2,0.13996737,47.1,418.9,17.939999999999998,483.94,67.73580761164426
SOAD14624,Navaldia,Yes,Flood Risk Reduction,Earth,3.41,0.063,45610.20000000001,1985.0,2010.0,0.0114259999999997,2.66329,Missing,2.0,30.834000000000003,Significant,Fair,2020.8,0.13775118,373.8,255.4,12.14,641.34,88.34533982723951
SOAD15975,Navaldia,No,Missing,Earth,5.836,0.027,11242.600000000006,1957.0,1993.0,0.00394,0.0,Uncontrolled,3.0,7.359999999999998,Significant,Not Rated,2014.0,0.103213035,13.3,322.8,19.46,355.56,36.698426571786406
SOAD13160,Navaldia,Yes,Missing,Earth,2.784,0.133,125512.6,1938.0,2004.0,0.01379,0.0,Uncontrolled,2.0,1.61,High,Poor,2022.0,0.121964484,36.1,107.1,19.46,162.66,19.838743041157723
SOAD14607,Navaldia,No,Missing,Earth,5.355,0.123,33219.659999999974,1965.0,1985.0,0.00788,0.0,Uncontrolled,4.0,8.590000000000002,Significant,Not Rated,2014.0,0.08789646,7.9,446.3,18.66,472.86,41.56271951034665
SOAD15607,Navaldia,Yes,Flood Risk Reduction,Earth,6.12,0.04,76780.0,1992.0,2010.0,0.0185179999999998,2.66329,Missing,2.0,26.782,Significant,Satisfactory,2012.6,0.1223437,186.3,161.6,14.420000000000002,362.32,44.32756817162037
SOAD18799,Navaldia,Yes,Flood Risk Reduction,Earth,3.336,0.123,44391.4,1994.0,2011.0,0.7107759999999996,2.66329,Missing,1.0,4.107999999999999,High,Satisfactory,2018.6,0.09422118,532.3,925.3,7.960000000000003,1465.56,138.08679573744536
SOAD01460,Navaldia,Yes,Missing,Earth,9.399,0.133,68675.4,1948.0,2015.0,0.0,2.66329,Uncontrolled,2.0,3.584,High,Poor,2021.0,0.12904707,41.8,596.3,4.34,642.4399999999999,82.90499706387519
SOAD07202,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.746,0.11,12164.599999999977,1990.0,1991.0,0.00788,0.0,Uncontrolled,5.0,8.437999999999999,Significant,Not Rated,2014.0,0.057982173,19.0,308.6,17.4,345.0,20.003849621862173
SOAD10724,Navaldia,Yes,Missing,Missing,4.217,0.143,24073.0,2021.0,2015.0,0.00788,2.663289999999733,Uncontrolled,5.0,4.380000000000001,Significant,Fair,2021.0,0.10415543,7.5,369.0,14.2,390.7,40.69352599605918
SOAD14722,Navaldia,Yes,Flood Risk Reduction,Earth,3.556,0.053,111344.0,1998.0,2008.0,0.6414320000000002,7.98987,Missing,1.0,6.932,High,Satisfactory,2012.4,0.10051057,625.3,716.1,5.819999999999999,1347.22,135.40984664857388
SOAD20423,Navaldia,Yes,Flood Risk Reduction,Earth,3.25,0.117,105589.60000000002,1994.0,2006.0,1.692624,2.66329,Missing,1.0,2.5380000000000003,High,Fair,2021.2,0.10519596,632.1,897.7,6.92,1536.7200000000005,161.65673855960375
SOAD00063,Navaldia,No,Recreation,Earth,3.509,0.0,4633.0,1982.0,2000.0,0.0,0.0,Missing,2.0,14.946000000000002,Significant,Not Rated,2014.0,0.12236738,36.1,42.1,5.5,83.7,10.242149877548218
SOAD04234,Navaldia,Yes,Flood Risk Reduction,Earth,4.295,0.1,82160.19999999998,1948.0,2003.0,0.0,0.0,Uncontrolled,5.0,0.0,High,Fair,2021.0,0.08246223,42.9,263.9,28.06,334.86,27.613301947563887
SOAD05848,Navaldia,Yes,Recreation,Earth,4.178,0.067,55668.40000000002,1973.0,2014.0,0.00591,2.66329,Missing,2.0,17.712,Significant,Poor,2020.6,0.15050118,25.0,424.5,6.3,455.8,68.59843634665013
SOAD12960,Navaldia,Yes,Water Supply,Earth,6.807,0.067,27085.0,1915.0,2008.0,0.00788,10.65316,Missing,1.0,0.8300000000000018,High,Poor,2017.6,0.12500411,35.4,874.2,17.0,926.6,115.82881084680558
SOAD13126,Navaldia,Yes,Missing,Missing,5.159,0.117,535685.2000000002,2007.0,2010.0,0.01773,0.0,Uncontrolled,5.0,5.664,High,Fair,2021.0,0.080812596,37.4,797.4,14.62,849.42,68.64383511140942
SOAD20772,Navaldia,Yes,Flood Risk Reduction,Missing,8.209,0.083,67140.20000000004,1934.0,1999.0,0.0,0.0,Uncontrolled,5.0,4.331999999999999,High,Fair,2020.0,0.07739024,37.9,914.9,29.1,981.9,75.98947532325982
SOAD01504,Navaldia,Yes,Missing,Missing,3.262,0.173,532945.2000000002,2007.0,2010.0,0.01576,1.0653159999997115,Uncontrolled,5.0,5.663999999999998,High,Fair,2019.0,0.08805272,26.0,594.1,11.8,631.9,55.64051366150379
SOAD05174,Navaldia,Yes,Flood Risk Reduction,Earth,8.942,0.09,67412.6,1967.0,1999.0,0.0,0.0,Uncontrolled,5.0,0.16,High,Fair,2021.0,0.08072647,27.2,305.0,29.44,361.64,29.193919552266596
SOAD06379,Navaldia,No,Missing,Earth,7.121,0.024,27063.0,1983.0,1989.0,0.00591,0.0,Uncontrolled,4.0,7.754000000000001,Significant,Not Rated,2014.0,0.08639792,23.1,392.8,6.040000000000001,421.94000000000005,36.45473985388875
SOAD09118,Navaldia,Yes,Recreation,Earth,7.888,0.1,45592.19999999998,1978.0,2002.0,0.02955,23.96961,Uncontrolled,2.0,22.602,Significant,Satisfactory,2016.0,0.12298506,5.9,71.8,8.3,86.0,10.57671494781971
SOAD10640,Navaldia,Yes,Flood Risk Reduction,Earth,3.884,0.058,4140.0,2009.0,2013.0,0.00788,0.0,Uncontrolled,5.0,27.818,Significant,Fair,2022.0,0.11925289,9.4,124.5,22.2,156.1,18.615376183390616
SOAD11247,Navaldia,Yes,Recreation,Earth,3.242,0.04,6225.8000000000175,1936.0,2012.0,0.02167,2.66329,Missing,2.0,71.978,Significant,Fair,2018.8,0.14170967,6.1,252.1,6.0,264.2,37.43969492614269
SOAD11707,Navaldia,No,Missing,Earth,5.459,0.039,20419.66000000006,1958.0,1987.0,0.00788,0.0,Uncontrolled,4.0,7.880000000000001,Significant,Not Rated,2014.0,0.09360454,32.1,400.2,21.92,454.22,42.51705521032214
SOAD15867,Navaldia,Yes,Recreation,Earth,5.156,0.183,33232.600000000035,1982.0,2002.0,0.03349,2.66329,Missing,1.0,1.3079999999999965,High,Fair,2021.2,0.10488907,15.5,887.5,8.2,911.2,95.57492284178734
SOAD04965,Navaldia,No,Missing,Missing,4.496,0.07,6175.0,2009.0,1999.0,0.0196999999999998,157.1341100000002,Uncontrolled,3.0,10.563999999999998,Significant,Fair,2023.0,0.10856752,127.5,319.7,22.0,469.2,50.93988084197044
SOAD05893,Navaldia,Yes,Other,Earth,7.354,0.048,20926.400000000023,1963.0,2012.0,0.00788,7.98987,Missing,2.0,45.976,Significant,Not Rated,2015.8,0.14299369,17.2,74.7,19.62,111.52,15.946656150817871
SOAD12488,Navaldia,No,Other,Earth,4.199,0.043,9563.660000000003,1945.0,1984.0,0.00788,0.0,Uncontrolled,3.0,12.628,Significant,Not Rated,2014.0,0.0998066,44.7,473.7,6.700000000000001,525.1,52.40844530239701
SOAD18907,Navaldia,Yes,Flood Risk Reduction,Earth,4.068,0.125,88360.99999999997,1986.0,2007.0,4.331242,2.66329,Missing,1.0,5.221999999999998,High,Satisfactory,2014.2,0.09410285,862.4,828.4,4.619999999999997,1695.4199999999998,159.5438574166596
SOAD00892,Navaldia,Yes,Flood Risk Reduction,Earth,4.974,0.147,79902.0,1993.0,2009.0,0.0157599999999997,2.66329,Missing,2.0,41.834,Significant,Not Rated,2015.6,0.121854715,310.9,31.4,19.98,362.28,44.14552616804838
SOAD11305,Navaldia,Yes,Recreation,Earth,5.32,0.067,44100.0,1933.0,2011.0,0.00591,7.98987,Missing,1.0,2.9239999999999995,High,Satisfactory,2014.6,0.09207256,42.2,713.7,5.9,761.8000000000001,70.14087726175785
SOAD14530,Navaldia,Yes,Flood Risk Reduction,Earth,3.487,0.16,36351.80000000002,1979.0,1999.0,0.0890440000000003,2.66329,Missing,2.0,30.72,Significant,Fair,2021.0,0.13241738,388.0,302.4,16.740000000000002,707.14,93.63762666583061
SOAD15004,Navaldia,Yes,Recreation,Earth,6.437,0.05,37393.0,1948.0,2009.0,0.00985,2.66329,Missing,1.0,4.276,High,Fair,2021.6,0.106115334,12.8,805.9,7.1,825.8,87.63004259914159
SOAD15153,Navaldia,Yes,Recreation,Earth,6.847,0.067,29628.60000000001,1965.0,2012.0,0.01182,2.66329,Missing,2.0,10.446,Significant,Satisfactory,2014.4,0.11849667,43.1,350.0,8.7,401.8,47.61196253597736
SOAD15297,Navaldia,Yes,Recreation,Earth,3.795,0.037,8322.200000000012,1935.0,2012.0,0.01576,2.66329,Missing,2.0,51.054,Significant,Fair,2018.8,0.13912842,27.9,276.7,6.6,311.2,43.29676330089569
SOAD20131,Navaldia,Yes,Recreation,Earth,3.533,0.15,49309.59999999998,1936.0,1991.0,0.01773,0.0,Uncontrolled,5.0,1.61,High,Not Rated,2021.0,0.07331519,43.2,904.3,4.7,952.2,69.81072228848934
SOAD00226,Navaldia,Yes,Flood Risk Reduction,Earth,8.065,0.083,80768.40000000001,1965.0,2011.0,0.00985,0.0,Missing,2.0,12.108,Significant,Satisfactory,2016.2,0.12434754,18.4,339.5,13.64,371.54,46.20008417785168
SOAD01190,Navaldia,Yes,Recreation,Earth,5.321,0.133,51355.600000000006,1968.0,1975.0,0.00788,0.0,Uncontrolled,5.0,3.876,High,Not Rated,2020.0,0.06763068,9.5,590.0,3.1,602.6,40.754246813058856
SOAD04969,Navaldia,Yes,Missing,Missing,3.854,0.073,50066.00000000003,1932.0,2005.0,0.01773,25.567584000000124,Uncontrolled,2.0,9.61,Significant,Unsatisfactory,2023.0,0.1709779,14.6,169.9,21.84,206.34,35.27958099871874
SOAD06606,Navaldia,Yes,Flood Risk Reduction,Earth,9.137,0.067,97416.4,1989.0,2010.0,0.0224579999999994,2.66329,Missing,2.0,12.428,Significant,Satisfactory,2016.0,0.120691165,217.4,441.6,14.1,673.1,81.23722338229418
SOAD09548,Navaldia,Yes,Missing,Concrete,4.184,0.03,52925.4,1991.0,2001.0,0.01773,2.66329,Uncontrolled,5.0,1.0979999999999954,High,Satisfactory,2022.0,0.06743793,39.9,900.3,7.360000000000001,947.56,63.90148674666881
SOAD10931,Navaldia,Yes,Water Supply,Earth,8.504,0.055,57165.00000000003,1915.0,2007.0,0.01773,10.65316,Missing,1.0,1.7820000000000036,High,Poor,2020.0,0.12344251,41.7,670.2,16.5,728.4000000000001,89.91552303135396
SOAD11393,Navaldia,Yes,Flood Risk Reduction,Earth,6.931,0.09,56990.79999999999,1948.0,1998.0,0.0,0.0,Uncontrolled,5.0,0.16,High,Fair,2021.0,0.08430478,5.1,128.3,28.06,161.46,13.611849741339684
SOAD16710,Navaldia,Yes,Recreation,Stone,8.023,0.05,514845.2000000002,1886.0,2005.0,0.06501,47.93922,Missing,1.0,7.358,High,Fair,2018.8,0.095516115,22.7,612.4,7.2,642.3000000000001,61.350000938773164
SOAD19959,Navaldia,Yes,Recreation,Earth,5.04,0.083,6225.8000000000175,1888.0,2012.0,0.0551599999999998,2.66329,Missing,2.0,43.632000000000005,Significant,Fair,2018.8,0.13448396,124.5,308.9,3.9,437.3,58.80983712971211
SOAD00463,Navaldia,Yes,Flood Risk Reduction,Earth,3.213,0.028,14977.199999999984,1991.0,2013.0,0.0141839999999997,2.66329,Missing,2.0,37.650000000000006,Significant,Fair,2019.6,0.13758935,78.2,288.6,17.0,383.8,52.80679266154766
SOAD01251,Navaldia,Yes,Flood Risk Reduction,Concrete,5.496,0.167,81816.8,1995.0,2009.0,0.0,0.0,Uncontrolled,4.0,25.882,Significant,Fair,2019.0,0.13012624,19.3,311.1,18.02,348.42,45.33858379840851
SOAD01374,Navaldia,Yes,Flood Risk Reduction,Earth,3.889,0.117,98974.4,1974.0,2003.0,0.3486899999999999,0.0,Uncontrolled,2.0,22.218,Significant,Fair,2021.2,0.12781146,451.1,348.9,18.4,818.4,104.60090024471283
SOAD03552,Navaldia,Yes,Recreation,Earth,4.689,0.07,17277.400000000023,1982.0,2014.0,0.01576,5.32658,Missing,2.0,14.544,Significant,Poor,2016.4,0.14543779,18.6,32.5,6.1,57.2,8.319041699171066
SOAD05302,Navaldia,Yes,Recreation,Earth,6.739,0.073,58390.0,1986.0,1999.0,0.01773,0.0,Uncontrolled,5.0,7.18,Significant,Not Rated,2021.0,0.07286144,27.0,135.5,7.5,170.0,12.386444881558418
SOAD06430,Navaldia,Yes,Other,Missing,6.183,0.0802,0.0,1933.0,2011.0,0.2269439999999996,0.0,Missing,2.0,4.497999999999999,Significant,Not Rated,2021.0,0.14353555,342.4,186.7,10.96,540.06,77.51781151413917
SOAD08078,Navaldia,Yes,Flood Risk Reduction,Earth,6.5,0.2,70664.59999999998,1994.0,2009.0,0.0165480000000002,13.31645,Missing,2.0,16.098,Significant,Not Rated,2018.0,0.1451136,188.6,94.0,21.1,303.70000000000005,44.07100101262332
SOAD08991,Navaldia,Yes,Flood Risk Reduction,Earth,4.186,0.133,125784.0,1991.0,2004.0,0.580362,2.66329,Missing,2.0,14.420000000000002,Significant,Poor,2015.6,0.14066365,460.0,314.3,12.579999999999998,786.88,110.68541575431824
SOAD10981,Navaldia,Yes,Missing,Missing,5.126,0.092,541146.4000000001,1990.0,2004.0,0.01182,0.0,Uncontrolled,5.0,4.170000000000004,High,Fair,2021.0,0.09162514,15.6,865.9,5.66,887.16,81.28615841925144
SOAD14340,Navaldia,Yes,Missing,Missing,4.179,0.092,543748.4000000001,1990.0,2012.0,0.01182,0.0,Uncontrolled,5.0,4.170000000000004,High,Fair,2021.0,0.09455488,17.7,866.7,7.539999999999999,891.94,84.33727857127786
SOAD18953,Navaldia,Yes,Missing,Missing,3.234,0.183,535685.2000000002,2007.0,2012.0,0.02167,1.0653159999997115,Uncontrolled,5.0,5.664,High,Fair,2023.0,0.087386005,6.4,827.7,12.62,846.72,73.99147783756257
SOAD02260,Navaldia,Yes,Other,Earth,3.844,0.053,83169.0,1980.0,1999.0,0.06107,7.98987,Uncontrolled,5.0,5.774000000000001,Significant,Fair,2023.0,0.09276432,26.3,473.8,27.72,527.82,48.96286232113839
SOAD02426,Navaldia,Yes,Missing,Missing,5.107,0.06,37938.00000000003,2003.0,2008.0,0.00788,0.0,Uncontrolled,5.0,14.376,Significant,Fair,2023.0,0.10402487,7.0,106.8,20.76,134.56,13.997586801052094
SOAD03198,Navaldia,Yes,Recreation,Earth,7.737,0.087,10557.880000000005,1886.0,2012.0,0.01379,2.66329,Missing,1.0,6.7440000000000015,High,Fair,2020.6,0.10058845,16.7,579.3,6.7,602.7,60.624657817929986
SOAD08315,Navaldia,Yes,Flood Risk Reduction,Earth,5.768,0.033,47184.19999999998,2001.0,1999.0,0.00394,2.66329,Uncontrolled,2.0,6.249999999999998,Significant,Not Rated,2020.8,0.1326558,15.1,465.8,31.56,512.46,67.98079095482827
SOAD14643,Navaldia,Yes,Missing,Earth,2.899,0.0,55130.19999999998,1977.0,1993.0,0.0,0.0,Uncontrolled,5.0,2.96,High,Not Rated,2023.0,0.059581272,11.0,943.9,8.54,963.44,57.402980988621714
SOAD15493,Navaldia,Yes,Recreation,Earth,7.259,0.05,8322.200000000012,1931.0,2012.0,0.00788,2.66329,Missing,2.0,44.472,Significant,Fair,2019.2,0.13974681,25.8,384.0,8.9,418.7,58.511991426348686
SOAD15721,Navaldia,Yes,Recreation,Earth,3.34,0.092,49959.600000000006,1945.0,2012.0,0.02167,2.66329,Missing,2.0,17.562,Significant,Unsatisfactory,2021.0,0.16890806,47.1,308.9,7.5,363.5,61.39807966351509
SOAD16484,Navaldia,Yes,Flood Risk Reduction,Earth,1.775,0.25,44446.80000000002,1990.0,2012.0,0.00788,0.0,Missing,2.0,20.12,Significant,Fair,2019.6,0.14472006,15.2,259.5,16.58,291.28,42.15405983805656
SOAD17280,Navaldia,Yes,Flood Risk Reduction,Earth,5.731,0.157,17222.600000000006,1988.0,2014.0,0.00788,2.66329,Missing,2.0,13.562,Significant,Fair,2019.6,0.13806513,33.6,463.7,18.46,515.76,71.20847120046615
SOAD17404,Navaldia,Yes,Recreation,Earth,7.149,0.103,62883.0,1992.0,2011.0,0.4290660000000001,0.0,Missing,2.0,24.718,Significant,Poor,2016.2,0.14903148,369.0,339.1,5.3,713.4,106.31905439794063
SOAD18309,Navaldia,Yes,Recreation,Earth,15.943,0.08,18279.0,1934.0,2010.0,0.00394,2.66329,Uncontrolled,1.0,1.5799999999999983,High,Fair,2021.4,0.10849458,15.0,927.6,8.2,950.8,103.15664646625518
SOAD20514,Navaldia,Yes,Recreation,Concrete,4.016,0.027,52992.19999999998,1978.0,2003.0,0.01379,7.98987,Uncontrolled,2.0,17.566,Significant,Satisfactory,2018.6,0.12503906,36.0,167.3,7.8,211.1,26.39574470967054
SOAD01103,Navaldia,Yes,Recreation,Earth,9.308,0.119,21280.0,1955.0,2005.0,0.00591,0.0,Uncontrolled,5.0,4.75,High,Fair,2023.0,0.07905107,20.6,382.0,8.1,410.7000000000001,32.46627441421152
SOAD05612,Navaldia,Yes,Missing,Earth,8.192,0.117,38972.600000000006,1974.0,2016.0,0.01576,0.0,Uncontrolled,5.0,1.6380000000000017,High,Not Rated,2022.0,0.060203977,31.9,884.7,6.880000000000001,923.48,55.59716861456633
SOAD06989,Navaldia,Yes,Flood Risk Reduction,Earth,9.677,0.117,67267.40000000002,1934.0,1998.0,0.0,2.66329,Uncontrolled,5.0,0.16,High,Fair,2020.0,0.07709609,32.0,224.1,23.0,279.1,21.517518641054632
SOAD07069,Navaldia,Yes,Other,Earth,11.062,0.058,46922.20000000001,1982.0,2011.0,0.00394,0.0,Missing,2.0,11.108,Significant,Fair,2021.2,0.13194764,27.8,452.5,6.66,486.96,64.25322112083435
SOAD10319,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.331,0.167,14596.599999999948,1990.0,2000.0,0.01379,0.0,Uncontrolled,5.0,9.092000000000002,Significant,Not Rated,2016.0,0.06416093,18.5,176.5,17.4,212.4,13.627781134843827
SOAD10791,Navaldia,Yes,Missing,Missing,4.832,0.09,535685.2000000002,2007.0,2012.0,0.01379,0.0,Uncontrolled,5.0,5.664,High,Fair,2021.0,0.08717638,12.8,818.5,18.94,850.24,74.12084749221802
SOAD13594,Navaldia,Yes,Flood Risk Reduction,Earth,5.431,0.067,112436.6,1994.0,2005.0,1.376636,2.66329,Missing,1.0,12.296,High,Poor,2021.0,0.1266263,496.4,707.3,5.880000000000001,1209.58,153.16463733106852
SOAD13834,Navaldia,No,Missing,Earth,4.727,0.15,18818.20000000004,1990.0,1992.0,0.01379,19.17568800000004,Uncontrolled,3.0,14.328,Significant,Not Rated,2019.0,0.09216316,30.1,307.9,6.719999999999999,344.72,31.770484668016437
SOAD17371,Navaldia,Yes,Recreation,Arch,5.356,0.037,19228.600000000035,1927.0,2012.0,0.03349,13.31645,Missing,2.0,24.738,Significant,Fair,2015.6,0.12915608,33.9,252.4,5.4,291.7,37.67482937276363
SOAD02236,Navaldia,Yes,Debris Control,Earth,10.437,0.133,115761.0,1959.0,1990.0,3.5530919999999995,7.98987,Uncontrolled,1.0,7.548000000000002,High,Satisfactory,2021.4,0.09756625,721.2,807.1,17.0,1545.3000000000002,150.7691214680672
SOAD03922,Navaldia,Yes,Water Supply,Buttress,3.958,0.047,36202.80000000002,1973.0,1987.0,0.02955,19.17568800000004,Uncontrolled,5.0,0.16,Significant,Not Rated,2021.0,0.08222636,14.5,311.2,48.5,374.2,30.769103296101093
SOAD04924,Navaldia,Yes,Missing,Earth,6.356,0.093,48617.326,2003.0,1999.0,0.00788,0.0,Uncontrolled,5.0,5.549999999999999,Significant,Satisfactory,2023.0,0.07019037,32.5,436.1,6.040000000000003,474.64,33.315157256126405
SOAD11226,Navaldia,Yes,Flood Risk Reduction,Earth,6.142,0.09,91476.0,1988.0,2010.0,0.0185180000000002,2.66329,Missing,2.0,17.778000000000002,Significant,Satisfactory,2015.8,0.121942416,336.9,192.2,13.32,542.42,66.14400519639253
SOAD14453,Navaldia,No,Missing,Earth,3.548,0.133,18158.20000000001,1989.0,1992.0,0.02561,22.371635999999626,Uncontrolled,4.0,15.784000000000002,Significant,Not Rated,2020.0,0.097999595,21.4,70.1,13.939999999999998,105.44,10.33307730793953
SOAD15938,Navaldia,No,Recreation,Earth,3.964,0.05,39453.4,1970.0,1992.0,0.01182,0.0,Uncontrolled,4.0,13.864,Significant,Not Rated,2015.0,0.09040362,45.0,431.7,8.3,485.0,43.84575396776199
SOAD18293,Navaldia,Yes,Irrigation,Earth,4.836,0.158,42939.20000000001,1987.0,2008.0,0.01379,2.66329,Missing,1.0,9.010000000000002,High,Fair,2020.4,0.10172773,10.7,613.5,18.3,642.5,65.36006750538945
SOAD01060,Navaldia,Yes,Recreation,Earth,4.802,0.1,47940.0,1960.0,1988.0,0.02167,2.66329,Uncontrolled,5.0,1.814,High,Fair,2020.0,0.077055305,9.6,915.9,6.2,931.7,71.79242789447308
