ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Total Loss Given Failure,Expected Loss Value
SOAD11005,Navaldia,No,Flood Risk Reduction,Earth,16.88,2.235,2300000.0,1966.0,2009.0,0.0,0.0,Missing,5.0,9.016,High,Not Available,2018.0,0.0615,13.3,621.3,36.96,671.56,41.30094
SOAD11108,Flumevale,No,Flood Risk Reduction,Earth,6.122,0.307,163800.0,2005.0,1983.0,0.21275999999999984,234.3695200000002,Missing,5.0,13.72,Significant,Not Available,2015.8,0.1411,256.9,461.9,21.919999999999998,740.7199999999999,104.51559199999998
SOAD11302,Lyndrassia,Yes,Recreation,Earth,14.782,0.153,25600.00000000003,1996.0,1992.0,0.04925,3.1959479999998166,Uncontrolled,3.0,5.9719999999999995,High,Unsatisfactory,2010.0,0.1387,30.2,611.4,5.5,647.1,89.75277
SOAD11500,Lyndrassia,Yes,Missing,Earth,15.276,0.21760000000000002,52647.399999999994,1984.0,2000.0,0.14381,2.6632899999997335,Missing,2.0,6.58,High,Unsatisfactory,2009.6,0.1316,6.8,320.1,4.520000000000003,331.42,43.614872
SOAD12360,Lyndrassia,Yes,Recreation,Earth,16.119,0.4,89060.00000000001,1982.0,1998.0,0.04728,4.261263999999983,Uncontrolled,2.0,0.0,High,Unsatisfactory,2019.6,0.1421,30.9,948.3,6.5,985.6999999999999,140.06797
SOAD12606,Lyndrassia,Yes,Irrigation,Earth,15.807,0.317,99399.00000000001,2003.0,1998.0,0.44916,21.306319999999914,Uncontrolled,3.0,87.32,High,Not Rated,2016.2,0.1011,141.8,215.8,26.2,383.8,38.80218
SOAD12607,Lyndrassia,Yes,Recreation,Earth,17.347,0.1994,56000.0,1989.0,1990.0,0.06895,3.7286059999998997,Uncontrolled,3.0,3.323999999999998,High,Unsatisfactory,2007.0,0.1338,7.6,732.8,4.3,744.6999999999999,99.64085999999999
SOAD12910,Navaldia,Yes,Missing,Missing,0.0,0.07479999999999998,8400.0,1950.0,2009.0,0.1997580000000001,21.838977999999997,Missing,2.0,3.4239999999999995,Significant,Unsatisfactory,2021.0,0.1771,453.8,472.6,7.3000000000000025,933.7,165.35827
SOAD13361,Flumevale,No,Debris Control,Timber Crib,12.253,0.138,24797.00000000003,1941.0,2012.0,41.384972000000005,8734.525884,Uncontrolled,3.0,59.83,Significant,Not Rated,2022.2,0.1454,461.4,341.7,48.02,851.1199999999999,123.75284799999999
SOAD13714,Lyndrassia,Yes,Recreation,Earth,14.26,0.167,69200.00000000003,1988.0,1994.0,0.06304,3.1959479999998166,Uncontrolled,3.0,10.264,High,Unsatisfactory,2010.0,0.1413,39.5,576.5,3.6,619.6,87.54948
SOAD14020,Lyndrassia,Yes,Recreation,Earth,13.282,0.145,94000.00000000001,1976.0,1992.0,0.0394,14.914423999999826,Uncontrolled,3.0,21.46,High,Unsatisfactory,2007.0,0.1369,17.8,250.2,6.5,274.5,37.579049999999995
SOAD14215,Navaldia,Yes,Missing,Missing,0.0,0.3296,0.0,1947.0,2010.0,0.06264599999999998,5.32658,Missing,2.0,8.267999999999999,Significant,Not Rated,2019.0,0.1373,68.1,175.4,10.96,254.46,34.937358
SOAD14437,Navaldia,Yes,Missing,Earth,9.103,0.067,22475.79999999999,1964.0,2000.0,0.7580560000000003,5.32658,Missing,2.0,36.442,Significant,Fair,2020.4,0.1439,333.9,179.7,7.34,520.9399999999999,74.96326599999999
SOAD14563,Flumevale,No,Other,Rockfill,3.858,0.03,22320.20000000001,1899.0,1999.0,40.394456,8242.349891999998,Uncontrolled,2.0,34.268,Significant,Not Rated,2022.6,0.1324,223.3,368.4,44.81999999999999,636.52,84.27524799999999
SOAD14661,Lyndrassia,Yes,Recreation,Earth,14.285,0.18900000000000003,56439.99999999997,1896.0,2003.0,0.08668,7.989869999999883,Missing,1.0,3.2360000000000007,High,Unsatisfactory,2011.6,0.1388,10.0,755.7,3.7,769.4000000000001,106.79272000000002
SOAD14832,Lyndrassia,Yes,Recreation,Earth,13.691,0.225,80200.00000000003,2002.0,1990.0,0.17336,2.130632000000105,Uncontrolled,3.0,10.264,High,Unsatisfactory,2013.0,0.1534,26.0,495.2,5.2,526.4000000000001,80.74976000000002
SOAD15410,Navaldia,Yes,Other,Earth,0.0,0.138,57004.399999999994,1940.0,2012.0,0.10795600000000016,10.65316,Missing,2.0,16.86,Significant,Poor,2017.6,0.1527,39.4,421.5,5.540000000000001,466.44,71.225388
SOAD15761,Lyndrassia,No,Recreation,Earth,40.912,0.162,294000.0,1981.0,1994.0,2.786762,219.987754,Uncontrolled,1.0,17.39,High,Satisfactory,2019.0,0.0874,910.7,208.7,4.1,1123.5,98.1939
SOAD16079,Lyndrassia,Yes,Recreation,Earth,13.32,0.197,98213.00000000001,1983.0,1991.0,0.03349,3.7286059999998997,Uncontrolled,2.0,0.33399999999999963,High,Unsatisfactory,2016.4,0.1325,15.9,952.6,7.6,976.1,129.33325000000002
SOAD16467,Lyndrassia,Yes,Recreation,Earth,13.752,0.15,33060.00000000003,1981.0,1999.0,0.06304,4.261263999999983,Uncontrolled,3.0,0.6460000000000008,High,Unsatisfactory,2016.6,0.1381,33.2,932.1,8.7,974.0000000000001,134.50940000000003
SOAD16854,Lyndrassia,Yes,Recreation,Earth,13.08,0.292,25600.00000000003,1986.0,1992.0,0.05516,0.5326580000000831,Uncontrolled,3.0,13.52,High,Unsatisfactory,2009.8,0.1368,18.2,454.3,6.7,479.2,65.55456
SOAD17206,Lyndrassia,Yes,Other,Earth,12.642,0.133,77600.0,2002.0,1998.0,0.08077,3.1959479999998166,Uncontrolled,3.0,0.9879999999999995,High,Not Rated,2010.2,0.0951,27.1,863.9,5.98,896.98,85.30279800000001
SOAD17553,Navaldia,Yes,Recreation,Earth,3.419,0.16360000000000002,13663.800000000017,1982.0,2012.0,0.17020800000000014,2.66329,Missing,2.0,53.806,Significant,Not Rated,2018.2,0.1362,271.6,123.8,5.6,401.00000000000006,54.616200000000006
SOAD17601,Lyndrassia,Yes,Recreation,Earth,14.216,0.175,46400.0,2012.0,1992.0,0.03743,1.0653159999997115,Uncontrolled,2.0,1.54,High,Unsatisfactory,2008.6,0.1175,12.7,552.7,9.5,574.9000000000001,67.55075000000001
SOAD17642,Lyndrassia,Yes,Missing,Missing,14.396,0.1872,91072.6,2018.0,2003.0,2.587792,0.5326580000000831,Missing,3.0,9.43,High,Not Rated,2019.0,0.0792,939.5,181.0,53.56,1174.06,92.985552
SOAD18020,Lyndrassia,Yes,Missing,Earth,28.472,0.2636,0.0,1987.0,2005.0,0.734022,46.341245999999956,Missing,0.0,2.43,Significant,Satisfactory,2011.0,0.1325,375.1,318.3,16.6,710.0000000000001,94.07500000000002
SOAD18122,Flumevale,No,Other,Earth,13.878,0.073,273800.0,1949.0,1990.0,6.158614,413.8752659999998,Uncontrolled,1.0,0.16,High,Not Rated,2022.2,0.102,925.1,619.9,34.8,1579.8,161.13959999999997
SOAD18532,Navaldia,Yes,Recreation,Earth,0.0,1.7377999999999998,7696.400000000023,1951.0,2009.0,1.966848,5.326579999999922,Missing,2.0,69.49000000000001,Significant,Not Rated,2016.6,0.1365,429.3,42.4,3.0,474.7,64.79655
SOAD19679,Lyndrassia,Yes,Recreation,Earth,14.637,0.225,181004.99999999997,1979.0,2008.0,0.11426,2.6632899999997335,Uncontrolled,3.0,4.94,High,Not Rated,2012.4,0.111,30.4,927.7,4.9,963.0,106.893
SOAD00531,Flumevale,No,Hydroelectric,Concrete,5.452,2.467,61472.0,1988.0,1988.0,22.469032,545.4417919999999,Missing,1.0,16.83,Significant,Satisfactory,2023.0,0.1362,441.6,446.0,78.2,965.8000000000001,131.54196
SOAD08570,Flumevale,No,Missing,Concrete,3.451,0.6200000000000001,9339.799999999988,1963.0,1999.0,0.00788,4080.16028,Missing,1.0,8.870000000000001,Significant,Satisfactory,2023.0,0.1192,8.6,196.4,26.7,231.7,27.61864
SOAD09546,Flumevale,No,Hydroelectric,Missing,0.346,0.07339999999999997,0.0,1988.0,1987.0,0.05791800000000036,1159.596466,Missing,1.0,21.832,Significant,Not Available,2018.2,0.1111,112.7,257.4,5.32,375.41999999999996,41.709162
SOAD14594,Navaldia,Yes,Recreation,Earth,2.825,0.067,19381.399999999994,1947.0,2014.0,0.06501,13.31645,Missing,2.0,14.443999999999999,Significant,Poor,2019.0,0.1398,6.7,235.1,5.2,246.99999999999997,34.5306
SOAD15319,Flumevale,No,Hydroelectric,Rockfill,12.066,0.07340000000000008,236046.0,1965.0,2001.0,1.1556020000000002,35962.40487,Uncontrolled,1.0,75.25,Significant,Satisfactory,2023.0,0.1101,171.3,216.0,55.9,443.2,48.79632
SOAD16049,Navaldia,Yes,Debris Control,Gravity,4.704,0.027,144182.4,1966.0,2009.0,29.355757999999994,2.66329,Missing,1.0,2.9019999999999975,High,Fair,2020.8,0.1113,662.4,805.4,6.32,1474.12,164.06955599999998
SOAD19425,Flumevale,No,Flood Risk Reduction,Earth,27.419,0.347,220000.0,1971.0,1996.0,0.00788,322.25809000000027,Missing,1.0,6.32,High,Satisfactory,2023.0,0.1104,16.4,201.5,43.13999999999999,261.04,28.818816
SOAD02827,Navaldia,Yes,Recreation,Earth,3.001,0.163,5550.0,1958.0,1993.0,0.00591,0.0,Uncontrolled,4.0,5.428000000000001,High,Fair,2023.0,0.0916,40.3,690.1,4.6,735.0,67.32600000000001
SOAD04177,Navaldia,Yes,Flood Risk Reduction,Earth,7.397,0.025,71402.40000000002,1999.0,2005.0,0.021669999999999856,2.66329,Missing,2.0,28.04,Significant,Satisfactory,2013.2,0.121,185.5,218.2,13.8,417.5,50.5175
SOAD08152,Navaldia,Yes,Missing,Missing,3.452,0.047,58728.0,1999.0,2006.0,0.18281599999999987,10.653159999999616,Uncontrolled,5.0,4.605999999999998,High,Fair,2021.0,0.0753,611.0,934.6,9.66,1555.26,117.111078
SOAD10896,Navaldia,Yes,Recreation,Earth,3.556,0.06,21134.0,1973.0,2014.0,0.00394,2.66329,Missing,2.0,19.204,Significant,Satisfactory,2019.0,0.1378,28.1,103.3,4.6,136.0,18.7408
SOAD12764,Lyndrassia,Yes,Flood Risk Reduction,Earth,13.925,0.1,30000.0,1989.0,1989.0,0.00788,0.0,Uncontrolled,2.0,7.74,High,Satisfactory,2007.0,0.0905,10.8,129.6,4.519999999999996,144.92000000000002,13.115260000000001
SOAD17150,Navaldia,Yes,Flood Risk Reduction,Earth,6.819,0.067,67348.6,1948.0,1996.0,0.0,0.0,Uncontrolled,5.0,0.16,High,Fair,2021.0,0.0985,39.2,851.5,33.48,924.1800000000001,91.03173000000001
SOAD17354,Navaldia,Yes,Missing,Earth,10.606,0.053,54547.0,2008.0,1999.0,0.02364,0.0,Uncontrolled,5.0,1.67,Significant,Fair,2022.0,0.1097,8.0,865.3,36.0,909.3,99.75021
SOAD02782,Navaldia,Yes,Flood Risk Reduction,Earth,4.227,0.083,20094.79999999999,1991.0,2012.0,0.00591,2.66329,Missing,2.0,16.942,Significant,Fair,2020.2,0.1357,47.1,418.9,17.939999999999998,483.94,65.67065799999999
SOAD14624,Navaldia,Yes,Flood Risk Reduction,Earth,3.41,0.063,45610.20000000001,1985.0,2010.0,0.011425999999999714,2.66329,Missing,2.0,30.834000000000003,Significant,Fair,2020.8,0.1433,373.8,255.4,12.14,641.34,91.90402200000001
SOAD15975,Navaldia,No,Missing,Earth,5.836,0.027,11242.600000000006,1957.0,1993.0,0.00394,0.0,Uncontrolled,3.0,7.359999999999998,Significant,Not Rated,2014.0,0.1649,13.3,322.8,19.46,355.56,58.631843999999994
SOAD00979,Lyndrassia,Yes,Recreation,Earth,14.781,0.108,0.0,1996.0,2007.0,1.263952,2695.782138,Missing,1.0,1.69,High,Missing,2018.8,0.1556,479.6,579.1,6.2,1064.9,165.69844
SOAD03833,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.977,0.115,2773.0,1983.0,1996.0,0.00788,0.0,Uncontrolled,2.0,11.26,Significant,Satisfactory,2020.0,0.1354,39.8,121.9,37.379999999999995,199.07999999999998,26.955431999999995
SOAD09276,Lyndrassia,Yes,Other,Earth,22.852,0.1,43000.0,1993.0,1997.0,0.00788,0.0,Uncontrolled,2.0,21.262,Significant,Satisfactory,2007.0,0.114,35.1,293.8,6.779999999999999,335.68,38.267520000000005
SOAD13160,Navaldia,Yes,Missing,Earth,2.784,0.133,125512.6,1938.0,2004.0,0.01379,0.0,Uncontrolled,2.0,1.61,High,Poor,2022.0,0.1141,36.1,107.1,19.46,162.66,18.559506
SOAD14182,Flumevale,No,Tailings,Earth,8.658,0.267,2220.0,1956.0,1985.0,25.065886000000003,9162.782916000002,Missing,0.0,4.75,High,Not Available,2019.4,0.1235,844.9,374.4,30.08,1249.3799999999999,154.29843
SOAD14607,Navaldia,No,Missing,Earth,5.355,0.123,33219.659999999974,1965.0,1985.0,0.00788,0.0,Uncontrolled,4.0,8.590000000000002,Significant,Not Rated,2014.0,0.1451,7.9,446.3,18.66,472.86,68.611986
SOAD15607,Navaldia,Yes,Flood Risk Reduction,Earth,6.12,0.04,76780.0,1992.0,2010.0,0.018517999999999812,2.66329,Missing,2.0,26.782,Significant,Satisfactory,2012.6,0.1106,186.3,161.6,14.420000000000002,362.32,40.072592
SOAD18799,Navaldia,Yes,Flood Risk Reduction,Earth,3.336,0.123,44391.399999999994,1994.0,2011.0,0.7107759999999996,2.66329,Missing,1.0,4.107999999999999,High,Satisfactory,2018.6,0.1017,532.3,925.3,7.960000000000003,1465.56,149.047452
SOAD01460,Navaldia,Yes,Missing,Earth,9.399,0.133,68675.4,1948.0,2015.0,0.0,2.66329,Uncontrolled,2.0,3.5839999999999996,High,Poor,2021.0,0.13,41.8,596.3,4.34,642.4399999999999,83.51719999999999
SOAD02312,Flumevale,No,Other,Earth,10.679,0.08,0.0,1978.0,1960.0,0.06106999999999996,409.08134399999994,Missing,1.0,1.67,Significant,Not Available,2019.0,0.1661,306.3,365.5,28.28,700.0799999999999,116.28328799999998
SOAD07202,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.746,0.11,12164.599999999977,1990.0,1991.0,0.00788,0.0,Uncontrolled,5.0,8.437999999999999,Significant,Not Rated,2014.0,0.0923,19.0,308.6,17.4,345.0,31.8435
SOAD10724,Navaldia,Yes,Missing,Missing,4.217,0.143,24073.0,2021.0,2015.0,0.00788,2.6632899999997335,Uncontrolled,5.0,4.380000000000001,Significant,Fair,2021.0,0.1184,7.5,369.0,14.2,390.7,46.25888
SOAD14722,Navaldia,Yes,Flood Risk Reduction,Earth,3.556,0.053,111344.0,1998.0,2008.0,0.6414320000000002,7.98987,Missing,1.0,6.932,High,Satisfactory,2012.4,0.1039,625.3,716.1,5.8199999999999985,1347.22,139.976158
SOAD20423,Navaldia,Yes,Flood Risk Reduction,Earth,3.25,0.117,105589.60000000002,1994.0,2006.0,1.692624,2.66329,Missing,1.0,2.5380000000000003,High,Fair,2021.2,0.096,632.1,897.7,6.92,1536.7200000000003,147.52512000000002
SOAD00063,Navaldia,No,Recreation,Earth,3.509,0.0,4633.0,1982.0,2000.0,0.0,0.0,Missing,2.0,14.946000000000002,Significant,Not Rated,2014.0,0.1722,36.1,42.1,5.5,83.7,14.41314
SOAD01247,Flumevale,No,Water Supply,Earth,7.299,0.253,0.0,1973.0,1981.0,0.1378999999999997,391.50362999999993,Missing,1.0,1.67,Significant,Not Available,2016.4,0.1451,312.7,887.2,47.5,1247.4,180.99774000000002
SOAD04234,Navaldia,Yes,Flood Risk Reduction,Earth,4.295,0.1,82160.19999999998,1948.0,2003.0,0.0,0.0,Uncontrolled,5.0,0.0,High,Fair,2021.0,0.0574,42.9,263.9,28.06,334.85999999999996,19.220964
SOAD05848,Navaldia,Yes,Recreation,Earth,4.178,0.067,55668.40000000002,1973.0,2014.0,0.00591,2.66329,Missing,2.0,17.712,Significant,Poor,2020.6,0.1479,25.0,424.5,6.3,455.8,67.41282
SOAD07932,Lyndrassia,Yes,Other,Earth,14.982,0.07,0.0,1988.0,1988.0,0.00394,0.0,Uncontrolled,2.0,9.2,High,Satisfactory,2008.0,0.1094,9.9,248.4,4.279999999999998,262.58,28.726252
SOAD12960,Navaldia,Yes,Water Supply,Earth,6.807,0.067,27085.0,1915.0,2008.0,0.00788,10.65316,Missing,1.0,0.8300000000000018,High,Poor,2017.6,0.1269,35.4,874.2,17.0,926.6,117.58554000000001
SOAD13126,Navaldia,Yes,Missing,Missing,5.159,0.117,535685.2000000002,2007.0,2010.0,0.01773,0.0,Uncontrolled,5.0,5.664,High,Fair,2021.0,0.0779,37.4,797.4,14.62,849.42,66.16981799999999
SOAD20522,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,15.395,0.073,0.0,1989.0,1991.0,0.00197,0.0,Uncontrolled,5.0,9.51,Significant,Not Rated,2007.0,0.1375,28.9,162.5,15.7,207.1,28.47625
SOAD20772,Navaldia,Yes,Flood Risk Reduction,Missing,8.209,0.083,67140.20000000004,1934.0,1999.0,0.0,0.0,Uncontrolled,5.0,4.331999999999999,High,Fair,2020.0,0.074,37.9,914.9,29.1,981.9,72.66059999999999
SOAD01504,Navaldia,Yes,Missing,Missing,3.262,0.173,532945.2000000002,2007.0,2010.0,0.01576,1.0653159999997115,Uncontrolled,5.0,5.663999999999998,High,Fair,2019.0,0.087,26.0,594.1,11.799999999999999,631.9,54.9753
SOAD05174,Navaldia,Yes,Flood Risk Reduction,Earth,8.942,0.09,67412.6,1967.0,1999.0,0.0,0.0,Uncontrolled,5.0,0.16,High,Fair,2021.0,0.0881,27.2,305.0,29.439999999999998,361.64,31.860484
SOAD06379,Navaldia,No,Missing,Earth,7.121,0.024,27063.0,1983.0,1989.0,0.00591,0.0,Uncontrolled,4.0,7.754000000000001,Significant,Not Rated,2014.0,0.111,23.1,392.8,6.040000000000001,421.94000000000005,46.83534000000001
SOAD09118,Navaldia,Yes,Recreation,Earth,7.888,0.1,45592.19999999998,1978.0,2002.0,0.02955,23.96961,Uncontrolled,2.0,22.602,Significant,Satisfactory,2016.0,0.1212,5.9,71.8,8.3,86.0,10.4232
SOAD10640,Navaldia,Yes,Flood Risk Reduction,Earth,3.884,0.058,4140.0,2009.0,2013.0,0.00788,0.0,Uncontrolled,5.0,27.817999999999998,Significant,Fair,2022.0,0.1218,9.4,124.5,22.2,156.1,19.01298
SOAD11247,Navaldia,Yes,Recreation,Earth,3.242,0.04,6225.8000000000175,1936.0,2012.0,0.02167,2.66329,Missing,2.0,71.978,Significant,Fair,2018.8,0.1364,6.1,252.1,6.0,264.2,36.03688
SOAD11707,Navaldia,No,Missing,Earth,5.459,0.039,20419.66000000006,1958.0,1987.0,0.00788,0.0,Uncontrolled,4.0,7.880000000000001,Significant,Not Rated,2014.0,0.1546,32.1,400.2,21.92,454.22,70.222412
SOAD11867,Flumevale,Yes,Water Supply,Earth,4.43,0.083,11130.399999999994,1999.0,2000.0,0.00788,0.0,Uncontrolled,2.0,11.38,Significant,Fair,2013.0,0.1314,18.3,151.7,15.0,185.0,24.308999999999997
SOAD11892,Flumevale,No,Water Supply,Missing,5.94,0.032,4280.0,1956.0,1990.0,4.0755360000000005,50523.676616000004,Missing,3.0,1.63,High,Not Available,2018.4,0.0765,719.6,565.6,15.9,1301.1000000000001,99.53415000000001
SOAD15152,Flumevale,Yes,Flood Risk Reduction,Earth,11.071,0.095,21140.0,2005.0,2006.0,0.00788,0.0,Uncontrolled,1.0,5.294000000000002,High,Fair,2020.0,0.1114,43.7,816.2,18.48,878.3800000000001,97.851532
SOAD15867,Navaldia,Yes,Recreation,Earth,5.156,0.183,33232.600000000035,1982.0,2002.0,0.03349,2.66329,Missing,1.0,1.3079999999999963,High,Fair,2021.2,0.1167,15.5,887.5,8.2,911.2,106.33704
SOAD02714,Flumevale,No,Water Supply,Earth,13.753,0.033,88944.00000000001,1942.0,1994.0,8.409930000000001,7699.038732,Missing,0.0,7.67,High,Not Available,2019.2,0.1083,672.7,452.4,51.7,1176.8,127.44743999999999
SOAD03129,Lyndrassia,Yes,Missing,Earth,16.055,0.053,74600.00000000003,1999.0,1999.0,0.00394,0.0,Missing,3.0,6.780000000000001,Significant,Satisfactory,2007.0,0.1143,37.2,379.4,6.000000000000002,422.59999999999997,48.30318
SOAD04965,Navaldia,No,Missing,Missing,4.496,0.07,6175.0,2009.0,1999.0,0.01969999999999983,157.1341100000002,Uncontrolled,3.0,10.563999999999998,Significant,Fair,2023.0,0.1312,127.5,319.7,21.999999999999996,469.2,61.55904
